record_id,full_text_status,full_text_location,notes
R46ADCD34A830,not_retrievable,,Failed to download PDF from https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pad.1715: HTTP Error 403: Forbidden
RCC81F64B0502,not_retrievable,,No OA copy found via Unpaywall.
R10AF9DC5D103,not_retrievable,,Failed to download PDF from https://www.sciencedirect.com/science/article/pii/S0973082615000812: HTTP Error 403: Forbidden
RFA4E99C75D4F,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RFA4E99C75D4F_mehta_2015.pdf,Retrieved OA via OpenAlex extra thorough check
REF058F229DA8,not_retrievable,,No OA copy found via Unpaywall.
RE23E1D3DD635,not_retrievable,,No OA copy found via Unpaywall.
R0CC979E7B4D9,not_retrievable,,No OA copy found via Unpaywall.
RD3A71388F324,not_retrievable,,No OA copy found via Unpaywall.
REA0B11E89205,not_retrievable,,No OA copy found via Unpaywall.
RA0C41CF80EBE,not_retrievable,,No OA copy found via Unpaywall.
R41AA7F6D888B,not_retrievable,,Failed to download PDF from https://www.tandfonline.com/doi/pdf/10.1080/02508060.2014.903453?needAccess=true&role=button: HTTP Error 403: Forbidden
R50F5987EB583,not_retrievable,,No OA copy found via Unpaywall.
R4624B0F84E67,not_retrievable,,Failed to download PDF from https://www.sciencedirect.com/science/article/pii/S0197397514000344/pdf: HTTP Error 403: Forbidden
R26C76E559B2C,not_retrievable,,No OA copy found via Unpaywall.
R0A9CBF4A1C1F,not_retrievable,,No OA copy found via Unpaywall.
R50BF4E531E95,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R50BF4E531E95_benova_2014.pdf,Retrieved OA via https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0106738&type=printable
R2130C37BDCEA,not_retrievable,,No OA copy found via Unpaywall.
R72A375B3F3EF,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R72A375B3F3EF_cáceres_2014.pdf,Retrieved OA via https://www.revistas.una.ac.cr/index.php/economia/article/download/6439/6500
R4E8ECECC23D8,not_retrievable,,No OA copy found via Unpaywall.
RF456013643C2,not_retrievable,,No OA copy found via Unpaywall.
R697149D2E319,not_retrievable,,No OA copy found via Unpaywall.
R6A8F4B2CFE37,not_retrievable,,No OA copy found via Unpaywall.
R59B2D594C94F,not_retrievable,,No OA copy found via Unpaywall.
R8FFC351CC113,not_retrievable,,Failed to download PDF from https://iwaponline.com/wp/article-pdf/15/S2/79/405660/79.pdf: HTTP Error 403: Forbidden
RD383F8B37644,not_retrievable,,No OA copy found via Unpaywall.
R4142F316A241,not_retrievable,,No OA copy found via Unpaywall.
RE26903A758D8,not_retrievable,,No OA copy found via Unpaywall.
R6633D02DAFEB,not_retrievable,,No OA copy found via Unpaywall.
R33F5730F8C31,not_retrievable,,No OA copy found via Unpaywall.
R35003BF36393,not_retrievable,,No OA copy found via Unpaywall.
RA3CD9A9DD268,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RA3CD9A9DD268_de_2011.pdf,Retrieved OA via OpenAlex extra thorough check
RE0FFA253B377,not_retrievable,,No OA copy found via Unpaywall.
R6E292C80B16D,not_retrievable,,No OA copy found via Unpaywall.
R9FF2AB833738,not_retrievable,,No OA copy found via Unpaywall.
R00BD4C269672,not_retrievable,,No OA copy found via Unpaywall.
R8AEFC6F889E8,not_retrievable,,No OA copy found via Unpaywall.
R180DB01E1A79,not_retrievable,,No OA copy found via Unpaywall.
R996153B78E54,not_retrievable,,No OA copy found via Unpaywall.
R462B01EA2916,not_retrievable,,No OA copy found via Unpaywall.
R60EF6EE70FE0,not_retrievable,,No OA copy found via Unpaywall.
R649B644170D9,not_retrievable,,Failed to download PDF from https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1936-704X.2010.00082.x: HTTP Error 403: Forbidden
R0E7A7452FD2B,not_retrievable,,No OA copy found via Unpaywall.
RC3292682EBA1,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RC3292682EBA1_jiménez_2010.pdf,Retrieved OA via OpenAlex extra thorough check
R686809568A69,not_retrievable,,No OA copy found via Unpaywall.
R3AEF33753AF3,not_retrievable,,No OA copy found via Unpaywall.
RC27E61BCB68E,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RC27E61BCB68E_sharma_2009.pdf,Retrieved OA via https://figshare.com/articles/WATSAN_in_partnership_with_NGOs_and_communities_of_Nepal/9597662
RAA26B0D11159,not_retrievable,,No OA copy found via Unpaywall.
RA6C466A0211E,not_retrievable,,No OA copy found via Unpaywall.
R21A5A06F675B,not_retrievable,,No OA copy found via Unpaywall.
R61DB3FC3D4FB,not_retrievable,,No OA copy found via Unpaywall.
