record_id,full_text_status,full_text_location,notes
RE07A5B3A53CD,not_retrievable,,No OA copy found via Unpaywall.
R45E313D922D9,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R45E313D922D9_de_2024.pdf,Retrieved OA via https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/06/enhancing-the-efficiency-inclusiveness-and-environmental-sustainability-of-housing-in-the-slovak-republic_a081272c/03157550-en.pdf
R61084FDE440A,not_retrievable,,No OA copy found via Unpaywall.
RDB6D435EA557,not_retrievable,,No OA copy found via Unpaywall.
R38E0597A9B61,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R38E0597A9B61_thomas-possee_2024.pdf,Retrieved OA via https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000127&type=printable
R9E486C8741D1,not_retrievable,,No OA copy found via Unpaywall.
RA29149ECBCF3,not_retrievable,,No OA copy found via Unpaywall.
R1911DE036675,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R1911DE036675_mamokhere_2024.pdf,Retrieved OA via https://journals.christuniversity.in/index.php/artha/article/download/5341/2670
RB4255E8A2D5F,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RB4255E8A2D5F_haines_2024.pdf,Retrieved OA via https://www.ecologyandsociety.org/vol29/iss4/art35/ES-2024-15632.pdf
R52A6D0E64727,not_retrievable,,No OA copy found via Unpaywall.
R5FED83DA310C,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R5FED83DA310C_meetei_2024.pdf,Retrieved OA via https://link.springer.com/content/pdf/10.1007/s43832-024-00145-2.pdf
R4E63AC50732E,not_retrievable,,No OA copy found via Unpaywall.
R53BA195BE952,not_retrievable,,Failed to download PDF from https://iwaponline.com/wp/article-pdf/doi/10.2166/wp.2024.137/1350386/wp2024137.pdf: HTTP Error 403: Forbidden
RA910DCDB451B,not_retrievable,,No OA copy found via Unpaywall.
R5EDAB88CC052,not_retrievable,,No OA copy found via Unpaywall.
R73F67667C714,not_retrievable,,No OA copy found via Unpaywall.
R79066FAE0A92,not_retrievable,,No OA copy found via Unpaywall.
R55280045A6D7,not_retrievable,,No OA copy found via Unpaywall.
RDA8AED677E21,not_retrievable,,Failed to download PDF from https://ajgd.journalofgovernance.com/index.php/ajgd/article/download/276/205: HTTP Error 406: Not Acceptable
R4FCD4A37638A,not_retrievable,,Failed to download PDF from https://iwaponline.com/wp/article-pdf/26/7/718/1459030/026070718.pdf: HTTP Error 403: Forbidden
R846961E73AF9,not_retrievable,,No OA copy found via Unpaywall.
R2C4C322911D6,not_retrievable,,No OA copy found via Unpaywall.
R024A1DA6ECCE,not_retrievable,,No OA copy found via Unpaywall.
R65A92B9C6F3A,not_retrievable,,No OA copy found via Unpaywall.
R91862C6D9F43,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-445X/13/12/2032/pdf?version=1732773986: HTTP Error 403: Forbidden
RDCA991502E5B,not_retrievable,,No OA copy found via Unpaywall.
R1E7614BBAC9B,not_retrievable,,No OA copy found via Unpaywall.
R162B7F22CF42,not_retrievable,,No OA copy found via Unpaywall.
R683C9C404D89,not_retrievable,,Failed to download PDF from https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1477-8947.12324: HTTP Error 403: Forbidden
RA86420433D1C,not_retrievable,,No OA copy found via Unpaywall.
R4F91395D4663,not_retrievable,,No OA copy found via Unpaywall.
R98DAA4FFBC8B,not_retrievable,,No OA copy found via Unpaywall.
R0E9F299E7E3D,not_retrievable,,No OA copy found via Unpaywall.
R4FFEFFA310FF,not_retrievable,,No OA copy found via Unpaywall.
R9E6D4A706EE3,not_retrievable,,No OA copy found via Unpaywall.
RA51355C1B279,not_retrievable,,No OA copy found via Unpaywall.
RAB3C9C4166B1,not_retrievable,,No OA copy found via Unpaywall.
RC522177452BE,not_retrievable,,No OA copy found via Unpaywall.
R1691BCE2C5CD,not_retrievable,,No OA copy found via Unpaywall.
R29589338AB01,not_retrievable,,No OA copy found via Unpaywall.
RFFE87AAC2802,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/15/21/3736/pdf?version=1698313882: HTTP Error 403: Forbidden
RF0258D032F18,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RF0258D032F18_valero_2023.pdf,Retrieved OA via https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E4AD85885AAD40FCAB5DF4323CBD233C/S1474746423000258a.pdf/div-class-title-addressing-water-poverty-under-climate-crisis-implications-for-social-policy-div.pdf
R341B600F1AA0,not_retrievable,,No OA copy found via Unpaywall.
R581406026ADC,not_retrievable,,Failed to download PDF from https://iwaponline.com/wp/article-pdf/doi/10.2166/wp.2023.253/1206775/wp2023253.pdf: HTTP Error 403: Forbidden
R30DF179C3488,not_retrievable,,Failed to download PDF from https://iwaponline.com/wp/article-pdf/doi/10.2166/wp.2023.194/1249104/wp2023194.pdf: HTTP Error 403: Forbidden
RF954B52279D6,not_retrievable,,No OA copy found via Unpaywall.
R1C05E6CC38E3,not_retrievable,,No OA copy found via Unpaywall.
R2042942EE2E9,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/15/18/3306/pdf?version=1695256655: HTTP Error 403: Forbidden
R2A9AE8845B0B,not_retrievable,,No OA copy found via Unpaywall.
RE71B657139E5,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RE71B657139E5_fernandes_2023.pdf,Retrieved OA via https://ojs.ehu.eus/index.php/papelesCEIC/article/download/23741/21897
