record_id,full_text_status,full_text_location,notes
RB57945A09D4B,not_retrievable,,No OA copy found via Unpaywall.
RA6188251C726,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/10/3/249/pdf?version=1519958143: HTTP Error 403: Forbidden
RA397C02E9861,not_retrievable,,Failed to download PDF from https://www.sciencedirect.com/science/article/pii/S1462901117308237/pdf: HTTP Error 403: Forbidden
RB4C18930C3CC,not_retrievable,,No OA copy found via Unpaywall.
R28001B16ADA4,not_retrievable,,Failed to download PDF from https://www.tandfonline.com/doi/pdf/10.1080/0376835X.2018.1461610?needAccess=true&role=button: HTTP Error 403: Forbidden
R33E4CEE682AC,not_retrievable,,No OA copy found via Unpaywall.
R420211B3E670,not_retrievable,,No OA copy found via Unpaywall.
RB0351F28898C,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RB0351F28898C_cunha_2018.pdf,Retrieved OA via https://www.scielo.br/j/urbe/a/sWWgBWtwG6sQT67qLGTZYNf/?format=pdf&lang=pt
R855E06BB5C3D,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2079-9276/7/1/15/pdf?version=1519800540: HTTP Error 403: Forbidden
RBB42A504E371,not_retrievable,,No OA copy found via Unpaywall.
R04196EC4C972,not_retrievable,,No OA copy found via Unpaywall.
R3B73F903D49F,not_retrievable,,Failed to download PDF from https://iwaponline.com/washdev/article-pdf/8/4/595/512398/washdev0080595.pdf: HTTP Error 403: Forbidden
R20B75DEA6614,not_retrievable,,No OA copy found via Unpaywall.
R37FED9503C6D,not_retrievable,,No OA copy found via Unpaywall.
R71A61FDE4C60,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R71A61FDE4C60_koehler_2018.pdf,Retrieved OA via OpenAlex extra thorough check
R7EE2F2CC79B7,not_retrievable,,No OA copy found via Unpaywall.
RDE1EDA735C46,not_retrievable,,No OA copy found via Unpaywall.
RF8AB3815D963,not_retrievable,,Failed to download PDF from https://www.e3s-conferences.org/articles/e3sconf/pdf/2018/06/e3sconf_icenis2018_09033.pdf: HTTP Error 403: Forbidden
RA6681A197BB4,not_retrievable,,Failed to download PDF from https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/app5.216: HTTP Error 403: Forbidden
R93D7F84D81B3,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2220-9964/7/11/437/pdf?version=1541681688: HTTP Error 403: Forbidden
R046A5EB2D8C0,not_retrievable,,No OA copy found via Unpaywall.
R14C9B7372CC7,not_retrievable,,No OA copy found via Unpaywall.
R0EED09DB6147,not_retrievable,,Failed to download PDF from https://www.matec-conferences.org/articles/matecconf/pdf/2018/18/matecconf_ijcaet-isampe2018_01023.pdf: HTTP Error 403: Forbidden
RF816C47AF660,not_retrievable,,No OA copy found via Unpaywall.
R0260D66B3853,not_retrievable,,Failed to download PDF from https://www.mdpi.com/1660-4601/15/1/76/pdf?version=1515225911: HTTP Error 403: Forbidden
R2371010FE72E,not_retrievable,,No OA copy found via Unpaywall.
R77D2791283C1,not_retrievable,,No OA copy found via Unpaywall.
RCAC17563F65F,not_retrievable,,No OA copy found via Unpaywall.
RB70B7542FFB9,not_retrievable,,No OA copy found via Unpaywall.
R23C975B9CAD2,not_retrievable,,No OA copy found via Unpaywall.
R89B77B5F6948,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2071-1050/10/11/4052/pdf?version=1541418850: HTTP Error 403: Forbidden
R418BDADF8E47,not_retrievable,,No OA copy found via Unpaywall.
R7142E0CB4FAE,not_retrievable,,No OA copy found via Unpaywall.
RBDEF2943A1C3,not_retrievable,,No OA copy found via Unpaywall.
RCAC30132C5F4,not_retrievable,,No OA copy found via Unpaywall.
R87DADC4AB861,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/10/3/330/pdf?version=1525337827: HTTP Error 403: Forbidden
RB8541E7A11B9,not_retrievable,,No OA copy found via Unpaywall.
RFC8814ED1AC1,not_retrievable,,No OA copy found via Unpaywall.
RF611C2722057,not_retrievable,,No OA copy found via Unpaywall.
R893E21071519,not_retrievable,,No OA copy found via Unpaywall.
R8CE035AC2FBA,not_retrievable,,No OA copy found via Unpaywall.
R3BE9653C9842,not_retrievable,,No OA copy found via Unpaywall.
RFE11AB2AFE89,not_retrievable,,No OA copy found via Unpaywall.
R375DC07A5C67,not_retrievable,,No OA copy found via Unpaywall.
R2D9BCED515D0,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/10/9/1271/pdf?version=1537516824: HTTP Error 403: Forbidden
R0931F164C986,not_retrievable,,No OA copy found via Unpaywall.
R31D5E0A569DF,not_retrievable,,No OA copy found via Unpaywall.
RF0C8946FC9E3,not_retrievable,,No OA copy found via Unpaywall.
R3F81DA1627AD,not_retrievable,,No OA copy found via Unpaywall.
R6BA21C0AFCD2,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R6BA21C0AFCD2_millington_2018.pdf,Retrieved OA via OpenAlex extra thorough check
