record_id,full_text_status,full_text_location,notes
RAB87291BF172,not_retrievable,,No OA copy found via Unpaywall.
RE525171E84BE,not_retrievable,,No OA copy found via Unpaywall.
RAB3F0FD802CD,not_retrievable,,No OA copy found via Unpaywall.
R4D89B36E51A9,not_retrievable,,No OA copy found via Unpaywall.
R7B71421C10E6,not_retrievable,,No OA copy found via Unpaywall.
R1604D54075E7,not_retrievable,,No OA copy found via Unpaywall.
RC819F87A16F8,not_retrievable,,No OA copy found via Unpaywall.
RA592B6E9DD12,not_retrievable,,No OA copy found via Unpaywall.
RD73D5B6277C5,not_retrievable,,No OA copy found via Unpaywall.
R4FF8291DD424,not_retrievable,,No OA copy found via Unpaywall.
R111EFC29F4F6,not_retrievable,,No OA copy found via Unpaywall.
R555884F9D440,not_retrievable,,No OA copy found via Unpaywall.
R9D9CD0074631,not_retrievable,,No OA copy found via Unpaywall.
R351FB6562A87,not_retrievable,,No OA copy found via Unpaywall.
R83A715FB0D2F,not_retrievable,,No OA copy found via Unpaywall.
R142F0281D111,not_retrievable,,No OA copy found via Unpaywall.
R0320961C9ED4,not_retrievable,,No OA copy found via Unpaywall.
R205B372B031E,not_retrievable,,No OA copy found via Unpaywall.
RF43CEF153CB0,not_retrievable,,No OA copy found via Unpaywall.
RD76AC7C9D711,not_retrievable,,No OA copy found via Unpaywall.
R850039CA750A,not_retrievable,,No OA copy found via Unpaywall.
R50C45049A46A,not_retrievable,,No OA copy found via Unpaywall.
RD7C715A30575,not_retrievable,,No OA copy found via Unpaywall.
R7CA6720F058E,not_retrievable,,No OA copy found via Unpaywall.
R8FDF24CFE210,not_retrievable,,No OA copy found via Unpaywall.
R5B0328EFA4B2,not_retrievable,,No OA copy found via Unpaywall.
R5209A3D2844E,not_retrievable,,No OA copy found via Unpaywall.
RD9FCD084C294,not_retrievable,,No OA copy found via Unpaywall.
R234022A8FD20,not_retrievable,,No OA copy found via Unpaywall.
R3481E71E1755,not_retrievable,,No OA copy found via Unpaywall.
R13E85C59B4CA,not_retrievable,,No OA copy found via Unpaywall.
RBFBE0C8DD5C3,not_retrievable,,No OA copy found via Unpaywall.
R6CA277068896,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R6CA277068896_bichir_2009.pdf,Retrieved OA via https://www.scielo.br/j/rbcsoc/a/zrLtPZXqn9TKQ7rMVGjjxTy/?lang=pt&format=pdf
R1C7EBDEC4818,not_retrievable,,No OA copy found via Unpaywall.
R81F51DA7DB8A,not_retrievable,,No OA copy found via Unpaywall.
RA712B2759F69,not_retrievable,,No OA copy found via Unpaywall.
R8151C5FF246C,not_retrievable,,No OA copy found via Unpaywall.
R05315EFB334C,not_retrievable,,No OA copy found via Unpaywall.
R2C0C4B70308A,not_retrievable,,No OA copy found via Unpaywall.
R41631C8B1BBE,not_retrievable,,No OA copy found via Unpaywall.
R8F2B41CC1A57,not_retrievable,,No OA copy found via Unpaywall.
RA92812EC2661,not_retrievable,,No OA copy found via Unpaywall.
RE5ACEE269B63,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RE5ACEE269B63_martínez-espiñeira_2009.pdf,Retrieved OA via OpenAlex extra thorough check
R177E6DE25ADA,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R177E6DE25ADA_moss_2009.pdf,Retrieved OA via https://edoc.hu-berlin.de/bitstreams/b11ac702-cb4f-4ff4-a54a-a0ac94c76201/download
R392CC7A02A7C,not_retrievable,,No OA copy found via Unpaywall.
R2965A86006E5,not_retrievable,,No OA copy found via Unpaywall.
RFDB989AF82C5,not_retrievable,,No OA copy found via Unpaywall.
RDECE6D5D99AE,not_retrievable,,Failed to download PDF from https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1467-8373.2009.01392.x: HTTP Error 403: Forbidden
R5229ABCF8511,not_retrievable,,No OA copy found via Unpaywall.
RBC57AD90ACFB,not_retrievable,,No OA copy found via Unpaywall.
