record_id,full_text_status,full_text_location,notes
R0AA26166D6FD,not_retrievable,,No OA copy found via Unpaywall.
RA312FCCFFA53,not_retrievable,,No OA copy found via Unpaywall.
R917E4BA2FDDC,not_retrievable,,No OA copy found via Unpaywall.
R13E5DBA3512A,not_retrievable,,No OA copy found via Unpaywall.
RE8FC10EE45D1,not_retrievable,,No OA copy found via Unpaywall.
R19A9F20BC53A,not_retrievable,,Failed to download PDF from https://www.scielo.br/j/ecoa/a/K9jrq6NNhdCTJLLBzF9k9BG/?format=pdf&lang=en: HTTP Error 502: Bad Gateway
RCA79A474E34C,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RCA79A474E34C_feler_2008.pdf,Retrieved OA via https://doi.org/10.3386/w14136
R6894E7AD5A28,not_retrievable,,No OA copy found via Unpaywall.
R344271883340,not_retrievable,,No OA copy found via Unpaywall.
RC62E2BE34445,not_retrievable,,No OA copy found via Unpaywall.
R941190D16D5E,not_retrievable,,No OA copy found via Unpaywall.
RB72AD6020116,not_retrievable,,No OA copy found via Unpaywall.
R5ADC318283B8,not_retrievable,,No OA copy found via Unpaywall.
R5455E07BCDDA,not_retrievable,,No OA copy found via Unpaywall.
RFD5FA6667229,not_retrievable,,No OA copy found via Unpaywall.
R0A72E874D143,not_retrievable,,No OA copy found via Unpaywall.
R3F1281999A87,not_retrievable,,No OA copy found via Unpaywall.
RA66F588D8A99,not_retrievable,,No OA copy found via Unpaywall.
R2201C83298F4,not_retrievable,,No OA copy found via Unpaywall.
R434EF4693E4E,not_retrievable,,No OA copy found via Unpaywall.
R79CD54BC24BE,not_retrievable,,No OA copy found via Unpaywall.
R3F4833ECD4D5,not_retrievable,,No OA copy found via Unpaywall.
R92FD73BDD7F6,not_retrievable,,No OA copy found via Unpaywall.
RD888853DBB5B,not_retrievable,,No OA copy found via Unpaywall.
RB3AEDD2F6C6D,not_retrievable,,No OA copy found via Unpaywall.
RCAA5D3528516,not_retrievable,,No OA copy found via Unpaywall.
R0B2F89A503C5,not_retrievable,,No OA copy found via Unpaywall.
RAE2EE524BC5B,not_retrievable,,No OA copy found via Unpaywall.
R987C9F7911DB,not_retrievable,,No OA copy found via Unpaywall.
R46937097B958,not_retrievable,,No OA copy found via Unpaywall.
R921A35369A2E,not_retrievable,,No OA copy found via Unpaywall.
R64BC7EEA6E10,not_retrievable,,No OA copy found via Unpaywall.
R076AC687A7CA,not_retrievable,,No OA copy found via Unpaywall.
R7B80D58AAA56,not_retrievable,,No OA copy found via Unpaywall.
RCB895D9C44DB,not_retrievable,,No OA copy found via Unpaywall.
R8D4B8D227839,not_retrievable,,No OA copy found via Unpaywall.
R65A6539CFE87,not_retrievable,,No OA copy found via Unpaywall.
RCA8EBC5427E6,not_retrievable,,No OA copy found via Unpaywall.
RFB5E22BF9BB7,not_retrievable,,No OA copy found via Unpaywall.
R2B81E70A4BB1,not_retrievable,,No OA copy found via Unpaywall.
R191679B5A6DC,not_retrievable,,No OA copy found via Unpaywall.
RC6BAC88E6BC6,not_retrievable,,No OA copy found via Unpaywall.
RA33EB9EC622E,not_retrievable,,No OA copy found via Unpaywall.
R912106578041,not_retrievable,,No OA copy found via Unpaywall.
R21C980DAC422,not_retrievable,,No OA copy found via Unpaywall.
R680EE05D7AEB,not_retrievable,,No OA copy found via Unpaywall.
R0B60D81754F1,not_retrievable,,No OA copy found via Unpaywall.
R28009B7EF2D4,not_retrievable,,No OA copy found via Unpaywall.
RD7C47CFCB469,not_retrievable,,No OA copy found via Unpaywall.
R535C43876BC2,not_retrievable,,No OA copy found via Unpaywall.
