record_id,full_text_status,full_text_location,notes
R383B38896514,not_retrievable,,No OA copy found via Unpaywall.
RA915675B6CC5,not_retrievable,,No OA copy found via Unpaywall.
R54474056B4D8,not_retrievable,,No OA copy found via Unpaywall.
R083F3250F8E0,not_retrievable,,No OA copy found via Unpaywall.
R41A117922E8D,not_retrievable,,No OA copy found via Unpaywall.
R3537F9598B47,not_retrievable,,No OA copy found via Unpaywall.
R75B33C1F5BAE,not_retrievable,,No OA copy found via Unpaywall.
R263549602BA3,not_retrievable,,No OA copy found via Unpaywall.
R77CDB9112613,not_retrievable,,No OA copy found via Unpaywall.
R59D021BE3315,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R59D021BE3315_joy_2014.pdf,Retrieved OA via OpenAlex extra thorough check
R10C784AFAE14,not_retrievable,,No OA copy found via Unpaywall.
R60D4F5EF6DE5,not_retrievable,,No OA copy found via Unpaywall.
R9C07F7253E84,not_retrievable,,No OA copy found via Unpaywall.
R4FFEE7FE13E6,not_retrievable,,No OA copy found via Unpaywall.
R8B55DBAADF3C,not_retrievable,,No OA copy found via Unpaywall.
RD05064EDF749,not_retrievable,,No OA copy found via Unpaywall.
R5AC1E717B5D7,not_retrievable,,No OA copy found via Unpaywall.
R4556D8990F42,not_retrievable,,No OA copy found via Unpaywall.
R8320AF7DAA5E,not_retrievable,,No OA copy found via Unpaywall.
R3E26A73D528A,not_retrievable,,No OA copy found via Unpaywall.
REE1F7B3E8978,not_retrievable,,No OA copy found via Unpaywall.
RB2AD25A65209,not_retrievable,,No OA copy found via Unpaywall.
RC1ECB2ABB781,not_retrievable,,No OA copy found via Unpaywall.
RAC8DC87D4EF9,not_retrievable,,No OA copy found via Unpaywall.
R57F8B7F78451,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R57F8B7F78451_garcía-valiñas_2013.pdf,Retrieved OA via OpenAlex extra thorough check
RB57130FC082E,not_retrievable,,No OA copy found via Unpaywall.
RA9D674E9C236,not_retrievable,,No OA copy found via Unpaywall.
R266B681C0E60,not_retrievable,,No OA copy found via Unpaywall.
R8AC52DA298ED,not_retrievable,,No OA copy found via Unpaywall.
RFC8EA02A9AFD,not_retrievable,,No OA copy found via Unpaywall.
R35F90409732F,not_retrievable,,No OA copy found via Unpaywall.
R8C4EE8FB9874,not_retrievable,,No OA copy found via Unpaywall.
RF0E6FD6A757D,not_retrievable,,No OA copy found via Unpaywall.
RAD907FA178C8,not_retrievable,,No OA copy found via Unpaywall.
R828C9773E407,not_retrievable,,No OA copy found via Unpaywall.
R8699CF1378C6,not_retrievable,,No OA copy found via Unpaywall.
R4A50BB320392,not_retrievable,,No OA copy found via Unpaywall.
R5D8A08C43C7A,not_retrievable,,No OA copy found via Unpaywall.
RB789C45EF948,not_retrievable,,No OA copy found via Unpaywall.
R5E50BE8CF218,not_retrievable,,No OA copy found via Unpaywall.
R8DE6F3C51CDA,not_retrievable,,No OA copy found via Unpaywall.
RE1B2A5D017D1,not_retrievable,,No OA copy found via Unpaywall.
RBC60118CEC2A,not_retrievable,,No OA copy found via Unpaywall.
R1ECC532A797B,not_retrievable,,No OA copy found via Unpaywall.
R65A3B2704F22,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R65A3B2704F22_zama_2013.pdf,Retrieved OA via https://epress.lib.uts.edu.au/journals/index.php/cjlg/article/download/3733/3874
RD5D8694F377F,not_retrievable,,No OA copy found via Unpaywall.
RC7952E83537B,not_retrievable,,No OA copy found via Unpaywall.
R000DF300E5DF,not_retrievable,,No OA copy found via Unpaywall.
R27165B30AE1C,not_retrievable,,No OA copy found via Unpaywall.
R366F94E9259F,not_retrievable,,No OA copy found via Unpaywall.
