record_id,full_text_status,full_text_location,notes
RF8DC8ABACFBA,not_retrievable,,No OA copy found via Unpaywall.
RB67D8330DA11,not_retrievable,,No OA copy found via Unpaywall.
R422212E8D444,not_retrievable,,No OA copy found via Unpaywall.
R9D038D79C151,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R9D038D79C151_oliveira_2016.pdf,Retrieved OA via https://www.scielo.br/j/asoc/a/9QdrQqfmkcystNhyLJtWJfy/?lang=en&format=pdf
R394E7CB919A7,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R394E7CB919A7_ávila-garcía_2016.pdf,Retrieved OA via OpenAlex extra thorough check
RF91805DCB154,not_retrievable,,No OA copy found via Unpaywall.
RC3AD9364CFB5,not_retrievable,,No OA copy found via Unpaywall.
RF8804799E515,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RF8804799E515_britto_2016.pdf,Retrieved OA via http://www.scielo.br/pdf/asoc/v19n1/1809-4422-asoc-19-01-00183.pdf
RD9E379F47EA1,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RD9E379F47EA1_santos_2016.pdf,Retrieved OA via http://www.scielo.br/pdf/asoc/v19n1/1809-4422-asoc-19-01-00103.pdf
RA1F6E143593E,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RA1F6E143593E_de_2016.pdf,Retrieved OA via OpenAlex extra thorough check
R844DD727452E,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R844DD727452E_flores_2016.pdf,Retrieved OA via OpenAlex extra thorough check
R2EE2734753C2,not_retrievable,,No OA copy found via Unpaywall.
R7B0F55DA7FE0,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R7B0F55DA7FE0_schnegg_2016.pdf,Retrieved OA via https://link.springer.com/content/pdf/10.1007/s10745-016-9820-2.pdf
R6F4F72BA8600,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R6F4F72BA8600_villar_2016.pdf,Retrieved OA via https://www.scielo.br/j/asoc/a/TWhNrmq5nKsLBLTSSKNbtbm/?lang=en&format=pdf
RB96E8D94B2BD,not_retrievable,,Failed to download PDF from http://www.scielo.br/pdf/asoc/v19n1/1809-4422-asoc-19-01-00063.pdf: HTTP Error 502: Bad Gateway
R918B0EF111DE,not_retrievable,,Failed to download PDF from https://www.mdpi.com/1660-4601/13/5/505/pdf?version=1463471556: HTTP Error 403: Forbidden
R6C86916C37F7,not_retrievable,,No OA copy found via Unpaywall.
R654CA3E80573,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R654CA3E80573_varela_2016.pdf,Retrieved OA via http://www.scielo.br/pdf/asoc/v19n1/1809-4422-asoc-19-01-00207.pdf
R420E7B121932,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R420E7B121932_soriano_2016.pdf,Retrieved OA via http://www.scielo.br/pdf/asoc/v19n1/1809-4422-asoc-19-01-00021.pdf
R2451D8C71308,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R2451D8C71308_grande_2016.pdf,Retrieved OA via http://www.scielo.br/pdf/asoc/v19n1/1809-4422-asoc-19-01-00163.pdf
R51904425AE1F,not_retrievable,,No OA copy found via Unpaywall.
