record_id,full_text_status,full_text_location,notes
RBCA65AD70D59,not_retrievable,,No OA copy found via Unpaywall.
REE9E2CC218BA,not_retrievable,,Failed to download PDF from https://academic.oup.com/heapro/article-pdf/39/2/daae034/57201123/daae034.pdf: HTTP Error 403: Forbidden
RAD8AFBBD4991,not_retrievable,,No OA copy found via Unpaywall.
R41E472BB6F58,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R41E472BB6F58_maganhini_2024.pdf,Retrieved OA via https://www.e-publicacoes.uerj.br/rdc/article/download/88480/53850
R2621601881E4,not_retrievable,,No OA copy found via Unpaywall.
R5F5D01ACD5FA,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R5F5D01ACD5FA_hazarika_2024.pdf,Retrieved OA via OpenAlex extra thorough check
RE48029A5D3C0,not_retrievable,,No OA copy found via Unpaywall.
R0BACCE1C4656,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R0BACCE1C4656_ingwani_2024.pdf,Retrieved OA via https://link.springer.com/content/pdf/10.1007/s12132-023-09499-7.pdf
R05780F3E5D74,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R05780F3E5D74_lassiter_2024.pdf,Retrieved OA via https://www.nj.gov/dep/watersupply/pdf/wsp.pdf
RD565E65A853B,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RD565E65A853B_bayliss_2024.pdf,Retrieved OA via OpenAlex extra thorough check
R5977B1A524C5,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2673-8945/4/1/6/pdf?version=1706713020: HTTP Error 403: Forbidden
R17D38CA84C23,not_retrievable,,Failed to download PDF from https://www.tandfonline.com/doi/pdf/10.1080/02508060.2024.2352222?needAccess=true: HTTP Error 403: Forbidden
R2EAEC279B644,not_retrievable,,Failed to download PDF from https://journals.sagepub.com/doi/pdf/10.1177/1087724X231181076: HTTP Error 403: Forbidden
R8C4C71C0ACB6,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R8C4C71C0ACB6_ventura_2024.pdf,Retrieved OA via OpenAlex extra thorough check
R35C1CF69ECFF,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R35C1CF69ECFF_suksaroj_2024.pdf,Retrieved OA via OpenAlex extra thorough check
