record_id,full_text_status,full_text_location,notes
R7E64FAC2423C,not_retrievable,,No OA copy found via Unpaywall.
R88872A35E723,not_retrievable,,No OA copy found via Unpaywall.
RBC9BBD26946B,not_retrievable,,No OA copy found via Unpaywall.
R925A310D75C8,not_retrievable,,No OA copy found via Unpaywall.
RC373C4B7C2DE,not_retrievable,,No OA copy found via Unpaywall.
RB9A117B7E3E9,not_retrievable,,No OA copy found via Unpaywall.
R6C5EA80EC864,not_retrievable,,No OA copy found via Unpaywall.
RBE58AF9BAF95,not_retrievable,,No OA copy found via Unpaywall.
REA41C1AC010A,not_retrievable,,No OA copy found via Unpaywall.
R131D9C683C29,not_retrievable,,No OA copy found via Unpaywall.
R3B61267DB6ED,not_retrievable,,No OA copy found via Unpaywall.
R812C5CF68631,not_retrievable,,No OA copy found via Unpaywall.
R5480CFE0C7C3,not_retrievable,,No OA copy found via Unpaywall.
R4FF1B9A43E90,not_retrievable,,No OA copy found via Unpaywall.
RAF1193CDC9AF,not_retrievable,,No OA copy found via Unpaywall.
RC3824F034384,not_retrievable,,No OA copy found via Unpaywall.
R889D34F0A0C2,not_retrievable,,No OA copy found via Unpaywall.
R639910BFA05F,not_retrievable,,No OA copy found via Unpaywall.
R2B84D3F84A28,not_retrievable,,No OA copy found via Unpaywall.
RA3A338BE381A,not_retrievable,,No OA copy found via Unpaywall.
RB7EEE74C2059,not_retrievable,,No OA copy found via Unpaywall.
RF2447F982F89,not_retrievable,,No OA copy found via Unpaywall.
R363872DC816E,not_retrievable,,No OA copy found via Unpaywall.
R79A39D631DB8,not_retrievable,,No OA copy found via Unpaywall.
R7AEB85475021,not_retrievable,,No OA copy found via Unpaywall.
REBD3E8E26D01,not_retrievable,,No OA copy found via Unpaywall.
R12527DF38787,not_retrievable,,No OA copy found via Unpaywall.
R0DBA3B0816C9,not_retrievable,,No OA copy found via Unpaywall.
R6DE9BC55DB88,not_retrievable,,No OA copy found via Unpaywall.
RA8D7D9FFBB0B,not_retrievable,,No OA copy found via Unpaywall.
RDF0CDDC35CC4,not_retrievable,,No OA copy found via Unpaywall.
RD86099DE8261,not_retrievable,,No OA copy found via Unpaywall.
RFF59EF78388B,not_retrievable,,No OA copy found via Unpaywall.
RDA48A50740DB,not_retrievable,,No OA copy found via Unpaywall.
R3B64CAE2D9A4,not_retrievable,,No OA copy found via Unpaywall.
RA3A0BC4E8DCF,not_retrievable,,No OA copy found via Unpaywall.
RABC4B755E559,not_retrievable,,No OA copy found via Unpaywall.
R0CD725BAD368,not_retrievable,,No OA copy found via Unpaywall.
RD6B9F237B30D,not_retrievable,,No OA copy found via Unpaywall.
R5146F5F19CAB,not_retrievable,,No OA copy found via Unpaywall.
RF81354379727,not_retrievable,,No OA copy found via Unpaywall.
R30212281A28D,not_retrievable,,No OA copy found via Unpaywall.
R651CBFBCE26C,not_retrievable,,No OA copy found via Unpaywall.
R7C8D7AC0D2D2,not_retrievable,,No OA copy found via Unpaywall.
R82DB783C4024,not_retrievable,,No OA copy found via Unpaywall.
R54E45DD5DD8B,not_retrievable,,No OA copy found via Unpaywall.
R69603BEC4746,not_retrievable,,No OA copy found via Unpaywall.
R8BF0E540D98E,not_retrievable,,No OA copy found via Unpaywall.
R9DF6B20973C6,not_retrievable,,No OA copy found via Unpaywall.
R4EF71E7E284E,not_retrievable,,No OA copy found via Unpaywall.
