record_id,full_text_status,full_text_location,notes
R32BC904B0B46,not_retrievable,,No OA copy found via Unpaywall.
R58C637FE1F49,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R58C637FE1F49_alvarado_2022.pdf,Retrieved OA via https://link.springer.com/content/pdf/10.1007/s10661-022-10616-5.pdf
R96593F742647,not_retrievable,,No OA copy found via Unpaywall.
R221C462D1352,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R221C462D1352_koehler_2022.pdf,Retrieved OA via https://www.frontiersin.org/articles/10.3389/frwa.2022.1022730/pdf
RC89A2B1CEA16,not_retrievable,,Failed to download PDF from https://revistas.flacsoandes.edu.ec/letrasverdes/article/download/5273/4269: HTTP Error 403: Forbidden
RC8C0F79BE662,not_retrievable,,No OA copy found via Unpaywall.
RFAAFF404B38C,not_retrievable,,No OA copy found via Unpaywall.
R720E1DE4E7C8,not_retrievable,,Failed to download PDF from https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/anti.12826: HTTP Error 403: Forbidden
REDA17DAD57D1,not_retrievable,,No OA copy found via Unpaywall.
R779759F5F475,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R779759F5F475_zulkaflay_2022.pdf,Retrieved OA via https://assets.cureus.com/uploads/original_article/pdf/128690/20230114-28262-c36tfw.pdf
RE9B0C3286B8C,not_retrievable,,No OA copy found via Unpaywall.
R30F0552CD829,not_retrievable,,No OA copy found via Unpaywall.
R14569CA54EA8,not_retrievable,,No OA copy found via Unpaywall.
R33A58A02E5F6,not_retrievable,,Failed to download PDF from https://www.tandfonline.com/doi/pdf/10.1080/09640568.2020.1829572?needAccess=true: HTTP Error 403: Forbidden
R512A2C899B40,not_retrievable,,No OA copy found via Unpaywall.
R762D34231B74,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R762D34231B74_ngumbela_2021.pdf,Retrieved OA via https://upjournals.up.ac.za/index.php/strategic_review/article/download/872/3570
RA9E2522BF679,not_retrievable,,No OA copy found via Unpaywall.
R2BEFD559FD67,not_retrievable,,No OA copy found via Unpaywall.
RF0D065E4A163,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/13/24/3519/pdf?version=1639125813: HTTP Error 403: Forbidden
R8DC458CBE065,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R8DC458CBE065_orta_2021.pdf,Retrieved OA via https://bibliotecavirtual.unl.edu.ar/publicaciones/index.php/EstudiosSociales/article/download/10993/15003
R19E5408986F2,not_retrievable,,No OA copy found via Unpaywall.
R8C306200E800,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/13/8/1017/pdf?version=1617941488: HTTP Error 403: Forbidden
R72F429CD88E3,not_retrievable,,No OA copy found via Unpaywall.
RF11333AB8A71,not_retrievable,,No OA copy found via Unpaywall.
R8645861E4624,not_retrievable,,No OA copy found via Unpaywall.
R32F384B5253F,not_retrievable,,No OA copy found via Unpaywall.
RCE880579857E,not_retrievable,,Failed to download PDF from https://www.mdpi.com/2073-4441/13/24/3548/pdf?version=1639449349: HTTP Error 403: Forbidden
R8C898DA2D09A,not_retrievable,,No OA copy found via Unpaywall.
RBFA4A3198454,not_retrievable,,No OA copy found via Unpaywall.
R39F373A26594,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R39F373A26594_campos-silva_2021.pdf,Retrieved OA via OpenAlex extra thorough check
RA6A6B0425E70,not_retrievable,,No OA copy found via Unpaywall.
R3920BD78FA1F,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R3920BD78FA1F_ojeda_2020.pdf,Retrieved OA via https://revistas.unal.edu.co/index.php/bitacora/article/download/72205/pdf
R7F3951051E8D,not_retrievable,,No OA copy found via Unpaywall.
R035F525B6A10,not_retrievable,,Failed to download PDF from https://www.tandfonline.com/doi/pdf/10.1080/07900627.2019.1616536?needAccess=true: HTTP Error 403: Forbidden
R52B5D1629BB0,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R52B5D1629BB0_coles_2020.pdf,Retrieved OA via OpenAlex extra thorough check
R5DA9DB430D5B,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R5DA9DB430D5B_cetrulo_2020.pdf,Retrieved OA via OpenAlex extra thorough check
R4B7C3AF5CD9C,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R4B7C3AF5CD9C_das_2020.pdf,Retrieved OA via OpenAlex extra thorough check
RF962F5509ECE,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RF962F5509ECE_wijesekera_2020.pdf,Retrieved OA via OpenAlex extra thorough check
R4207BD3D0464,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R4207BD3D0464_datta_2020.pdf,Retrieved OA via OpenAlex extra thorough check
R59116AA8FE3A,not_retrievable,,No OA copy found via Unpaywall.
