record_id,full_text_status,full_text_location,notes
RD7E384E0B388,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\RD7E384E0B388_redfield_2026.pdf,Retrieved OA via https://www.gov.za/sites/default/files/gcis_document/201409/waterstrat0.pdf
RA460D449393A,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RA460D449393A_kpodzro_2026.pdf,Retrieved OA via OpenAlex extra thorough check
RA18CACA8BA7C,not_retrievable,,Failed to download PDF from https://www.sciencedirect.com/science/article/pii/S2212420926003237/pdf: HTTP Error 403: Forbidden
RC8B07ED6AB66,not_retrievable,,No OA copy found via Unpaywall.
RC72A82468618,not_retrievable,,Failed to download PDF from https://www.tandfonline.com/doi/pdf/10.1080/23251042.2026.2666400?needAccess=true: HTTP Error 403: Forbidden
RAD10C62A249B,not_retrievable,,No OA copy found via Unpaywall.
RA68C586C9114,not_retrievable,,No OA copy found via Unpaywall.
R3B7C0690BAAB,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R3B7C0690BAAB_mendes_2026.pdf,Retrieved OA via OpenAlex extra thorough check
R55A85B90608C,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\R55A85B90608C_gärtner_2026.pdf,Retrieved OA via OpenAlex extra thorough check
R068F867FBBD8,not_retrievable,,No OA copy found via Unpaywall.
RA8DB5B9235F0,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\FOLDER 3\RA8DB5B9235F0_petrizal_2026.pdf,Retrieved OA via OpenAlex extra thorough check
R3076E09A98B6,not_retrievable,,No OA copy found via Unpaywall.
RAD0160D7783C,not_retrievable,,No OA copy found via Unpaywall.
R0F0103F9EB42,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R0F0103F9EB42_kanyesigye_2026.pdf,Retrieved OA via https://www.dora.lib4ri.ch/eawag/dload/eawag:36048/PDF2/view
