record_id,full_text_status,full_text_location,notes
RF7AB8DA9173B,not_retrievable,,No OA copy found via Unpaywall.
R291F233A049B,not_retrievable,,No OA copy found via Unpaywall.
RFD4276983BC5,not_retrievable,,No OA copy found via Unpaywall.
R3835CD9B6E2E,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R3835CD9B6E2E_kithatu-kiwekete_2013.pdf,Retrieved OA via https://epress.lib.uts.edu.au/journals/index.php/cjlg/article/download/3729/3870
REF72D05FEF84,not_retrievable,,No OA copy found via Unpaywall.
RBFC70108EBEE,not_retrievable,,No OA copy found via Unpaywall.
R7952A5F79DF3,not_retrievable,,No OA copy found via Unpaywall.
R60DBB0A716ED,not_retrievable,,No OA copy found via Unpaywall.
R116235C8172D,not_retrievable,,No OA copy found via Unpaywall.
R89F9B1AF0A80,not_retrievable,,No OA copy found via Unpaywall.
RBFD72E374C53,not_retrievable,,No OA copy found via Unpaywall.
R516D860293B8,not_retrievable,,No OA copy found via Unpaywall.
RE22EA32656E7,not_retrievable,,No OA copy found via Unpaywall.
R6CF919237649,not_retrievable,,No OA copy found via Unpaywall.
R22B644A91DD0,not_retrievable,,No OA copy found via Unpaywall.
RAD2F8C9FB199,not_retrievable,,No OA copy found via Unpaywall.
R7F994C395052,not_retrievable,,No OA copy found via Unpaywall.
RE78B9B796A4A,not_retrievable,,No OA copy found via Unpaywall.
RA38DE71ECC8B,not_retrievable,,No OA copy found via Unpaywall.
R9575AD9F87A8,not_retrievable,,No OA copy found via Unpaywall.
REA41AC743ABE,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\REA41AC743ABE_sátyro_2013.pdf,Retrieved OA via http://www.scielo.cl/pdf/revcipol/v33n3/art01.pdf
R84A709AA9EB9,not_retrievable,,No OA copy found via Unpaywall.
R8B0799F593E8,not_retrievable,,No OA copy found via Unpaywall.
REC36569F2377,not_retrievable,,No OA copy found via Unpaywall.
R3878D84A5E02,not_retrievable,,No OA copy found via Unpaywall.
RD1D67F3E867A,not_retrievable,,No OA copy found via Unpaywall.
R9B16902DBADD,not_retrievable,,No OA copy found via Unpaywall.
R1B172397E8EA,not_retrievable,,No OA copy found via Unpaywall.
R573BED34CC4E,not_retrievable,,No OA copy found via Unpaywall.
R48602DF61744,not_retrievable,,No OA copy found via Unpaywall.
RC1F76F82D241,not_retrievable,,No OA copy found via Unpaywall.
R3832EE69700F,not_retrievable,,No OA copy found via Unpaywall.
R962EAA5E4835,not_retrievable,,No OA copy found via Unpaywall.
RE2FB0B34198C,not_retrievable,,No OA copy found via Unpaywall.
R0E97835651DC,not_retrievable,,No OA copy found via Unpaywall.
R3D464C85B346,not_retrievable,,No OA copy found via Unpaywall.
RAB48BAAD374D,not_retrievable,,No OA copy found via Unpaywall.
RFEBA9E5C7885,not_retrievable,,No OA copy found via Unpaywall.
R2A9751DFEE49,not_retrievable,,No OA copy found via Unpaywall.
R1FB70FD058E3,not_retrievable,,No OA copy found via Unpaywall.
R947DFEA65396,retrieved,c:\Users\DPLaw\.gemini\antigravity\playground\ultraviolet-coronal\mission_results\pdfs\R947DFEA65396_jackson_2012.pdf,Retrieved OA via https://ojs.lib.uwo.ca/index.php/iipj/article/download/7381/6025
R3F7FD1164835,not_retrievable,,No OA copy found via Unpaywall.
R624CF4D3BCB5,not_retrievable,,No OA copy found via Unpaywall.
R88CACDA7D362,not_retrievable,,No OA copy found via Unpaywall.
RB6B9F7E82930,not_retrievable,,No OA copy found via Unpaywall.
R2BA01311F81E,not_retrievable,,No OA copy found via Unpaywall.
R76613235AA62,not_retrievable,,No OA copy found via Unpaywall.
R56F532773560,not_retrievable,,No OA copy found via Unpaywall.
RC7D2F5CA6CBC,not_retrievable,,No OA copy found via Unpaywall.
RE6E898E698B5,not_retrievable,,No OA copy found via Unpaywall.
