"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Jacobs L.; Potter P.B.","Jacobs, Lesley (8925132100); Potter, Pitman B. (35914637400)","8925132100; 35914637400","Selective adaptation and human rights to health in China","2006","Health and Human Rights","9","2","","112","134","13","10.2307/4065404","https://www.scopus.com/pages/publications/33846909320?origin=resultslist","This article advances an alternative paradigm for making judgments about China's compliance with its international obligations in the realm of health and human rights, grounded on the reality that non-local rule regimes are interpreted and applied according to the extent of commonality between the norms underlying these international rule regimes and local cultural norms. This paradigm, ""selective adaptation, "" allows us to determine that China complied with its international obligations in the case of SARS, but not HIV/AIDS. It makes visible how during SARS China eventually complied with the spirit of the international sanitation regulations but the lack of commitment to improving access to health care for persons living with HIV/AIDS reflects a failure by China to guarantee the right to adequate health care. Copyright © 2006 by the President and Fellows of Harvard College.","","China; Health Policy; HIV Infections; Human Rights; Humans; Public Health Administration; Severe Acute Respiratory Syndrome; Asia; China; Eurasia; Far East; compliance; health care; human rights; severe acute respiratory syndrome; article; China; health care policy; human; Human immunodeficiency virus infection; human rights; public health service; severe acute respiratory syndrome","Article","Final","","Scopus","2-s2.0-33846909320"
"Schmidt M.","Schmidt, Matthias (58241330600)","58241330600","Interdependencies and reciprocity of private and common property resources in the Central Karakorum","2004","Erdkunde","58","4","","316","330","15","10.3112/erdkunde.2004.04.03","https://www.scopus.com/pages/publications/11244321693?origin=resultslist","Agricultural and pastoral lands as well as water which can be used for irrigation are essential resources for the combined mountain agriculture which is practiced by the population of the Central Karakorum; due to their limited availability they are managed in a strict manner. The assumption - made in the debate about the ""Tragedy of the Commons"" - that common utilisation of resources necessarily leads to their degradation is challenged. Taking the example of Shigar in Baltistan (Northern Pakistan) current patterns of utilisation for land and water resources, their governing institutions such as water and pasture rights as well as regulations for land tenure and land alienation are presented. It will be shown that autochthonous management strategies and institutions, which are still able to maintain a complex network of irrigation canals, to ensure just access to the resources, to resolve conflicts internally and to apply regulations flexibly, are proving to be very robust and capable of facilitating sustainable resource utilisation.","","Asia; Eastern Hemisphere; Eurasia; Karakoram; Northern Areas; Pakistan; Shigar Valley; South Asia; World; common property resource; land rights; mountain environment; property rights; rural economy; water supply","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-11244321693"
"Asay S.F.","Asay, Stuart F. (6507508810)","6507508810","Water suppliers and plumbers share backflow prevention responsibility","2007","Journal / American Water Works Association","99","7","","64","67+10","0","10.1002/j.1551-8833.2007.tb07980.x","https://www.scopus.com/pages/publications/34547482933?origin=resultslist","A goal of the water supply industry is to provide safe drinking water that meets the minimum standards established by the US Environmental Protection Agency. Utilities have invested millions of dollars in treatment processes to meet these regulations, but their investment can be swiftly negated by something as basic as transient pressure fluctuations, which allow a return flow of a contaminant or pollutant into the distribution system. Utility professionals are typically not aware of plumbing system operation details. Although many schools attempt to teach plumbing basics to backflow prevention administrators, water suppliers are best served by working closely with plumbing inspectors and licensed contractors to attain cross-connection control through plumbing code compliance. A partnership with the plumbing industry, that includes code compliance, is essential when providing safe drinking water. A properly installed and maintained plumbing system is critical to prevent the introduction of contaminants to the public supply.","","Laws and legislation; Plumbing; Pollution control; Potable water; Professional aspects; Standards; Transient pressure fluctuations; Water supply industry; Water supply","Article","Final","","Scopus","2-s2.0-34547482933"
"Bradley B.R.; Braband S.","Bradley, B.R. (17233465600); Braband, S. (9335646900)","17233465600; 9335646900","Advanced onsite treatment and dispersal offers new solution for mobile home parks","2004","Proceedings of the 10th National Symposium on Individual and Small Community Sewage Systems - On-Site Wastewater Treatment X","","","","506","513","0","","https://www.scopus.com/pages/publications/27944432989?origin=resultslist","Like many mobile home parks, the Paradise Cove Trailer Park began as a getaway RV park located in a picturesque location by the sea. As it's popularity grew, the park grew into a large mobile home park, outgrowing its wastewater infrastructure. With only septic tanks and seepage pits, the Owner resorted to frequent pumping, shifting sewage from one cluster of pits to another. Finally the Owner bought a pumper truck to handle the cost of transferring water out of failed seepage pits clusters on a daily basis. At that point, the Regional Water Quality Control Board stepped in with Waste Discharge Requirements and a schedule for repairs. The Owner agreed to upgrade collection, treatment, and disposal to substantially improve the system's performance and reliability. The resulting system will collect wastewater from the 257 mobile homes using a cluster approach. The park flow of 40,000 gpd with peaks of 60,000 gpd will be collected by gravity sewers draining to septic tanks with effluent screens. Multiple tanks will drain to lift stations to pump the water in small-diameter pressure sewers to a centrally-located treatment facility site in a discrete area of the park. Wastewater treated in twenty AX 100 textile filters will achieve an advanced secondary level. Disinfection using a redundant UV-ozonation system will match municipal requirements for disinfection. From a dosing tank, the disinfected effluent is redistributed throughout a 20-acre area and dispersed in subsurface drip fields and seepage pit clusters. Key issues associated with the project were the task of navigating through multiple agencies to obtain a permit; identifying a suitable and reliable disinfection system; specifying automatic controls for a system with a large number of distributed components. One of the Owner's goals was to obtain incidental irrigation from the highly treated effluent, but regulations were seemingly conflicting or absent. This project is one case where a permit for a repair allowed multiple objectives to be met: (1) progress in onsite system technology, (2) incidental irrigation benefits in a water-poor state, and (3) preservation of public health. Incidental irrigation benefits were the vulnerable to prohibition, depending on interpretation where regulations are unclear. Standards for subsurface water recycling are needed to accommodate the agencies' concerns while maintaining the affordability of the system.","Biomechanical treatment; Irrigation; Mobile home park; Ozonation; Packed bed filter; Permitting; Seepage pits; Subsurface drip disposal; UV disinfection","Discharge (fluid mechanics); Disinfection; Dosimeters; Filters (for fluids); Health risks; Parks; Seepage; Septic tanks; Water recycling; Biomechanical treatment; Mobile home parks; Ozonation; Packed bed filters; Permitting; Seepage pits; Subsurface drip disposal; UV disinfection; Wastewater treatment","Conference paper","Final","","Scopus","2-s2.0-27944432989"
"Liu D.; Sansalone J.J.; Cartledge F.K.","Liu, Dingfang (55926055300); Sansalone, John J. (57204999850); Cartledge, Frank K. (7004648742)","55926055300; 57204999850; 7004648742","Adsorption characteristics of oxide coated buoyant media ( ρs<1.0) for storm water treatment. I: Batch equilibria and kinetics","2004","Journal of Environmental Engineering","130","4","","374","382","11","10.1061/(ASCE)0733-9372(2004)130:4(374)","https://www.scopus.com/pages/publications/1942467222?origin=resultslist","Urban rainfall-runoff mobilizes and transports significant loads of metal species. Promulgation of National Pollutant Discharge Elimination System Phase II regulations has spurred development of Unit Operations and Processes (UOPs) Best Management Practices (BMPs) for control of metal species. Recent UOP designs provide both adsorption and filtration using engineered media such as manganese oxide coated polymeric media (MOPM). Divalent metal species adsorption onto a manganese oxide coated polymeric medium was evaluated through batch adsorption experiments using a flowthrough batch reactor. Freundlich isotherms were utilized to fit the experiment data. For the media examined, MOPM, adsorption is pH dependent and results indicate a favorable solute pH range of b>6 for metal species adsorption. The relative adsorption affinity of MOPM for four divalent metal species typically found in storm water is Pb(II) > Cu(II) b> Cd(II) b> Zn(II). Adsorption rates were rapid for this flowthrough batch system with over 50% removal in the first 30 min and over 90% removal within 5 h at a surface loading rate of 500 mL/cm2 min. The pH drift patterns, due to surface complexation, during each experiment, coincided with the metal species removal rate curve. Study results indicated that the inclusion of a thin manganese coating can significantly increase media adsorption capacity. MOPM has a comparable adsorption capacity for the divalent metal species compared to other commercial and research media. © ASCE / APRIL 2004.","Adsorption; Batch processing; Kinetics; Metals; Models; Stormwater treatment","adsorption; batch process; kinetics; stormwater; wastewater treatment; Adsorption; Complexation; Discharge (fluid mechanics); Isotherms; pH effects; Pollution; Rain; Best management practices (BMP); Surface loading rates; Environmental engineering","Article","Final","","Scopus","2-s2.0-1942467222"
"Weyl O.L.F.; Potts W.; Rouhani Q.; Britz P.","Weyl, O.L.F. (55878904600); Potts, W. (8521312400); Rouhani, Q. (6504003828); Britz, P. (7003280654)","55878904600; 8521312400; 6504003828; 7003280654","The need for an inland fisheries policy in South Africa: A case study of the North West Province","2007","Water SA","33","4","","497","504","45","","https://www.scopus.com/pages/publications/34547119282?origin=resultslist","In contrast to many other African countries, inland fisheries in South Africa are poorly developed and the fish populations in many of the country's 3 000 major dams are under-utilised. While the primary purpose South Africa's dams is to supply water for domestic and agricultural use, there has been an increasing realisation that their fish populations could make a contribution to food security through the establishment of capture fisheries. Historically, the fish in most South African dams have primarily been utilised for recreational fishing purposes, as subsistence use was criminalised by the apartheid regime in all waters except in the former homeland areas. This legacy persists as many of South Africa's rural communities do not have a fishing tradition and there is a lack of an institutional framework to facilitate managed and sustainable access to the fish resource in inland waters. Current utilisation of many inland dams is often complicated by the existence of multiple authorities and interest groups, often with competing agendas. As a result, the economic potential of these water bodies is unknown and often grossly underutilised. Our study outlines a case study of fisheries resources in the North West Province of South Africa that could be used for the creation of income and food security for local communities through the development of subsistence, commercial, and recreational fisheries. The study identifies the lack of guidelines for the development of inland fisheries and the lack of an inland fisheries policy, both at the provincial and national level, as major bottlenecks for the sustainable development of these resources and outlines possible focal areas for intervention.","Inland fisheries; Management; Morpho-edaphic index; Policy","Africa; North West Province; South Africa; Southern Africa; Sub-Saharan Africa; Dams; Fisheries; Inland waterways; Public policy; Resource allocation; Water management; Water supply; Dams; Inland waterways; Public policy; Resource allocation; Water management; Water supply; dam; fishery management; fishery policy; food security; guideline; household income; inland fishery; resource development; rural population; subsistence; sustainable development; water supply; Fish populations; Morpho-edaphic index; Rural communities; Fisheries","Article","Final","","Scopus","2-s2.0-34547119282"
"Shipp E.M.; Cooper S.P.; Burau K.D.; Bolin J.N.","Shipp, Eva M. (9745794400); Cooper, Sharon P. (7403305358); Burau, Keith D. (35508266900); Bolin, Jane N. (7003483125)","9745794400; 7403305358; 35508266900; 7003483125","Pesticide safety training and access to field sanitation among migrant farmworker mothers from Starr County, Texas","2005","Journal of Agricultural Safety and Health","11","1","","51","60","37","","https://www.scopus.com/pages/publications/14644417282?origin=resultslist","Very little published research describes employer compliance with EPA-mandated Worker Protection Standard (WPS) pesticide safety training and the OSHA Field Sanitation Standard among farmworker women in general and mothers specifically. A goal of both standards is limiting farmworkers' exposure to potentially hazardous agricultural pesticides. Data from a NIOSH-supported cohort study (""Injury and Illness Surveillance in Migrant Farmworker Families"") allowed for examining these issues. The cohort included 267 migrant farmworker families who usually reside along the Texas-Mexico border (Starr County, Texas). Data were collected in Starr County during in-home interviews. Of 102 mothers who participated in migrant farm work during summer 2001, 57 (55.9%) reported having ever received training/instruction in the safe use of pesticides, while 47 (46.1%) reported having received training within the previous five years, as required by WPS. Of trained mothers, 91.5% to 93.6% reported that their training covered key WPS areas: (1) entry into a recently treated field, (2) pesticide related injuries/illnesses, and (3) where to go and who to contact for emergency care following exposure. Regarding access to field sanitation, 67.5% to 84.2% of 77 mothers who worked outside Texas reported employer-provided decontamination supplies (e.g., soap, wash water, towels, and toilet facilities). However, a strikingly smaller proportion (12% to 28%) of 25 mothers who worked within Texas reported access to the same resources, suggesting discrepancies in compliance across the U.S. Due to the low level of employer compliance with both WPS and OSHA mandated standards, increased enforcement and an alternate delivery of pesticide training is recommended. © 2005 ASAE.","Farm workers; Field sanitation; Hispanics; Migrant workers; Mothers; Pesticide safety training","Accident Prevention; Adult; Agricultural Workers' Diseases; Cohort Studies; Female; Hispanic Americans; Humans; Hygiene; Middle Aged; Mothers; Occupational Exposure; Occupational Health; Pesticides; Prospective Studies; Safety; Texas; Transients and Migrants; Accident prevention; Farms; Laws and legislation; Personnel training; Pesticides; Sanitation; Standards; pesticide; accident prevention; adult; article; chemically induced disorder; cohort analysis; female; Hispanic; human; hygiene; methodology; middle aged; migration; mother; occupational disease; occupational exposure; occupational health; prospective study; safety; statistics; United States; Farm workers; Field sanitation; Hispanics; Migrant workers; Mothers; Pesticide safety training; Agriculture","Article","Final","","Scopus","2-s2.0-14644417282"
"Dinpanah G.; Lashgarara F.","Dinpanah, Gholamreza (25627396500); Lashgarara, Farhad (25628317600)","25627396500; 25628317600","Designing an optimum model for protection and improvement of sustainability of natural resources and environment in Iran","2008","Annals of the New York Academy of Sciences","1140","","","60","67","1","10.1196/annals.1454.029","https://www.scopus.com/pages/publications/54949108180?origin=resultslist","More than 100 million hectares of land in Iran is unsustainable, based on available data. Human activity is the most important reason for the destruction of natural resources and ecological unsustainability. These activities lead to negative consequences, including the destruction of plant coverage (43%), misuse of the ecological potential of water and soil resources (23%), lack of balance between livestock and range (22%), and lack of enforcement of erosion and pollution controls (12%). Achievement of sustainable natural resources and environment is not feasible unless numerous factors that influence these processes are considered. To do this we must seek an optimized model that pays attention to these factors. On the other hand, the components of this model include (1) the culture and values of the community, (2) programs and policies, (3) the research system, (4) the extension system, (5) the farmers' organization, and (6) the indigenous knowledge of the community. The methodology of this article is descriptive-analytical, and its main purpose is designing an optimum model for the protection and improvement of sustainability of the natural resources and the environment in Iran. © 2008 New York Academy of Sciences.","Environment; Natural resources; Optimum model; Sustainability","conference paper; environmental erosion; environmental management; environmental monitoring; environmental protection; environmental sustainability; Iran; livestock; nonhuman; pollution; pollution control; water supply","Conference paper","Final","","Scopus","2-s2.0-54949108180"
"Rothstein E.P.","Rothstein, Eric P. (7006601129)","7006601129","Maturation of the public-private partnership market","2007","American Water Works Association - AWWA Annual Conference and Exposition, ACE 2007","","","","863","870","0","","https://www.scopus.com/pages/publications/84871653220?origin=resultslist","The water supply and sanitation sector's Public-Private Partnership (PPP) market has matured considerably across North America and in fact globally over the last decade Owners contractors and interested stakeholders (including labor organizations, non-governmental organizations, and the general public) are proceeding with PPP arrangements with considerably greater understanding (and acceptance) of the potential benefits and pitfalls that may arise through private sector involvement in water and wastewater infrastructure development and service delivery. These arrangements increasingly contemplate a broader range of services and contract forms tailored to the particular needs of the utilities and communities served. As with any large and rapidly growing market, outcomes are mixed and seemingly defy simple characterizations. However, there seems no question that the PPP market has become institutionalized in the North America and much of the developed world over the last decade or more and will continue to grow for the foreseeable future. At the same time, private sector financial participation in the water and wastewater markets of the developing world declined between 1997 and 2001 and largely failed - with notable exceptions - to extend desperately needed services to the poor, particularly those in rural communities. © 2007 American Water Works Association.","","Developing countries; Exhibitions; Internet protocols; Public policy; Water supply; Developing world; General publics; Growing markets; Labor organizations; Nongovernmental organizations; Potential benefits; Private sectors; Public private partnerships; Rural community; Service delivery; Water and wastewater; Commerce","Conference paper","Final","","Scopus","2-s2.0-84871653220"
"Naghibi-Beidokhti A.; Lence B.J.","Naghibi-Beidokhti, A. (23091409400); Lence, B.J. (7004855922)","23091409400; 7004855922","Management alternatives for river-alluvial groundwater supply systems","2005","World Water Congress 2005: Impacts of Global Climate Change - Proceedings of the 2005 World Water and Environmental Resources Congress","","","","373","","0","10.1061/40792(173)373","https://www.scopus.com/pages/publications/37249081522?origin=resultslist","An integrated approach for evaluating water supply and treatment options for a river-alluvial groundwater supply system is presented. Such systems are important because they are commonly used for drinking water supplies due to their proximity to large populations. However, there is limited understanding of the natural mechanisms that impact water quality and of the options for managing these impacts. The combinatorial problem of selecting water supply sources and treatment options is complicated by this lack of information, the interrelationships between these options, the urgent need for a sound public health decision, and other institutional and historical constraints. A framework is developed for evaluating tradeoffs among alternative combinations of source and treatment in the short-term and for addressing the management of such systems over time. The alternatives will be evaluated with respect to the following objectives: the cost of the various treatment alternatives, as well as pumping and monitoring costs; the risk of contamination due to pathogens and the resulting risks to human health; and the available water yield. The framework decomposes the classical groundwater supply system into three subsystems: the source water, water treatment and water distribution network subsystems, and uses reliability-based optimization models to determine operations in each subsystem considering output from adjacent subsystems as constraints. The uncertainties related to information and mechanisms that drive each subsystem are accounted for in the reliability analyses. This approach is developed considering the water supply conditions for the City of Fredericton, New Brunswick; however, it may be generalized for the many similar hydrologic settings that exist in North America. Copyright ASCE 2005.","","Constraint theory; Optimization; Pathogens; Population dynamics; Potable water; Water supply; Alluvial groundwater; Groundwater supply systems; Public health decision; Groundwater flow","Conference paper","Final","","Scopus","2-s2.0-37249081522"
