"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sirajuddin; Sirajuddin S.; Thaha R.; Razak A.; Ansariadi; Taha R.M.; Junadi P.; Ali P.B.","Sirajuddin (57211803634); Sirajuddin, Saifuddin (57189854000); Thaha, Razak (57382931900); Razak, Amran (57204431150); Ansariadi (57214781054); Taha, Ridwan M. (57545629500); Junadi, Purnawan (57191889620); Ali, Pungkas Bahjuri (57210805778)","57211803634; 57189854000; 57382931900; 57204431150; 57214781054; 57545629500; 57191889620; 57210805778","The evaluation of effect Gammarana intervention to reducing stunting during the Covid-19 pandemic: Protocol evaluation of stunting intervention in Enrekang District","2022","Journal of Public Health Research","11","1","2393","","","1","10.4081/jphr.2021.2393","https://www.scopus.com/pages/publications/85126968790?origin=resultslist","Background: Evaluation of large-scale stunting interventions in Indonesia has never been carried out, because it found limited sensitive and specific interventions that were carried out massively at the village level. The provincial government of South Sulawesi Indonesia in 2020 has implemented a stunting intervention model called Gammarana. The purpose of this evaluation is to analyze the impact of Gammarana on changes in stunting at the project site. Location project as many as 30 villages with an estimated 60,000 units population. Design and methods: Evaluation in this study using a retrospective method and internal and external audit to document potential, then validated after the field visit Gammarana first phase in 2020. Basic Logic Model evaluation model with 22 indicators (input, process, secondary output and primary output). Proving the effect of Gammarana on changes in stunting by comparing the phenomena in the comparison village. Results: The comparison villages were set as equal and comparable in 13 indicators that could disturb the study conclusions. The result of the initial condition is that the conditions of the two villages of Gammarana and Villages Comparison are seen as the same in various characteristics, so that whatever the results of this evaluation study are believed to be the impact of Gammarana Project. Conclusions: this protocol eligible to evaluation of Gammarana Project Intervention in Enrekang District, South Sulawesi Indonesia. Non-comm. © the Author(s), 2021.","evaluation; prevention; stunting","Article; breast feeding; clinical trial; coronavirus disease 2019; diet supplementation; documentation; evaluation study; food security; Gammarana evaluation; government; health care delivery; health care facility; health care organization; human; hygiene; immunization; intervention study; macronutrient intake; malnutrition; micronutrient intake; national health insurance; pandemic; public health; reliability; retrospective study; sanitation; stunting; validity","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85126968790"
"Bentes I.; Silva D.; Vieira C.; Matos C.","Bentes, Isabel (6507618473); Silva, Danilo (57201786274); Vieira, Carlos (57571356900); Matos, Cristina (55938866300)","6507618473; 57201786274; 57571356900; 55938866300","Inflow Quantification in Urban Sewer Networks","2022","Hydrology","9","4","52","","","11","10.3390/hydrology9040052","https://www.scopus.com/pages/publications/85127953705?origin=resultslist","The improper waterflow to wastewater treatment plants (WWTP) due to rainwater inflow, and infiltration is a growing concern due to the many problems it brings to the sector, ranging from infrastructure deterioration to environmental problems caused by untreated wastewater and to the eventual financial costs that these issues cause. The study was carried out at the Folhadela WWTP, Vila Real, Portugal, between May 2014 and May 2015, with the total effluent flows recorded every 2 min at the entrance of the WWTP. Rainfall data from the Vila Real Meteorological Station, corresponding to the same period, were used. The study allowed us to conclude that from the wastewater that flowed to the Folhadela WWTP, in the months of study, only 15% is domestic wastewater, and the remaining 85% were undesirable volumes. Of these, 47% were infiltration flows, and 38% were rainwater flows that are not taken into account when dimensioning networks and WWTPs. These flows also have the particularity of representing very high volumes in short periods of time, coinciding with heavy rains, representing a very high risk for drainage and treatment infrastructures. Regarding the infiltration flow rates, as a general rule, they are taken into account when dimensioning the networks as being a percentage of the total flow. However, it is necessary to take into account the magnitude and the evolution of these values according to the network age and state of conservation, as well as have straight regulations about the undue connections into the network. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","flow monitoring; rainwater; WWTP","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85127953705"
"Khan F.; Haneef M.A.","Khan, Foyasal (57201121223); Haneef, Mohamed Aslam (12239100700)","57201121223; 12239100700","RELIGIOUS RESPONSES TO SUSTAINABLE DEVELOPMENT GOALS: AN ISLAMIC PERSPECTIVE","2022","Journal of Islamic Monetary Economics and Finance","8","2","","161","179","35","10.21098/jimf.v8i2.1453","https://www.scopus.com/pages/publications/85138801591?origin=resultslist","This paper investigates the role of religion in Sustainable Development (SD) and offers an Islamic perspective to Sustainable Development Goals (SDGs). Applying a multidimensional approach to development, this paper presents 17 SDGs into the six dimensions —i.e., Social, Human Capital, Economic, Sustainable Lifestyle, Environmental, and Institutional. From the discusions of the dimensions from Islamic perspective, some key findings are: Islam lays emphasis on human capital development (SDG 3 and 4) which is a key element in accelerating economic Growth (SDG-8). Islam also offers a wide range of social financial tools such as Zakat, waqf that can be used to address SDG 1 (poverty), 2 (hunger), 5 (gender eqaulity), and 10 (reducing inequality). Islamic finance offers a number of tools for long-term financing such as sukuk that can masterfully be used for building sustainable infrastructure (SDG-9) and sustainable cities (SDG-11). This study also reviews some Islamic principles from the Holy Qur’an that can positively promote several SDGs. Wasatiyyah (Moderation) principle can be used for sustainable consumption and production (SDG-12), Khalifah (God’s vicegerent on Earth) for utilizing Water and sanitation (SDG-6) and energy (SDG-7). Maslahah (public interest) for dealing with natural resources; Salam (peace), ‘Adl wa alIhsan (justice and benevolence) for SDG-16 (peace, justice and strong institutions) and Ta‘āwanū ‘alal-Birri (cooperation one another in goodness) for SDG-17 (partnerships for the goals). © 2022 Authors.","Islamic economy; Muslim world; Religion; SDGs; Sustainable development","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85138801591"
"Willetts J.; Priadi C.; Ombasta O.; Wulandari D.; Imtiyaz I.; Sudhiastiningsih N.N.S.N.; Kohlitz J.; Mills F.; Listyasari M.","Willetts, Juliet (22236047100); Priadi, Cindy (36615805800); Ombasta, Osha (57696218400); Wulandari, Dwica (57209767711); Imtiyaz, Inas (57222013766); Sudhiastiningsih, Ni Nyoman Sri Natih (57697159300); Kohlitz, Jeremy (55835059400); Mills, Freya (57200383975); Listyasari, Maraita (57226458629)","22236047100; 36615805800; 57696218400; 57209767711; 57222013766; 57697159300; 55835059400; 57200383975; 57226458629","Co-developing evidence-informed adaptation actions for resilient citywide sanitation: Local government response to climate change in Indonesia","2022","Environment and Planning B: Urban Analytics and City Science","49","8","","2129","2150","22","10.1177/23998083221098740","https://www.scopus.com/pages/publications/85130217841?origin=resultslist","Already climate-related hazards are impacting sanitation systems in Indonesia and elsewhere, and climate models indicate these hazards are likely to increase in frequency and intensity. Without due attention, to maintain existing progress on Sustainable Development Goal 6’s target 6.2 and to increase it to meet ambitions for 2030 will be difficult. City governments need new forms of evidence to respond, as well as approaches to enable them to consider sufficient breadth of strategies to adapt effectively. This paper describes a co-production research process which engaged local governments in four cities in Indonesia experiencing different climate hazards. Local government engagement took place across three stages of (i) inception and design, (ii) participation as key informants and (iii) joint analysis and engagement on the findings. We adapted and simplified a risk prioritisation process based on current literature and employed a novel framework of a ‘climate resilient sanitation system’ to prompt articulation of current and proposed climate change adaptation response actions. In contrast to many current framings of climate resilience in sanitation that focus narrowly on technical responses, the results paint a rich picture of efforts needed by city governments across all domains, including planning, institutions, financing, infrastructure and management options, user awareness, water cycle management and monitoring and evaluation. Local government commitment and improved comprehension on the implications of climate change for sanitation service delivery were key outcomes arising from the co-production process. With strengthened policy and capacity building initiatives from national level, this foundation can be supported, and Indonesian city governments will be equipped to move forward with adaptation actions that protect on-going access to sanitation services, public health and the environment. © The Author(s) 2022.","Climate change adaptation; co-production; governance; sanitation","Indonesia; capacity building; climate change; local government; prioritization; sanitation; urban planning; water management","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85130217841"
"Mutono N.; Wright J.; Mutembei H.; Thumbi S.M.","Mutono, Nyamai (57221483990); Wright, Jim (55276508600); Mutembei, Henry (8571192100); Thumbi, S.M. (26436244600)","57221483990; 55276508600; 8571192100; 26436244600","Spatio-temporal patterns of domestic water distribution, consumption and sufficiency: Neighbourhood inequalities in Nairobi, Kenya","2022","Habitat International","119","","102476","","","28","10.1016/j.habitatint.2021.102476","https://www.scopus.com/pages/publications/85119368621?origin=resultslist","Whilst there are longstanding and well-established inequalities in safe-drinking water-access between urban and rural areas, there remain few studies of changing intra-urban inequalities over time. In this study, we determined the spatio-temporal patterns of domestic piped water distribution in Nairobi, Kenya between 1985 and 2018, and the implications of socio-economic and neighbourhood inequalities in water sufficiency. Using data from the Nairobi water and sewerage utility company for the period 2008–2018, we examined the sufficiency of monthly domestic water consumption per capita for 2380 itineraries (areas with an average population of 700) in relation to a residential neighbourhood classification, population and neighbourhood age and also examined water rationing patterns by neighbourhood type. Water sufficiency differed by residential areas, age of neighbourhood and population per itinerary. Compared to residents of low-income areas, those in high- and middle-income areas were six and four times more likely to receive the recommended 1500 L per capita per month respectively. Newer neighbourhoods and less densely populated areas were more likely to receive higher volumes of water. Non-revenue water loss accounted for 29% (average 3.5 billion litres per month) of water distributed across Nairobi, and was more than two times the amount of water needed for all residents to access the recommended monthly per capita water consumption. The observed spatial inequality in distribution, and access to piped water associated with socio-economic status and neighbourhood age highlights the need for deliberate planning and governance to improve water distribution to match the speed of growth of low/middle- and low-income residential areas and enhance equity. © 2021 The Authors","Sustainable development; Urban water consumption; Water distribution; Water inequality; Water sufficiency","Kenya; Nairobi [Kenya]; neighborhood; spatiotemporal analysis; sustainable development; water supply; water use","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85119368621"
"Martinez-Hernandez E.; Sadhukhan J.; Aburto J.; Amezcua-Allieri M.A.; Morse S.; Murphy R.","Martinez-Hernandez, Elias (55263194900); Sadhukhan, Jhuma (22986518800); Aburto, Jorge (6701883693); Amezcua-Allieri, Myriam A. (8384323900); Morse, Stephen (15035458500); Murphy, Richard (35556604100)","55263194900; 22986518800; 6701883693; 8384323900; 15035458500; 35556604100","Modelling to analyse the process and sustainability performance of forestry-based bioenergy systems","2022","Clean Technologies and Environmental Policy","24","6","","1709","1725","46","10.1007/s10098-022-02278-1","https://www.scopus.com/pages/publications/85124818265?origin=resultslist","Abstract: This study develops a novel mathematical modelling framework for biomass combined heat and power systems (CHP) that links biomass and process characteristics to sustainability assessment of the life cycle. A total of twenty-nine indicators for the process (four-indicators), economic (five-indicators), environmental (eight-indicators) and social global (five-indicators) and local (seven-indicators) aspects have been analysed for sustainability. These are technological: biomass throughput, electricity and steam generations and CHP efficiency; economic: internal rate of return, capital, operating and feedstock costs and cost of production; environmental: global warming, fossil, land and water use, acidification, urban smog, eutrophication and ecotoxicity potentials; social (global): labour rights and decent work, health & safety, human rights, governance and community infrastructure; social (local): total forest land, direct/indirect jobs, gender equality and energy-water-sanitation access for communities, from biomass characteristics (carbon and hydrogen contents), energy demands and economic parameters. This paper applies the developed methodology to a case study in Mexico. From 12.47 kt/year forestry residue, 1 MWe is generated with an associated low-pressure steam generation of 50 kt/year, at the cost of production of $0.023/kWh. This makes the energy provision “affordable and clean” for marginalised/poor communities (the UN Sustainable Development Goals, SDG7). Bioenergy can curb > 90% of the greenhouse gas emissions and primary energy use, 6 kt CO2 eq and 74 TJ annually. Bioenergy reduces other environmental impacts considerably, water consumption, acidification and eutrophication by 87–53%, and urban smog and ecotoxicity by 29–18%. Bioenergy can improve all five social themes in the Central American cluster countries. In addition to the SDG7, the forestry-based bioenergy system can also achieve the SDG6: ""clean water and sanitation for all"". Graphical abstract: [Figure not available: see fulltext.]. © 2022, The Author(s).","Community social deprivation analysis; Life cycle assessment (LCA); Social life cycle assessment (SLCA); Techno-economic analysis; Waste-to-energy; Water-energy nexus","Air pollution; Biomass; Costs; Earnings; Economic analysis; Forestry; Gas emissions; Gasification; Global warming; Greenhouse gases; Supply chains; Sustainable development; Bio-energy; Bio-energy systems; Community social deprivation analyse; Life cycle assessment; Social life; Social life cycle assessment; Techno-Economic analysis; Waste to energy; Water energy; Water-energy nexus; Life cycle","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85124818265"
"Chumo I.; Kabaria C.; Muindi K.; Elsey H.; Phillips-Howard P.A.; Mberu B.","Chumo, Ivy (57215293346); Kabaria, Caroline (25653969300); Muindi, Kanyiva (36632795200); Elsey, Helen (55637959000); Phillips-Howard, Penelope A (7005396053); Mberu, Blessing (14031638400)","57215293346; 25653969300; 36632795200; 55637959000; 7005396053; 14031638400","Informal social accountability mechanisms for water sanitation and hygiene (WASH) in childcare centres in Nairobi City County's informal settlements","2022","Urban Governance","2","2","","259","269","11","10.1016/j.ugj.2022.07.001","https://www.scopus.com/pages/publications/85140070303?origin=resultslist","Social accountability for water, sanitation and hygiene (WASH) services is a critical component to realising child rights to WASH services by the urban poor, more so in childcare centres. Despite the existence of discrete social accountability mechanisms (SAMs) in informal settlements, informal SAMs rarely form part of strategic approaches to addressing social accountability challenges in access to WASH services in childcare centres. The main objective of the study was to explore informal social accountability mechanisms for WASH in childcare centres in Korogocho and Viwandani informal settlements in Nairobi City County, Kenya. This qualitative study was an ethnography, where we administered governance diaries to 24 participants (parents and childcare managers) for 4 months. Data generated were analysed using a framework analysis derived from a principal-stewardship framework. Parents and centre managers, who are key actors for WASH services in childcare centres in informal settlements, relied on using informal SAMs. We identified three SAMs; (i) discretionary behaviours (rewards and sanctions, interpretation of rules and guidelines and peer mentorship); (ii) norms and values; and (iii) facilitative behaviours. The SAMs were interrelated and operated in synergy for access to WASH service by children in childcare centres. The SAMs for WASH used by parents and childcare owners in childcare centres encountered the following challenges; unrealistic expectations, negligence, conflicting expectations, conflicting agenda and administrative cultures, and tensions over performance standards and monitoring. Identified strategies for strengthening the SAMs included consistency in adhering to rules and guidelines for WASH service provision, and collaboration with strong WASH actors. Data from this study suggest it is valuable to examine and understand SAMs as this then offers clear pathways to mitigate problems and enact change in the WASH service delivery for improved global agenda of SDG 4 and SDG 6. Further, there is potential for joint advocacy for improved WASH services throughout the informal settlement. While SAMs are often conceptualised as a formal process or an intervention, this study shows that existing daily informal SAMs play an important role in promoting or maintaining WASH service delivery. Therefore, WASH stakeholders need to revisit, co-develop and evaluate informal SAMs for WASH service delivery. © 2022","Childcare centres; Children; Hygiene; Sanitation; Social-accountability; Urban governance; Water","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85140070303"
"Paredes-Beltran B.; Sordo-Ward A.; Bianucci P.; Dolores Bejarano M.; Garrote L.","Paredes-Beltran, Bolivar (57221591588); Sordo-Ward, Alvaro (55194654300); Bianucci, Paola (55002768300); Dolores Bejarano, María (24069735000); Garrote, Luis (6602559450)","57221591588; 55194654300; 55002768300; 24069735000; 6602559450","MODELLING OF WATER RESOURCES SYSTEMS UNDER CLIMATE SCENARIOS IN SPAIN","2022","Proceedings of the IAHR World Congress","","","","2930","2939","0","10.3850/IAHR-39WC2521716X2022431","https://www.scopus.com/pages/publications/85177652283?origin=resultslist","Ensuring adequate water supply to meet social needs while maintaining good ecosystem status is becoming increasingly difficult. This task is particularly challenging in areas characterized by water scarcity and with unfavorable projections due to change climate, as is the case of Spain. The main objective of this study is to generate knowledge that contributes to further discussion and implementation of climate-change adaptation policies in water management. To achieve this, we considered conceptual, methodological, and operational innovations. First, we collected and processed geographic, hydrological, and socioeconomic data for Spain. Second, we estimated the future availability of water in the region (medium and long term) and quantified its uncertainty. We conducted a numerical experiment using the WAAPA model (Water Availability and Adaptation Policy Assessment) by combining hydroclimatic scenarios and management alternatives. The calculation was carried out in dam locations, confluences of the main rivers and basin outlets. The periods analyzed were control (1940-2019), short (2020-2059) and long-term (2060-2099). Third, we evaluated the performance of water resources systems under the range of scenarios by comparing water availability to water needs. The comparison provides decision makers with information to optimize water allocation in conditions of water scarcity when a large number of demands fail to meet the reliability criteria. Our results showed a great sensitivity of the regulation capacity of the dams to the interannual variability of the runoff, which constitutes a challenge for the future management of the water resources in the different hydraulic systems. © 2022 IAHR.","Adaptation policies; Climate change; Reservoirs; WAAPA; Water availability; Water management; Water resources","","Conference paper","Final","","Scopus","2-s2.0-85177652283"
"Barbour L.; Lindberg R.; Woods J.; Charlton K.; Brimblecombe J.","Barbour, Liza (56406182000); Lindberg, Rebecca (56581442600); Woods, Julie (22959179500); Charlton, Karen (35584841400); Brimblecombe, Julie (12796190600)","56406182000; 56581442600; 22959179500; 35584841400; 12796190600","Local urban government policies to facilitate healthy and environmentally sustainable diet-related practices: A scoping review","2022","Public Health Nutrition","25","2","","471","487","40","10.1017/S1368980021004432","https://www.scopus.com/pages/publications/85118600242?origin=resultslist","Objective: This scoping review sought to describe the policy actions that urban local governments globally have implemented to facilitate healthy and environmentally sustainable diet-related practices. Setting: Urban local government authorities. Design: Five databases were searched to identify publications which cited policies being implemented by local governments within the 199 signatory cities of the Milan Urban Food Policy Pact (MUFPP) that targeted at least one healthy and sustainable diet-related practice. Grey literature was then searched to retrieve associated policy documentation. Data from both sources were charted against the MUFPP's monitoring framework to analyse the policy actions included in each overarching policy. Results: From 2624 screened peer-reviewed studies, 27 met inclusion criteria and cited 36 relevant policies amongst signatory cities to the MUFPP. Most were from high income countries (n 29; 81 %), considered health (n 31; 86 %), equity (n 29; 81 %) and the broader food system beyond dietary consumption (n 34; 94 %). Of the 66 policy actions described, the most common involved food procurement within public facilities (n 16; 44 %) and establishing guidelines for school-feeding programs (n 12; 33 %). Conclusions: This review has demonstrated that urban local government authorities are implementing policies that consider multiple phases of the food supply chain to facilitate population-wide uptake of healthy and sustainable diet-related practices. Opportunities exist for local governments to leverage the dual benefits to human and planetary health of policy actions, such as those which discourage the overconsumption of food including less meat consumption and the regulation of ultra-processed foods.  © The Author(s), 2021. Published by Cambridge University Press on behalf of The Nutrition Society.","Ecological nutrition; Food systems; Planetary health; Public health; Public policy","Diet; Food; Food Supply; Humans; Local Government; Nutrition Policy; catering service; city; clinical article; documentation; feeding behavior; government; grey literature; health care policy; high income country; human; meat consumption; nutrition; practice guideline; public health; review; sanitation; ultra-processed food; diet; food; nutrition policy","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85118600242"
"Yu X.-T.; Guo Y.-X.; Xu Y.-P.","Yu, Xin-Ting (57278095200); Guo, Yu-Xue (57191418520); Xu, Yue-Ping (23111648500)","57278095200; 57191418520; 23111648500","Research on the Multi-objective Optimal Allocation of Complex Water Engineering Groups Considering Continental Water Diversion in Island Area; [考 虑 大 陆 引 水 的 海 岛 地 区复 杂 水 工 程 群 多 目 标 优 化 配 置 研 究]","2022","China Rural Water and Hydropower","","2","","190","198","0","","https://www.scopus.com/pages/publications/105006633151?origin=resultslist","Considering the necessity of continental water diversion in island areas and the complexity of water supply process through water engineering groups, this paper proposes a method of optimal allocation of water resources suitable for island areas. Based on the optimal allocation concept of“zoning and grading”, this paper analyzes the hydraulic connection under the complex system of the island area and carries out the system generalization to complete the“zoning”, and then combined with the characteristics of the water plant to complete the“grading”. According to the multiple water sources and multiple users, this paper develops a multi-objective optimal allocation model with maximizing water supply guarantee rate, minimizing water supply cost and minimizing water plant residual storage capacity as objective functions and then uses the multi-attribute decision making method which combines subjective and objective weights to deal with the Pareto solution sets helping to get solutions scientifically by taking the water resource allocation of Zhoushan island as an example. Results show that the multi-objective optimal allocation model of complex water engineering group in island area based on the concept of“zoning and grading”can improve the water utilization efficiency of the island and reduce the water supply cost by 4.5 million yuan per year. The optimized model can dynamically adjust the island water and mainland water supply ratio under different water inflow conditions. Multi-attribute decision-making can assist decision-makers to optimize the scheme under different scenarios, provide a scientific basis for the optimal allocation of water resources in island areas, and improve the comprehensive benefits of society and economy. © 2022 Editorial Office Of China Rural Water And Hydropower. All rights reserved.","multi-attribute decision-making; multi-objective; optimal allocation; typical level year; water diversion project","","Article","Final","","Scopus","2-s2.0-105006633151"
