"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Beker B.A.; Kansal M.L.","Beker, Bahar Adem (57223424565); Kansal, Mitthan Lal (6602727475)","57223424565; 6602727475","Complexities of the urban drinking water systems in Ethiopia and possible interventions for sustainability","2024","Environment, Development and Sustainability","26","2","","4629","4659","41","10.1007/s10668-022-02901-7","https://www.scopus.com/pages/publications/85145711312?origin=resultslist","Rapid urbanization in developing countries has imposed threats and challenges to basic urban infrastructures like drinking water, transportation, and energy systems. The existing urban drinking water systems (UDWS) are highly stressed and unsustainable, particularly under changing hydroclimatic conditions, population growth, changing socioeconomic conditions, government decisions, and various policies. This study focuses on the complexities of UDWS in Sub-Saharan African countries, especially in Ethiopia. The objective of this study is to investigate the issues and challenges of urban drinking water systems (UDWS) in Ethiopia, specifically, to assess the gap between water supply and demand, water loss/non-revenue water, environmental, technical, institutional, and governance, etc. and propose sustainable interventions to deal with such issues so as to improve. For this purpose, a mix of methods involving primary data (including key informant interviews, field observations, and field measured data) and secondary data (including published articles, books, various reports, and design documents), as well as various computer-aided applications (mainly, ArcGIS and WaterGEMS) are used to collect data. The issues are deliberated through the UDWSs of Addis Ababa, Adama, Mekelle, and Dire Dawa cities in Ethiopia. Complexities like water shortage, high and low pressure in the water distribution network (WDN), non-revenue water (NRW)/water loss, source pollution, ineffective policies and governance, and weak institutions are the main challenges to Ethiopian cities' water utilities. Further, the case study noticed that in Addis Ababa alone, potable water is only accessible to 66% of the city population. A significant water supply deficit was observed in Mekelle city, where only half of the city population has access to potable water from the system. Additionally, in Addis Ababa, Adama, Mekelle, and Dire Dawa, above 35% of the freshwater produced is either NRW, unaccounted for, or lost, which is significantly higher than the upper 25% limit suggested by the World Bank. Therefore, it is recommended to adopt certain sustainable interventions, such as integrated water resource management, installing appurtenances like pressure-reducing valves, check valves in the WDN, controlling and monitoring of WDN through supervisory control and data acquisition and Internet of Things, effective and long-term planning and policy, etc. It is felt that the study will help the decision-makers and the operators of the UDWS utilities to run the water supply schemes in a sustainable manner. © The Author(s), under exclusive licence to Springer Nature B.V. 2023.","Ethiopian urban drinking water system; Integrated water management; Sub-Saharan Africa; Sustainable water supply; Urban water distribution network","Adama; Addis Ababa; Dire Dawa; Ethiopia; Mekelle; complexity; drinking water; integrated approach; sustainability; urban area; urbanization; water management; water resource; water supply","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85145711312"
"Pienaah C.K.A.; Yoshida Y.; Saaka S.A.; Ategeeng F.N.; Luginaah I.","Pienaah, Cornelius K. A. (58668129600); Yoshida, Yoko (59281314000); Saaka, Sulemana Ansumah (58168375000); Ategeeng, Frank Nyongnaah (57207254299); Luginaah, Isaac (6602484659)","58668129600; 59281314000; 58168375000; 57207254299; 6602484659","Determinants of diarrhea prevalence among children under 5 years in semi-arid Ghana","2024","Journal of Water Sanitation and Hygiene for Development","14","7","","583","594","3","10.2166/washdev.2024.092","https://www.scopus.com/pages/publications/85201606969?origin=resultslist","Despite the Sustainable Development Goal (SDG6) of achieving universal access to clean water and sanitation by 2030, many developing countries still face water, sanitation, and hygiene (WASH)-related health issues such as child mortality caused by diarrhea. This study inves-tigated the factors contributing to diarrhea prevalence in rural children, utilizing a cross-sectional survey (n ¼ 517) of smallholder household representatives from a Risk, Attitudes, Norms, Abilities, and Self-Regulation (RANAS) perspective. Using binary logistic regression, the study found that a high prevalence of diarrhea among children was associated with unsafe/open disposal of child feces, living in the poorest house-holds, poor self-rated health, and residing in the Wa East district. Conversely, children from the Brifo ethnicity and those from larger households were less likely to have a high prevalence of diarrhea. These findings underscore the influence of behavioral, socio-cultural, and socioeconomic factors on the prevalence of diarrhea in rural areas. To achieve SDG6, child-friendly sanitation infrastructure, behavior change communication strategies, and incentivizing WASH infrastructure in Ghana and other regions in Sub-Saharan Africa facing similar conditions are recommended. © 2024 The Authors.","child feces disposal; diarrhea disease; Ghana; RANAS model; WASH","Ghana; Attitude regulation; Child feces disposal; Diarrhea disease; Ghana; Regulation models; Risk attitude; Risk regulation; Risk, attitude, norm, ability, and self-regulation model; Self regulation; Water sanitation; Water, sanitation, and hygiene; child health; child mortality; developing world; diarrheal disease; disease prevalence; feces; hygiene; modeling; sanitation; semiarid region; waste disposal; water supply","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85201606969"
"Adewunmi Y.; Simbanegavi P.; Weaich M.","Adewunmi, Yewande (37009722300); Simbanegavi, Prisca (57218534564); Weaich, Malcolm (59133356800)","37009722300; 57218534564; 59133356800","A Conceptual Framework for Managing Public Services Delivered by Environmental Enterprises in Informal Settlements","2024","Informal Economy and Sustainable Development Goals: Ideas, Interventions and Challenges","","","","3","27","2","10.1108/978-1-83753-980-220241001","https://www.scopus.com/pages/publications/85208313282?origin=resultslist","Informal settlements are frequently located in hazardous areas with a high risk of natural disasters. Upgrading informal settlements can be difficult due to the time and expense needed to complete the process. This chapter advocates using a management framework of public services in informal settlements. In doing so, it addresses 17 of the 17 UN sustainable development goals (SDGs). The study reviewed the literature to investigate current ways of managing environmental enterprises in informal settlements in South Africa. Thereafter, the challenges of managing public services were explored, and a conceptual framework for managing public services by social enterprises in such communities was developed. The chapter found that environmental enterprises are classified as ‘green spaces’ and infrastructure, water and sanitation services, energy systems, and recycling initiatives. Essential aspects of sustainable community-based facilities management (SCbFM) for managing public services are maintenance, governance, community project management, environment service delivery, service performance, governance, community project management, environment service delivery, service performance, well-being and health and safety, disaster management, and finance. Some of the problems of managing public services in informal settlements include the limited skills of managers, the focus of government on new projects rather than managing existing projects, not choosing the right indicators to measure service performance, and limited guidelines for the health and safety of managers and disaster management. Thus, a new conceptual framework was needed and developed based on the principles of social capital and capability for managing services in informal settlements in South Africa. © 2024 A. Vinodan, S. Mahalakshmi, and S. Rameshkumar.","Community-based facilities management; environmental enterprises; informal settlements; public services; South Africa; sustainable development goals","","Book chapter","Final","","Scopus","2-s2.0-85208313282"
"Gan N.; Lin Y.; Zhang Y.; Qiu Y.; Yu J.; She Q.; Ooya T.; Lin Q.; Matsuyama H.","Gan, Ning (57936920800); Lin, Yuqing (56609454600); Zhang, Yiren (57220170234); Qiu, Yulong (57222868030); Yu, Jianguo (8342065400); She, Qianhong (34868602200); Ooya, Tooru (7007047940); Lin, Qian (35327612300); Matsuyama, Hideto (57201543303)","57936920800; 56609454600; 57220170234; 57222868030; 8342065400; 34868602200; 7007047940; 35327612300; 57201543303","Ion-selective supramolecular membrane with pH-regulated smart nanochannels for lithium extraction","2024","Journal of Membrane Science","708","","123035","","","24","10.1016/j.memsci.2024.123035","https://www.scopus.com/pages/publications/85197581558?origin=resultslist","Tunable gating ion-conducting membranes with high water permeability and precise ion selectivity remain urgently demanded in smart nanofiltration for efficient lithium extraction. Herein, inspired by the filtration function of protein channels, we report a smart and high-performance supramolecular membrane constructed via coordination between quaternary ammonium ligands (m-phenylenediamine/polyethyleneimine) and metal ion center (Cu2+). The pore architecture of the supramolecular membrane is dynamic and can be switched by applying pH stimulus, where coordinated interchain expands when exposed to acidic operating conditions and induces concomitantly reinforced electrostatic exclusion due to enhanced local charge density. The tunable gating regularity enables operando modulation of precise ionic separation in situ. The resulting membrane exhibits significantly enhanced water permeance (19.8 L m−2 h−1·bar−1) and simultaneously promoted Li+/Mg2+ selectivity (RMg2+ = 96.4 %), surpassing typical trade-off between permeability and selectivity at pH 3 condition. This study demonstrates the amazing capability of environmental-responsive regulation of membrane pore-channel structure, and provides inspiration for engineering advanced supramolecular membranes for lithium extraction and beyond. © 2024 Elsevier B.V.","Lithium separation; Nanofiltration; pH-responsive gating regularity; Smart nanochannel; Supramolecular membrane","Environmental Regulations; Extraction; Lithium; Membranes; Phenylenediamine; Pores; Selectivity; Water Permeability; Economic and social effects; Environmental regulations; Extraction; Lithium; Metal ions; Microfiltration; Supramolecular chemistry; Water filtration; 1,3 phenylenediamine; cuprous ion; lithium; magnesium; nanochannel; polyethyleneimine; quaternary ammonium derivative; High water; Ion-conducting membranes; Lithium extraction; Lithium separation; Nano channels; PH-responsive; Ph-responsive gating regularity; Smart nanochannel; Supramolecular membrane; Tunables; Article; conductance; controlled study; filtration; human; membrane; molecular weight; pH; physical chemistry; positron annihilation lifetime spectroscopy; quartz crystal microbalance; scanning electron microscopy; water absorption; water permeability; water supply; water transport; X ray photoemission spectroscopy; Nanofiltration","Article","Final","","Scopus","2-s2.0-85197581558"
"Attah-Otu B.; Sengupta A.; McAleavy T.","Attah-Otu, Bernard (59274414100); Sengupta, Angan (55569440700); McAleavy, Tony (57208554425)","59274414100; 55569440700; 57208554425","There and back again: dynamics of temporary labor migration, insights from rural India","2024","Frontiers in Sociology","9","","1422602","","","6","10.3389/fsoc.2024.1422602","https://www.scopus.com/pages/publications/85201563913?origin=resultslist","Temporary labor migration is a household phenomenon among rural communities in India. This study seeks to understand the subjective experiences influencing the temporariness of labor migration among internal migrants in India by examining various factors such as migration conditions, motivation, migration arrangements, coping and adaptation strategies, and determinants of stay. To achieve this objective, the current qualitative study utilized 14 in-depth interviews and 2 focus group discussions to investigate the temporary nature of labor migration among internal migrants in India. Our findings reveal that migration decisions are rational choices made collectively at the household level, considering socio-economic outcomes. We also find that social networks and contractors facilitate migration arrangements and job connections, and migrants employ various strategies to reduce costs and cope with expenses in urban areas. However, migration destinations often fail to meet migrants’ expectations, exposing them to low-wage employment and precarious working and living conditions, which are detrimental to their health. Limited housing and sanitation facilities further contribute to the challenges faced by migrants. Work conditions, including poor wages and high job demands, also affect their well-being. These findings highlight the need for improved support systems that address accommodation challenges, work conditions, and the overall welfare of labor migrants. Copyright © 2024 Attah-Otu, Sengupta and McAleavy.","destination conditions; India; internal migration; migration arrangement; precarity; temporary labor migration; tribal household","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85201563913"
"Zhou L.; Tian Y.; Wang D.; Hu Y.; Li Y.; Cai B.","Zhou, Ling (55710690400); Tian, Yongxin (59426088600); Wang, Dongyi (58843995500); Hu, Yinying (57226678875); Li, Yunjie (57222102439); Cai, Binhao (59426368200)","55710690400; 59426088600; 58843995500; 57226678875; 57222102439; 59426368200","WATER HAMMER MODEL FOR ELASTIC PIPELINES CONSIDERING UNCERTAINTY FACTORS AND EXPERIMENTAL VALIDATION; [考虑不确定性因素的弹性管道水锤模型及实验验证]","2024","Lixue Xuebao/Chinese Journal of Theoretical and Applied Mechanics","56","11","","3178","3187","5","10.6052/0459-1879-24-177","https://www.scopus.com/pages/publications/85210298220?origin=resultslist","In pressurized water transmission pipelines such as long-distance water diversion and urban water supply systems, operational events such as system start-up, shutdown, and transitions can induce water hammer effects, leading to pipeline structure damage and even pipe bursts. Therefore, accurate and efficient hydraulic transient calculation is crucial for system hydraulic safety and intelligent regulation and control. However, the existing hydraulic calculations are mainly based on the traditional elastic water hammer theories, which tend to overlook and underestimate uncertainties related to energy dissipation and pressure attenuation. In addressing the issue of water hammer in elastic pipelines and aiming to enhance the precision and reliability of computations, this study considers uncertainties that are difficult to express in actual pipelines, including the axial movement of the fluid, the anchoring constraints of the pipeline, and the inertial effects of the fluid. Two water hammer models tailored for elastic pipelines are proposed: a coupling model integrating the generalized Kelvin-Voigt model with from the Zielke unsteady friction model, and a water hammer model based on the generalized Kelvin-Voigt model. Both methods allow for parameterization of creep functions through time-domain full waveform inversion methods. In order to substantiate the accuracy of the models discussed in this paper, an experimental setup was meticulously assembled to simulate the water hammer phenomenon. The results show that the coupled model can effectively improve the accuracy of transient simulation of water hammer in elastic pipelines, but its efficiency is relatively low. In contrast, the generalized Kelvin-Voigt model significantly increases the computational efficiency of both the simulation and the inversion of creep functions, while still maintaining high accuracy. Through error analysis, it can be concluded that the derived creep functions are applicable to other experimental conditions within the same pipeline system. Therefore, this study provides a precise and efficient computational approach for water hammer analysis. © 2024 Chinese Society of Theoretical and Applied Mechanics. All rights reserved.","transient flow; uncertainty; unsteady friction; viscoelasticity","Convergence of numerical methods; Electric losses; Hammers; Unsteady flow; Water pipelines; Water piping systems; Creep functions; Elastic pipelines; Experimental validations; Generalized Kelvin-Voigt model; Transient flow; Uncertainty; Uncertainty factors; Unsteady friction; Water-hammer; Water-hammer model; Water hammer","Article","Final","","Scopus","2-s2.0-85210298220"
"García García M.J.","García García, María Jesús (57212408919)","57212408919","Economic services of general interest and citizenship: Guarantees of citizens as users of essential services; [Servicios económicos de interés general y ciudadanía: Garantías de los ciudadanos como usuarios de servicios esenciales]","2024","Revista de Estudios Regionales","","129","","329","377","0","","https://www.scopus.com/pages/publications/85197589166?origin=resultslist","The term Economic Services of General Interest includes sectors such as telecommunications, banking, postal services, water supplies, gas, electricity, transport and any other economic activities that are declared of general interest by the states. Activities classified as Economic Services of General Interest have a double dimension. On the one hand, they are economic services, that is, they have a monetary component, which is contained in a provision in exchange for a price, or what is the same, the service is provided in exchange for an economic remuneration. This means that they are liberalized activities, that is, that they must be opened to free competition, so that any economic operator can enter the market and make use of his right to the freedom to provide services, without any restrictions or limitations other than those imposed by competition law. On the other hand, they are of general interest, which means that they satisfy basic and essential needs of the community. They help people to lead a dignified life and ensure that everyone can access essential goods and services. As we will see, they guarantee justice, cohesion and social integration and help to ensure that all citizens of the Union are treated equally. They constitute a key aspect for the promotion of economic, social and territorial cohesion and are determinants for economic growth based on sustainable development. Therefore, European Law establishes a series of guarantees for their provision. In this way, these activities carry a label that makes them special because of their essential and basic character for the community. Therefore, its provision must be ensured, but not only its provision, but its provision according to a series of parameters such as universality, quality, regularity and price, which must be affordable for everyone. As these activities respond to basic and essential needs of the community, the supply and access to these services must be guaranteed to citizens. According to Spanish Law, access to these benefits was guaranteed through the public service formula, so that the responsibility for their provision was entrusted to the Administration. However, European Union legislation imposes the liberalization of some of these activities, so that they are open to the free market and competition. In this framework, the provision of services operates according to the criterion of economic and commercial profitability and puts an end to state monopolies, giving rise to the figure of consumers and users of services, endowed with specific rights and instruments of protection. However, these are activities that continue to be of general interest, so their provision must be guaranteed to citizens in terms of quality, regularity, universality and affordable price. In this context, the European Union has sought to reconcile the economic liberalization of these activities, with the underlying public interest and the interests and rights of the users of these essential services. To this end, European Union standards have developed techniques and instruments aimed at meeting these requirements and guaranteeing citizens access to basic services and protection of their rights and legitimate interests, issues that are the subject of analysis in this article. The link between services of general interest and the need to protect the rights of consumers of these services is highlighted in Article 1 of Protocol No. 26 on services of general interest. When people resort to essential services, they become users of those services. Very often, this entails a contractual relationship that requires the signing of a contract for the provision of services that individualizes the citizen and places them within the scope of application of consumer legislation. Consumers are at the heart of the single market as key players for economic growth. From this perspective, they are subject to and protected by consumer legislation, which is strongly influenced by European Union regulations. Consumer protection is, since the Treaty of Rome, a main area on which the European Union has an important regulatory acquis. However, the defense of consumers and users was not initially articulated as a list of rights, but their protection was articulated through competition law, because, it was understood, the defense of competition is the defense of the consumer. The regulation to deal with market failures and unfair behaviors has the effect of improving real competition and avoiding asymmetries contrary to the interests of the consumer and, therefore, to the efficiency of the markets. However, for years, the European Union has been promoting consumer rights from a point of view independent of competition law. In this sense, it is worth mentioning the Directive 2019/2161 of the European Parliament and of the Council of November 27, 2019 amending Council Directive 93/13/EEC and Directives 98/6/EC, 2005/29/EC and 2011/83/ EU of the European Parliament and of the Council, as far as it concerns the improvement of the implementation and the modernisation of the Union’s consumer protection rules. All these directives, and some others that regulate consumer rights, aim at the harmonization of consumer rules in order to provide legal certainty to users, as a necessary requirement for the functioning of the internal market, the consolidation of which is certainly subject to the behavior of its consumers. In regard to the legal protection of consumers, both in national systems and in European Law, it is not enough to recognize rights in favor of consumers, but it is essential to establish appropriate channels so that they can assert the recognized rights in case they are violated. The qualified character that is recognized to the users of basic services is also appreciated in the articulated system of conflict resolution. As these are essential services, it is necessary that disputes and controversies are resolved with a certain speed, without the need to resort to the slow, expensive and unpredictable judicial route. That is why the rules provide for alternative dispute resolution mechanisms in these areas and the possibility of contacting the Administration to claim those rights that are considered to have been injured by the service provider. As these are basic and essential services that must be provided regularly, the resolution of conflicts must be articulated through quick and simple procedures, which avoid, as far as possible, the judicialization of disputes. And this is so for several reasons. Firstly, because recourse to the courts of justice would greatly delay the resolution of the dispute and would lead to the saturation of the judicial bodies, and secondly because of the scarce economic entity that in most cases these disputes present, which makes the judicial system inadequate in most cases. Therefore, consumer protection is always important because of its repercussions on the economic and the single market, but it is especially important in the field of preferred sectors, because they are basic services: transport, electronic communications and energy, where the lack of protection for users can lead to their greatest vulnerability by not being able to minimize the price and maximize utility, with the consequent risk of social exclusion. © 2024 Asociacion Universidades Publicas de Andalucia. All rights reserved.","Consumers; Economic services of general interest; European citizenship; European Union; Public service","","Article","Final","","Scopus","2-s2.0-85197589166"
"Federigi I.; Salvadori R.; Lauretani G.; Leone A.; Lippi S.; Marvulli F.; Pagani A.; Verani M.; Carducci A.","Federigi, Ileana (55993121900); Salvadori, Roberto (57386987800); Lauretani, Giulia (57959368300); Leone, Anna (59141972400); Lippi, Simone (58938842800); Marvulli, Francesca (57200370799); Pagani, Alessandra (57852223100); Verani, Marco (56334874300); Carducci, Annalaura (8424046300)","55993121900; 57386987800; 57959368300; 59141972400; 58938842800; 57200370799; 57852223100; 56334874300; 8424046300","Wastewater Treatment Plants Performance for Reuse: Evaluation of Bacterial and Viral Risks","2024","Water (Switzerland)","16","10","1399","","","10","10.3390/w16101399","https://www.scopus.com/pages/publications/85194036048?origin=resultslist","Reusing reclaimed water is of paramount importance to achieve the 2030 Agenda for Sustainable Development Goals 6 and 13. In Europe, a recent Regulation set minimum requirements for water reuse in agriculture. However, some challenges remain considering microbial risks and their prevention. In this study, two urban wastewater treatment plants (WWTPs) were investigated from the perspective of reuse. A five-year investigation was performed on routine monitoring parameters collected under different weather conditions (wet/dry) and treatments (chlorination/non-chlorination) in inlet and outlet samples. Moreover, a three-month investigation focused on microbial parameters, including indicators, index pathogens (Human Adenovirus—HAdV, Salmonella spp.), and other viral pathogens (norovirus, enterovirus, and SARS-CoV-2). The long-term study revealed the compliance of both WWTPs for chemical parameters (organic substances and solids) in more than 90% of samples, whereas for Escherichia coli, the compliance ranged from 96.1% with chlorination under dry weather to 16.7% without chlorination in wet days. E. coli was positively associated with chemical oxygen demand (COD), which could be a promising and online measurable proxy of E. coli. The study on microbial performance demonstrated sound reliability in detecting E. coli as a suitable surrogate for Salmonella in chlorinated effluents, but neither bacterial nor viral indicators are able to represent HAdV. Although chlorination was able to remove most of the pathogens considered, the compliance with microbial indicators seems insufficient to represent viral water safety. © 2024 by the authors.","enteric virus; Human Adenovirus; index pathogen; microbial indicators; microbial risk; reclaimed water; reclamation facility; Regulation 741/2020; sewage; wastewater reuse","Europe; Chemical oxygen demand; Chlorination; Disinfection; Effluents; Escherichia coli; Pathogens; Salmonella; Sewage pumping plants; Viruses; Wastewater reclamation; Water conservation; Water treatment plants; E. coli; Enteric virus; Human adenovirus; Index pathogen; Microbial indicators; Microbial risk; Re-claimed water; Reclamation facility; Regulation 741/2020; Wastewater reuse; bacterium; bioindicator; chemical oxygen demand; compliance; index method; performance assessment; recycling; regulatory approach; risk assessment; sewage treatment; virus; wastewater treatment plant; Wastewater treatment","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85194036048"
"Sundaram V.","Sundaram, Vijay (55509672700)","55509672700","Master Planning WRRFs for Direct Potable Reuse Implementation","2024","Proceedings - WEFTEC 2024: 97th Annual Technical Exhibition and Conference","","","","947","952","0","10.2175/193864718825159693","https://www.scopus.com/pages/publications/105002127020?origin=resultslist","With the adaptation of direct potable reuse (DPR) regulations in Colorado, California, and other states, DPR is becoming an attractive option for incorporating circular economy, resiliency, water sustainability and the One Water approaches. Advancements in municipal wastewater treatment technologies started with removal of organics and nutrients (nitrogen and phosphorus) to meet the stringent discharge limitations. As regulations for potable reuse get implemented, water resource recovery facilities (WRRFs) generating DPR source water are becoming a key focus for enhancing DPR reliability and cost effectiveness of the project. Wastewater operators are introduced to newer topics such as Cryptosporidium parvum (Crypto) and Giardia lamblia (Giardia) inactivation, removal of bulk organics and contaminants of emerging concern (CECs) such as hormones, and pharmaceuticals, and management of disinfection byproducts (DBPs) and their formation potential. © 2024 Water Environment Federation.","Direct Potable Reuse; DPR; Log Reduction; One Water; Pathogens","Disinfection; Remediation; Wastewater reclamation; Direct potable reuse; Log reductions; Master planning; One water; Organics; Potable reuse; Resource recovery; Waters resources; Wastewater treatment","Conference paper","Final","","Scopus","2-s2.0-105002127020"
"Gadsden G.I.; Ferraro K.M.; Harris N.C.","Gadsden, Gabriel I (57217389798); Ferraro, Kristy M (57224118396); Harris, Nyeema C (57208841847)","57217389798; 57224118396; 57208841847","Energy efficient homes for rodent control across cityscapes","2024","Environmental Research Letters","19","8","084027","","","1","10.1088/1748-9326/ad5ab5","https://www.scopus.com/pages/publications/85199180502?origin=resultslist","Cities spend millions of dollars on rodent mitigation to reduce public health risks. Despite these efforts, infestations remain high and distressing. Rodents thrive in the built environment in part due to reduced natural predators and their exploitation of garbage. Though sanitation and greenspace are important factors in rodent mitigation, more complex governance and actions are needed. Urban rodents are dynamic and commensal in nature, so understanding the influence of prolific urban features, like building attributes, warrants scrutiny and additionally intersects mitigation strategies with stakeholders at a localized level. Here, we model how residential structures’ efficiency influences urban rodent populations. To do so, we created an agent-based model using characteristics of urban brown rats and their natural predator, red foxes, based on three distinct neighborhoods in Philadelphia, Pennsylvania. We varied whether retrofitting occurred and its duration as well as the percent of initial energy-efficient homes in each neighborhood. We found that initial housing conditions, retrofitting, and the duration of retrofitting all significantly reduced final rodent populations. However, retrofitting was most effective in reducing rodent populations in neighborhoods with extensive park access and low commercial activity. Additionally, across neighborhoods, single large efficiency initiatives showed greater potential for rodent reduction. Lastly, we show that the costs of large-scale retrofitting schemes are comparable to ten-year public health spending, demonstrating that retrofitting may have the potential to offset near-term costs. Our results showcase how system-view investments in integrated pest management can lead to sustained rodent pest mitigation and advance sustainable development goals, infrastructure innovation (Goal #9), reduced inequalities (Goal #10), and sustainable cities and communities (Goal #11). © 2024 The Author(s). Published by IOP Publishing Ltd.","coupled human and natural systems; housing; Philadelphia; predator-prey; public health; Rattus; urban","Pennsylvania; Philadelphia; United States; Autonomous agents; Computational methods; Economics; Energy efficiency; Investments; Mammals; Public health; Retrofitting; Sustainable development; Built environment; Coupled human and natural systems; Energy efficient homes; Green spaces; Neighbourhood; Philadelphia; Predator-Prey; Public health risks; Ratti; Urban; anthropogenic effect; integrated pest management; predator-prey interaction; public health; rodent; spatiotemporal analysis; sustainable development; Sustainable Development Goal; Housing","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85199180502"
