"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Bastin L.; Gorelick N.; Saura S.; Bertzky B.; Dubois G.; Fortin M.-J.; Pekel J.-F.","Bastin, Lucy (6701465378); Gorelick, Noel (57189368502); Saura, Santiago (55923428800); Bertzky, Bastian (8274413300); Dubois, Grégoire (7102026932); Fortin, Marie-Josée (35568173200); Pekel, Jean-Francois (23989548300)","6701465378; 57189368502; 55923428800; 8274413300; 7102026932; 35568173200; 23989548300","Inland surface waters in protected areas globally: Current coverage and 30-year trends","2019","PLoS ONE","14","1","e0210496","","","50","10.1371/journal.pone.0210496","https://www.scopus.com/pages/publications/85060149130?origin=resultslist","Inland waters are unique ecosystems offering services and habitat resources upon which many species depend. Despite the importance of, and threats to, inland water, global assessments of protected area (PA) coverage and trends have focused on land habitats or have assessed land and inland waters together. We here provide the first assessment of the level of protection of inland open surface waters and their trends (1984–2015) within PAs for all countries, using a globally consistent, high-resolution (30 m) and validated dataset on permanent and seasonal surface waters based on Landsat images. Globally, 15% of inland surface waters are covered by PAs with mapped boundaries. Estimated inland water protection increases to 16.4% if PAs with reported area but delineated only as points are included as circular buffers. These coverage estimates slightly exceed the comparable figure for land but fall below the 17% goal of the Convention on Biological Diversity’s Aichi Target 11 for 2020. Protection levels are very uneven across countries, half of which do not yet meet the 17% target. The lowest coverage of surface water by PAs (<5%) was found in Africa and in parts of Asia. There was a global trend of permanent water losses and seasonal water gains within PAs, concomitant with an increase of both water types outside PAs. In 38% of countries, PAs lost over 5% of permanent water. Global protection targets for inland waters may well be met by 2020, but much stronger efforts are required to ensure their effective conservation, which will depend not only on sound PA governance and management but also on the sustainable use of water resources outside PAs. Given the pressures on water in a rapidly changing world, integrated management planning of water resources involving multiple sectors and entire basins is therefore necessary. © 2019 Bastin et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","","Animals; Biodiversity; Conservation of Natural Resources; Ecosystem; Forestry; Geography; Humans; Trees; Water Resources; Water Supply; surface water; Africa; Article; Asia; environmental planning; environmental protection; evaporation; seasonal variation; trend study; water conservation; water supply; animal; biodiversity; classification; ecosystem; environmental protection; forestry; geography; growth, development and aging; human; procedures; tree; water supply","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85060149130"
"Beck A.","Beck, Andrea (57193541480)","57193541480","Water operator partnerships: Peer learning and the politics of solidarity in water and sanitation service provision","2019","Wiley Interdisciplinary Reviews: Water","6","1","e1324","","","14","10.1002/WAT2.1324","https://www.scopus.com/pages/publications/85076501923?origin=resultslist","The limitations of public–private partnerships as a way to finance and manage water and sanitation systems in developing countries have become increasingly evident since the 2000s. In response, scholars have begun to inquire about “alternatives to privatization,” with a focus on strengthening social equity and universality in access to essential services. Among the alternatives discussed are so-called Water Operator Partnerships (WOPs), which have been promoted globally since 2006 with support from the United Nations. Today, more than 200 such peer-learning partnerships have been formed between water and sanitation operators around the world. Yet, academic research on WOPs is still in its infancy. This article reviews the existing literature on WOPs, addressing their origins and their global evolution, along with key controversies surrounding private-sector involvement. Relying on self-reported WOPs data from a global online database, it further illustrates the North–South distribution and the different spatial scales of peer partnerships to date. What emerges from the analysis is that WOPs have become a pro-liferating, yet insufficiently understood, partnership modality in the water sector. In identifying entry points for future research, the article suggests that the comparative study of WOPs can shed new light on transnational partnerships, South–South cooperation, and the politics of solidarity in water and sanitation service provision. This article is categorized under: Engineering Water >Sustainable Engineering of Water Human Water > Water Governance Human Water > Rights to Water © 2018 Wiley Periodicals, Inc.","capacity development; global partnerships; South-South cooperation; water supply and sanitation","","Article","Final","","Scopus","2-s2.0-85076501923"
"Tiruneh G.T.; Getu Y.N.; Abdukie M.A.; Eba G.G.; Keyes E.; Bailey P.E.","Tiruneh, Gizachew Tadele (6506850390); Getu, Yayeh Negash (57209830263); Abdukie, Mahbub Ali (57209579737); Eba, Geremew Gonfa (57200575682); Keyes, Emily (47661215800); Bailey, Patricia E. (7202672736)","6506850390; 57209830263; 57209579737; 57200575682; 47661215800; 7202672736","Distribution of maternity waiting homes and their correlation with perinatal mortality and direct obstetric complication rates in Ethiopia","2019","BMC Pregnancy and Childbirth","19","1","214","","","44","10.1186/s12884-019-2356-x","https://www.scopus.com/pages/publications/85068141936?origin=resultslist","Background: Ethiopia has been expanding maternity waiting homes to bridge geographical gaps between health facilities and communities in order to improve access to skilled care. In 2015, the Ministry of Health revised its national guidelines to standardize the rapid expansion of waiting homes. Little has been done to document their distribution, service availability and readiness. This paper addresses these gaps as well as their association with perinatal mortality and obstetric complication rates. Methods: We utilized data from the 2016 national Emergency Obstetric and Newborn Care assessment, a census of 3804 public and private health facilities. Data were collected between May and December 2016 through interviews with health care workers, record reviews, and observation of infrastructure. Descriptive statistics describe the distribution and characteristics of waiting homes and linear regression models examined the correlation between independent variables and institutional perinatal and peripartum outcomes. Results: Nationally, about half of facilities had a waiting home. More than two-thirds of facilities in Amhara and half of the facilities in SNNP and Oromia had a home while the region of Gambella had none. Highly urbanized regions had few homes. Conditions were better among homes at hospitals than at health centers. Finished floors, electricity, water, toilets, and beds with mattresses were available at three (or more) out of four hospital homes. Waiting homes in pastoralist regions were often at a disadvantage. Health facilities with waiting homes had similar or lower rates of perinatal death and direct obstetric complication rates than facilities without a home. The perinatal mortality was 47% lower in hospitals with a home than those without. Similarly, the direct obstetric complication rate was 49% lower at hospitals with a home compared to hospitals without. Conclusions: The findings should inform regional maternal and newborn improvement strategies, indicating gaps in the distribution and conditions, especially in the pastoralist regions. The impact of waiting homes on maternal and perinatal outcomes appear promising and as homes continue to expand, so should efforts to regularly monitor, refine and document their impact. © 2019 The Author(s).","Emergency obstetric and newborn care; Ethiopia; Maternity waiting homes; Obstetric complications; Perinatal death; Stillbirth","Developing Countries; Ethiopia; Facility Design and Construction; Female; Health Facilities; Health Services Accessibility; Humans; Infant, Newborn; Maternal Health Services; Obstetric Labor Complications; Perinatal Mortality; Pregnancy; Toilet Facilities; Article; building; controlled study; correlation analysis; electricity; Ethiopia; female; health care availability; health care delivery; health center; hospital; human; maternity waiting home; mortality rate; patient care; perinatal death; perinatal mortality; pregnancy complication; residential home; rural area; sanitation; urban area; water supply; construction work and architectural phenomena; developing country; health care facility; labor complication; maternal health service; newborn; pregnancy","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85068141936"
"Creed I.F.; Jones J.A.; Archer E.; Claassen M.; Ellison D.; McNulty S.G.; van Noordwijk M.; Vira B.; Wei X.; Bishop K.; Blanco J.A.; Gush M.; Gyawali D.; Jobbágy E.; Lara A.; Little C.; Martin-Ortega J.; Mukherji A.; Murdiyarso D.; Pol P.O.; Sullivan C.A.; Xu J.","Creed, Irena F. (6602187075); Jones, Julia A. (57213224413); Archer, Emma (7006628215); Claassen, Marius (7003586194); Ellison, David (14008516600); McNulty, Steven G. (7005497884); van Noordwijk, Meine (7003897764); Vira, Bhaskar (6505901586); Wei, Xiaohua (56861309200); Bishop, Kevin (55505978200); Blanco, Juan A. (57205225866); Gush, Mark (6505463168); Gyawali, Dipak (15746297500); Jobbágy, Esteban (6701852277); Lara, Antonio (7006634082); Little, Christian (23493009900); Martin-Ortega, Julia (26648830100); Mukherji, Aditi (8373206900); Murdiyarso, Daniel (6602561743); Pol, Paola Ovando (39764305300); Sullivan, Caroline A. (56493276000); Xu, Jianchu (55801955700)","6602187075; 57213224413; 7006628215; 7003586194; 14008516600; 7005497884; 7003897764; 6505901586; 56861309200; 55505978200; 57205225866; 6505463168; 15746297500; 6701852277; 7006634082; 23493009900; 26648830100; 8373206900; 6602561743; 39764305300; 56493276000; 55801955700","Managing Forests for Both Downstream and Downwind Water","2019","Frontiers in Forests and Global Change","2","","64","","","52","10.3389/ffgc.2019.00064","https://www.scopus.com/pages/publications/85081734694?origin=resultslist","Forests and trees are key to solving water availability problems in the face of climate change and to achieving the United Nations Sustainable Development Goals. A recent global assessment of forest and water science posed the question: How do forests matter for water? Here we synthesize science from that assessment, which shows that forests and water are an integrated system. We assert that forests, from the tops of their canopies to the base of the soils in which trees are rooted, must be considered a key component in the complex temporal and spatial dimensions of the hydrologic cycle. While it is clear that forests influence both downstream and downwind water availability, their actual impact depends on where they are located and their processes affected by natural and anthropogenic conditions. A holistic approach is needed to manage the connections between forests, water and people in the face of current governance systems that often ignore these connections. We need policy interventions that will lead to forestation strategies that decrease the dangerous rate of loss in forest cover and that—where appropriate—increase the gain in forest cover. We need collective interventions that will integrate transboundary forest and water management to ensure sustainability of water supplies at local, national and continental scales. The United Nations should continue to show leadership by providing forums in which interventions can be discussed, negotiated and monitored, and national governments must collaborate to sustainably manage forests to ensure secure water supplies and equitable and sustainable outcomes. © Copyright © 2019 Creed, Jones, Archer, Claassen, Ellison, McNulty, van Noordwijk, Vira, Wei, Bishop, Blanco, Gush, Gyawali, Jobbágy, Lara, Little, Martin-Ortega, Mukherji, Murdiyarso, Pol, Sullivan and Xu.","adaptation; climate change; forest; hydrologic cycle; mitigation; policy; sustainability; water","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85081734694"
"Mahmud M.A.F.; Abdul Mutalip M.H.; Lodz N.A.; Muhammad E.N.; Yoep N.; Hashim M.H.; Paiwai F.; Rajarethinam J.; Aik J.; Muhammad N.A.","Mahmud, Mohd Amierul Fikri (57205525632); Abdul Mutalip, Mohd Hatta (56384493800); Lodz, Noor Aliza (57205181787); Muhammad, Eida Nurhadzira (57205528193); Yoep, Norzawati (57205525708); Hashim, Mohd Hazrin (57205530265); Paiwai, Faizah (57208803853); Rajarethinam, Jayanthi (57189852592); Aik, Joel (57200939405); Muhammad, Nor Asiah (57208803591)","57205525632; 56384493800; 57205181787; 57205528193; 57205525708; 57205530265; 57208803853; 57189852592; 57200939405; 57208803591","Environmental management for dengue control: A systematic review protocol","2019","BMJ Open","9","5","e026101","","","17","10.1136/bmjopen-2018-026101","https://www.scopus.com/pages/publications/85065846094?origin=resultslist","Introduction Dengue is among the most important mosquito-borne diseases, with more than half of the world's population at risk of infection in dengue endemic countries. Environmental management, which includes any activities that involve environmental modification, environmental manipulation and changes to human behaviour have been used to mitigate the risk of dengue transmission. In this protocol, we will integrate the data from various sources to assess the overall effect of environmental management on the incidence of dengue and other entomological indices. Methods and analyses We will conduct a systematic review of intervention that assess the effect of environmental management on the incidence of dengue and/or entomological indices. We will include any studies that include intervention through environmental management for dengue control, involving environmental modification, environmental manipulation and changes to human behaviour. A comprehensive search will be performed in electronic databases PUBMED, CENTRAL, SCOPUS, Web of Science and relevant research websites such as PROPSERO, WHO ICTRP and ClinicalTrials.gov to identify studies that meet our inclusion criteria. A systematic approach to searching, screening, reviewing and data extraction will be applied based on Preferred Reporting Items for Systematic reviews and Meta-Analysis. Titles, abstract, keywords for eligibility will be examined independently by researchers. The quality of the included studies will be assessed using quality assessment tool for studies with diverse design and Cochrane risk of bias tool. The characteristics of the selected articles will be described based on the study design, types of intervention and outcomes of the study in various countries. These include the types of environmental management intervention methods and the effectiveness of the intervention in reducing dengue cases or incidence and impact on entomological indices. Ethics and dissemination We will register this systematic review with the National Medical Research Register, Ministry of Health Malaysia. This protocol also had been registered with the PROSPERO. No ethical approval is necessary, as there will be no collection of primary data. The results will be disseminated though a peer-reviewed publication and conference presentation. Trial registration number CRD42018092189. © Author(s) (or their employer(s)) 2018.","dengue control; environmental management; systematic review","Dengue; Global Health; Humans; Mosquito Control; Research Design; Systematic Reviews as Topic; Waste Management; Water Supply; adverse outcome; behavior change; biological pest control; cost effectiveness analysis; dengue; dengue hemorrhagic fever; dengue shock syndrome; disease control; environmental management; environmental policy; health behavior; health care policy; human; incidence; Review; systematic review; dengue; global health; methodology; mosquito control; procedures; waste management; water supply","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85065846094"
"Ching L.; Yishu Z.; Rajoo N.F.; Tan S.R.","Ching, Leong (35602671500); Yishu, Zhou (57217938896); Rajoo, Nisha Francine (57214090536); Tan, Sarah Ruiqi (57214091814)","35602671500; 57217938896; 57214090536; 57214091814","Constructing a fabula of resilience: A lived experience approach","2019","Water Policy","21","","","101","119","3","10.2166/wp.2019.083","https://www.scopus.com/pages/publications/85078107871?origin=resultslist","Recent research in the studies of socio-ecology has raised an intriguing side effect associated with coping strategies and perceptions of environmental risk – where a perceived ability to cope with the effects of climate change and ecological degradation leads to an over-estimation of self-reliance and resilience. Known as the ‘paradox of resilience’, little has been understood about how or when such over-estimations occur. This paper sheds light on such phenomena by constructing a fabula (or narrative structure) of the paradox by investigating the case of extreme water shortage and the coping strategies of residents in the Kathmandu Valley, Nepal. Despite the long delay in providing public access to water, and the high cost this imposes on the public, members of the public have grown accustomed to the unreliable water supply, and willingly accept the high and coping costs of finding alternative sources of water. Using the lived experiences method, the paper reveals a link between self-perceptions of resilience, the incremental nature of the problem, a perceived ability to pay coping costs, and a lack of confidence in government capacity. © IWA Publishing 2019","Coping; Emotions; Resilience; Water governance","","Article","Final","","Scopus","2-s2.0-85078107871"
"Pearson M.; Chandler C.","Pearson, Maddy (57209856660); Chandler, Clare (14049918700)","57209856660; 14049918700","Knowing antmicrobial resistance in practice: a multi-country qualitative study with human and animal healthcare professionals","2019","Global Health Action","12","1","1599560","","","121","10.1080/16549716.2019.1599560","https://www.scopus.com/pages/publications/85068903364?origin=resultslist","Background: Antimicrobial resistance (AMR) is a growing global problem. Raising awareness is central to global and national action plans to address AMR in human and livestock sectors. Evidence on the best ways to reduce antibiotic use, and the impact of awareness raising activities is mixed. This paucity of evidence is acute in Low-Middle-Income Country (LMIC) settings, where healthcare professionals who prescribe and dispense antimicrobial medicines are often assumed to have limited awareness of AMR and limited knowledge of the optimum use of antimicrobials. Objectives: This research aimed to explore AMR awareness among human and animal healthcare professionals and the contextual issues influencing the relationship between awareness and practices of antimicrobial prescribing and dispensing across different LMIC settings. Methods: Qualitative interviews and field observations were undertaken in seven study sites in Ethiopia, India, Nigeria, the Philippines, Sierra Leone and Vietnam. Data included transcripts from interviews with 244 purposively sampled healthcare professionals, analysed for cross-cutting themes. Results: AMR awareness was high among human and animal healthcare professionals. This awareness of AMR did not translate into reduced prescribing and dispensing; rather, it linked to the ready use of next-line antibiotics. Contextual factors that influenced prescribing and dispensing included antibiotic accessibility and affordability; lack of local antibiotic sensitivity information; concerns over hygiene and sanitation; and interaction with medical representatives. Conclusions: The high awareness of AMR in our study populations did not translate into reduced antibiotic prescribing. Contextual factors such as improved infrastructure, information and regulation seem essential for reducing reliance on antibiotics. © 2019, © 2019 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","antibiotic dispensing; antibiotic prescribing; Antibiotic Resistance; antimicrobial resistance; healthcare professionals; Public health","Animals; Anti-Bacterial Agents; Attitude of Health Personnel; Awareness; Drug Resistance, Bacterial; Ethiopia; Health Knowledge, Attitudes, Practice; Health Personnel; Humans; India; Interviews as Topic; Livestock; Nigeria; Philippines; Poverty; Qualitative Research; Sierra Leone; Surveys and Questionnaires; Veterinarians; Vietnam; antiinfective agent; animal; antibiotic resistance; attitude to health; awareness; clinical trial; Ethiopia; health care personnel; health personnel attitude; human; India; interview; livestock; multicenter study; Nigeria; Philippines; poverty; psychology; qualitative research; questionnaire; Sierra Leone; veterinarian; Viet Nam","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85068903364"
"Lawry L.L.; Barhobagayana J.; Faye O.","Lawry, Lynn Liebermann (19337299300); Barhobagayana, Janvier (58507035600); Faye, Ousmane (57224793455)","19337299300; 58507035600; 57224793455","Using a modified champion community approach for improving maternal, newborn, and child health outcomes in remote and insecure health zones in the Democratic Republic of Congo 2012-2017: a case study","2019","Journal of Global Health Reports","3","","e2019068","","","4","10.29392/joghr.3.e2019068","https://www.scopus.com/pages/publications/85158090282?origin=resultslist","Background Factors in Democratic Republic of Congo (DRC) that lead to excess mortality and poor maternal, newborn and child health (MNCH) include poor nutrition, lack of adequate services for antenatal (ANC) and postnatal care (PNC), poor immunization coverage for women and children, elevated rated of malaria and low treatment rates, inadequate water, sanitation and hygiene, and increased rates of gender based violence. Objective To analyze the impact of a modified Champion Community Approach (CCA) implemented in DRC on MNCH indicators. Methods Implemented in four provinces and 34 health zones in DRC, this modified CCA utilized a bottom up and inclusive approach and eliminated competition and the top down approach first used in Madagascar in the 1990s. Action plans and accountability were built into the approach with steering and executive committees for mentorship and guidance with the inclusion of all community structures into the approach. A unique modification to the approach included income generation and development of the champion community into a non-governmental organization (NGO). Utilizing District Health Information System (DHIS2), MNCH indicators were analyzed to assess differences between health areas with a Champion Community compared with health areas with no Champion Community. Results Between 2012 and 2017, 73 Champion Communities were developed. Among health areas with Champion Communities compared with health areas with no champion community, there were statistically significant increases in health area indicator rates in antenatal care (48%), early and exclusive breastfeeding (77%), family planning (55%), assisted birth (50%) and decreased moderate malnutrition rates (44%). Conclusion The modified CCA implemented in DRC was an innovative community mobilization approach that fostered and institutionalized community leadership. Income generation and NGO status were unique and transformative steps that led to independence, autonomy and sustainability of the approach and were associated with improved MNCH indicators through behavior change. © 2019, International Society of Global Health. All rights reserved.","global health","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158090282"
"Burt Z.; Sklar R.; Murray A.","Burt, Zachary (55115800000); Sklar, Rachel (56594717800); Murray, Ashley (27667820400)","55115800000; 56594717800; 27667820400","Costs and willingness to pay for pit latrine emptying services in Kigali, Rwanda","2019","International Journal of Environmental Research and Public Health","16","23","4738","","","27","10.3390/ijerph16234738","https://www.scopus.com/pages/publications/85075692246?origin=resultslist","Kigali, Rwanda lacks a centralized sewer system, which leaves residents to choose between on-site options; the majority of residents in informal settlements use pit latrines as their primary form of sanitation. When their pits fill, the pits are either sealed, or emptied; emptying is often done by hand and then dumped in the environment, putting the residents and the broader population at risk of infectious disease outbreaks. In this paper, we used revealed and stated preference models to: (1) estimate the demand curve for improved emptying services; and, (2) evaluate household preferences and the willingness to pay (WTP) for different attributes of improved emptying services. We also quantify the costs of improved service delivery at different scales of production. The study included 1167 households from Kigali, Rwanda across 30 geographic clusters. Our results show that, at a price of US$79 per pit, 15% of all the pits would be emptied by improved emptying services, roughly the current rate of manual emptying. Grouping empties by neighborhood and ensuring that each truck services an average of four households per day could reduce the production costs to US$44 per empty, ensuring full cost coverage at that price. At a lower price of US$24, we estimate that the sealing of pits might be fully eliminated, with full coverage of improved emptying services for all pits; this would require a relatively small subsidy of US$20 per empty. Our results show that households had strong preferences for fecal sludge (FS) treatment, formalized services (which include worker protections), and distant disposal. The results from the study indicate a few key policies and operational strategies that can be used for maximizing the inclusion of low-income households in safely managed sanitation services, while also incorporating household preferences and participation. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Cost of service; Fecal sludge management; Formalization; FSM; Informal settlements; On-site sanitation; Pit latrines; Sanitation; Willingness to pay","Consumer Behavior; Contract Services; Family Characteristics; Feces; Humans; Models, Economic; Residence Characteristics; Rwanda; Sanitation; Toilet Facilities; Kigali; Rwanda; cost-benefit analysis; informal settlement; sanitation; service sector; sewer network; waste management; willingness to pay; Article; attitude to health; cost benefit analysis; cost control; environmental management; health care planning; health care policy; household; human; informal sector; lowest income group; neighborhood; pit latrine emptying service; quantitative analysis; Rwanda; sanitation; sludge treatment; social participation; waste disposal; waste picker; Willingness To Pay; consumer attitude; demography; economic model; economics; family size; feces; financial management; procedures; sanitation","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85075692246"
"Lele S.; Madhyastha K.; Sulagna S.; Dhavamani R.; Srinivasan V.","Lele, Sharachchandra (7102090580); Madhyastha, Karthik (57512653000); Sulagna, Swati (54403927000); Dhavamani, R. (57201289557); Srinivasan, Veena (57195436488)","7102090580; 57512653000; 54403927000; 57201289557; 57195436488","Match, don’t mix: implications of institutional and technical service modalities for water governance outcomes in south Indian small towns","2019","Water Services in Small Towns: Experiences from the Global South","","","","12","35","0","10.2166/wp.2018.002","https://www.scopus.com/pages/publications/85210645953?origin=resultslist","This paper seeks to contribute to the limited literature on water governance in small towns in India. For assessing water governance, we propose a broad framework encompassing adequacy and affordability, equity, sustainability and responsiveness. Analytically, the concept of ‘service modality’ is expanded to include not only institutional arrangements but also water resource deployment, and placed within a framework that includes multiple contextual variables as well. We use this framework to carry out an inductive analysis by comparing water service delivery and governance in four small towns across two states (Karnataka and Tamil Nadu) in southern India. Apart from differences in size, the towns differ in the institutional arrangements – from fully municipal management to a combination to complete para-statal management – and in the deployment of water resources – only ground water to a mixed supply of ground and surface water (dual sourcing). Data were gathered using a combination of household surveys, metering, records, and interviews. Dual sourcing resulted in adequate supply and optimization vis-à-vis end uses. Inter-household inequity is driven by socio-economic differences amongst households, but can be mitigated to an extent by increasing public tap density. But water resource use is not physically or financially sustainable. The responsiveness to citizen needs was significantly higher when the distribution was done by the local governments. Separation of roles, with para-statals providing bulk supply of surface water, and local governments managing the distribution of this and groundwater, may be an optimal service modality. © IWA Publishing 2019.","Dual-sourcing; Small towns; Urban water; Water governance; Water service delivery; Water service modalities","","Book chapter","Final","","Scopus","2-s2.0-85210645953"
