"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Tscharke B.J.; O'Brien J.W.; Ahmed F.; Nguyen L.; Ghetia M.; Chan G.; Thai P.; Gerber C.; Bade R.; Mueller J.; Thomas K.V.; White J.; Hall W.","Tscharke, Benjamin J. (55938442900); O'Brien, Jake W. (57941900000); Ahmed, Fahad (56594329500); Nguyen, Lynn (57208485884); Ghetia, Maulik (57208487683); Chan, Gary (54879684200); Thai, Phong (57197775331); Gerber, Cobus (36823866100); Bade, Richard (37036806400); Mueller, Jochen (57212221160); Thomas, Kevin V. (57204870448); White, Jason (7405246388); Hall, Wayne (7402629359)","55938442900; 57941900000; 56594329500; 57208485884; 57208487683; 54879684200; 57197775331; 36823866100; 37036806400; 57212221160; 57204870448; 7405246388; 7402629359","A wastewater-based evaluation of the effectiveness of codeine control measures in Australia","2023","Addiction","118","3","","480","488","10","10.1111/add.16083","https://www.scopus.com/pages/publications/85143119296?origin=resultslist","Background and aim: From 1 February 2018, codeine was rescheduled from an over-the-counter (OTC) to a prescription-only medicine in Australia. We used wastewater-based epidemiology to measure changes in population codeine consumption before and after rescheduling. Methods: We analysed 3703 wastewater samples from 48 wastewater treatment plants, taken between August 2016 and August 2019. Our samples represented 10.6 million people, 45% of the Australian population in state capitals and regional areas in each state or territory. Codeine concentrations were determined by liquid chromatography–tandem mass spectrometry and converted to per-capita consumption estimates using the site daily wastewater volume, catchment populations and codeine excretion kinetics. Results: Average per-capita consumption of codeine decreased by 37% nationally immediately after the rescheduling in February 2018 [95% confidence interval (CI) = 35.3–39.4%] and substantially in all states between 24 and 51% (95% CI = 22.4–27.0% and 41.8–59.4%). The decrease was sustained at the lower level to August 2019. Locations with least pharmacy access decreased by 51% (95% CI = 41.7–61.7%), a greater decrease than 37% observed for those with greater pharmacy access (95% CI = 35.1–39.4%). Regional areas decreased by a smaller margin to cities (32 versus 38%, 95% CI = 30.2–34.1% versus 34.9–40.4%, respectively) from a base per-capita usage approximately 40% higher than cities. Conclusion: Wastewater analysis shows that codeine consumption in Australia decreased by approximately 37% following its rescheduling as a prescription-only medicine in 2018. Wastewater-based epidemiology can be used to evaluate changes in population pharmaceutical consumption in responses to changes in drug scheduling. © 2022 The Authors. Addiction published by John Wiley & Sons Ltd on behalf of Society for the Study of Addiction.","Drug use evaluation; policy change; prescription opioid; regulation change; rescheduling; wastewater analysis","Analgesics, Opioid; Australia; Codeine; Humans; Nonprescription Drugs; Pharmacies; Wastewater; codeine; narcotic analgesic agent; non prescription drug; Australia; epidemiology; human; pharmacy (shop); wastewater","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85143119296"
"Murphy N.; Rarama T.; Atama A.; Kauyaca I.; Batibasaga K.; Azzopardi P.; Bowen K.J.; Bohren M.A.","Murphy, Nabreesa (57221909841); Rarama, Tamani (58776344400); Atama, Alanieta (58776540300); Kauyaca, Ilaisa (58776927500); Batibasaga, Kelera (58776540400); Azzopardi, Peter (56861081000); Bowen, Kathryn J. (36806415600); Bohren, Meghan A. (56158633300)","57221909841; 58776344400; 58776540300; 58776927500; 58776540400; 56861081000; 36806415600; 56158633300","Changing climates, compounding challenges: A participatory study on how disasters affect the sexual and reproductive health and rights of young people in Fiji","2023","BMJ Global Health","8","","e013299","","","11","10.1136/bmjgh-2023-013299","https://www.scopus.com/pages/publications/85180517626?origin=resultslist","Pacific youth are at the forefront of the climate crisis, which has important implications for their health and rights. Youth in Fiji currently bear a disproportionate burden of poor experiences and outcomes related to their sexual and reproductive health and rights (SRHR). There is limited information about how the increasing climate impacts may affect their SRHR, and what the implications may be for climate action and disaster risk reduction. We aimed to explore the experiences of 21 Fijian youth in fulfilling their SRHR when living through multiple natural hazards. We conducted 2 workshops and 18 individual semistructured interviews using visual and storytelling methods. Irrespective of the type of hazard or context of disasters, participants identified limited agency as the main challenge that increased SRHR risks. Through reflexive thematic analysis, we identified four themes centred around 'youth SRHR agency'; (1) information and knowledge, (2) community and belonging, (3) needs and resources, and (4) collective risks. These themes encompassed multiple factors that limited youth agency and increased their SRHR risks. Participants highlighted how existing challenges to their SRHR, such as access to SRHR information being controlled by community gatekeepers, and discrimination of sexual and gender diverse youth, were exacerbated in disasters. In disaster contexts, immediate priorities such as water, food and financial insecurity increased risks of transactional early marriage and transactional sex to access these resources. Daily SRHR risks related to normalisation of sexual and gender-based violence and taboos limited youth agency and influenced their perceptions of disasters and SRHR risks. Findings offer important insights into factors that limited youth SRHR agency before, during and after disasters. We underscore the urgency for addressing existing social and health inequities in climate and disaster governance. We highlight four key implications for reducing youth SRHR risks through whole-of-society approaches at multiple (sociocultural, institutional, governance) levels.  © 2023 BMJ Publishing Group. All rights reserved.","Health policies and all other topics; Prevention strategies; Public Health; Qualitative study","adult; Article; climate change; disaster; experience; Fiji; financial deficit; food; health disparity; human; human rights; juvenile; knowledge; marriage; medical information; normal human; participatory research; reproductive health; semi structured interview; sexism; sexual health; social inequality; storytelling; taboo; thematic analysis; transactional sex; water supply; workshop; young adult","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85180517626"
"Tong Y.; Pang L.; Sun M.; Han J.","Tong, Yun (57219697646); Pang, Li (58490391300); Sun, Minghui (58490268200); Han, Junyi (58490268300)","57219697646; 58490391300; 58490268200; 58490268300","Detection of Multi-dimensional Driving Forces of Public Environmental Concern in China: Based on Spatial Heterogeneity Perspectives","2023","Chinese Geographical Science","33","6","","1109","1126","3","10.1007/s11769-023-1378-5","https://www.scopus.com/pages/publications/85164974250?origin=resultslist","Public environmental concern (PEC) is an important bottom-up force in building an environmentally sustainable society. Guided by attitude theory, this paper innovatively constructed a PEC evaluation index system, while introducing entropy weighted-TOPSIS (Technique for Order Preference by Similarity to Ideal Solution) to realize the assessment of PEC. Exploratory spatial data analysis was used to portray the spatio-temporal evolution patterns of PEC in 362 Chinese cities at prefecture-level and above from 2011 to 2018. Furthermore, the Geodetector model was performed to identify the multi-dimensional determinants of PEC from the perspective of spatial heterogeneity. The results indicated that: 1) PEC in China exhibited a fluctuating upward trend, consistent with the spatial distribution law of ‘Heihe-Tengchong Line’ and ‘Bole-Taipei Line’; 2) the driving effect of each factor varied dynamically, but in general, economic development level, population size, industrial wastewater, and education level were the dominant driving factors explaining the spatial variation of PEC; 3) risk detection revealed that four factors, government environmental regulations, PM2.5, vegetation coverage, and natural resource endowment, had nonlinear effects on PEC; 4) the interactions between factors all demonstrated an enhancement in explaining the spatial differentiation of PEC. PEC was driven by the comprehensive interaction of four-dimensional factors of economy, society, pollutant emissions, and ecology. Among them, population agglomeration accompanied by a high level of regional economy and information technology can explain the increase in PEC to the greatest extent. © 2023, Science Press, Northeast Institute of Geography and Agroecology, CAS and Springer-Verlag GmbH Germany, part of Springer Nature.","Baidu Index; driving factors; Geodetector; public environmental concern (PEC); spatial heterogeneity; spatio-temporal variations","China; detection method; environmental values; public attitude; spatial variation; spatiotemporal analysis; urban area","Article","Final","","Scopus","2-s2.0-85164974250"
"Cookey P.E.; Peter-Cookey M.A.; Richard I.U.; Brdanovic D.","Cookey, Peter Emmanuel (55978105600); Peter-Cookey, Mayowa Abiodun (57195377746); Richard, Iloma Unwobuesor (59449198900); Brdanovic, Damir (6701609440)","55978105600; 57195377746; 59449198900; 6701609440","Multi-Level Perceptions on Higher Education Development for Sanitation and Hygiene Management in Nigeria","2023","Hygiene","3","4","","465","491","2","10.3390/hygiene3040035","https://www.scopus.com/pages/publications/85210569527?origin=resultslist","Providing safely managed sanitation/hygiene requires key competencies for education, training, service delivery, enterprise development and management, product and infrastructure design and development, construction and installation, governance, financing, research, etc. These strategic sanitation capacities will have to be built from higher education’s academic and professional programmes structured and designed to produce skilled and knowledgeable professionals and practitioners. This study aims to investigate the quality of the sanitation/hygiene management content of Environmental Health programmes; the adequacy of the existing central curricula; and the perception of environmental health sanitation/hygiene-trained professionals to determine the next phase for building knowledge and capacity of sanitation professionals in Nigeria through higher education institutions. A multi-level mixed method concurrent study was used for sampling and data collection with a multi-level perception analysis to examine the perceptions of students, lecturers and graduate alumni, as well as employers/supervisors and clients/service users of sanitation/hygiene-related graduates. The main findings of this paper show a limited understanding of the concepts of contemporary issues of sanitation/hygiene management like sustainable sanitation, citywide inclusive sanitation, regenerative sanitation, circular bioeconomy, etc.; the central/national teaching and curricula were found to be seriously out of date; and clients/service users were dissatisfied with the skills and knowledge levels of the graduates. The study concludes by recommending a national sanitation management higher education pathway to guide the provision of integrated sanitation/hygiene management education at higher education institutions (HEIs), to build an effective, efficient, competent and sufficient workforce for the country. © 2023 by the authors.","environmental health technician/technology; higher education institutions; knowledge and competency; multi-level perception; sanitation/hygiene management; skills","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85210569527"
"Ávila N.R.A.; de Carvalho B.E.; de Moraes Cordeiro Netto O.","Ávila, Natália Resende Andrade (58552659000); de Carvalho, Bruno Eustáquio (57194601846); de Moraes Cordeiro Netto, Oscar (57175847600)","58552659000; 57194601846; 57175847600","Water and sanitation services in Brazil: evaluating the regulatory governance based on the institutional analysis and development framework","2023","Water Policy","25","7","","639","655","5","10.2166/wp.2023.215","https://www.scopus.com/pages/publications/85168982487?origin=resultslist","Brazilian’s framework of water and sanitation services (WSS) is complex, with several actors from different legal natures and varied rules. The new Brazilian sanitation law aims to achieve universal access to WSS and effective provision of services, encouraging more efficiency by promoting competitiveness. However, the regulatory governance of the sector poses a challenge to achieve these objectives. This article addresses identifying and analyzing the WSS structures based on the Institutional Analysis and Development (IAD) Framework, which provides a multidimensional conceptual map that combines levels of macro and micro situations. Databases from the National Sanitation Information System (SNIS) and the Brazilian Institute of Geography and Statistics (IBGE) were cross-referenced to evaluate the structures that exist in the provision of WSS, focusing on municipalities located in the metropolitan regions and urban agglomerations of Brazil. It is possible to conclude that the IAD Framework helps to clarify the actors, its functions, responsibilities, and the interactions between them, as well as the exogenous factors and how they influence the action arena, reaching recommendations, supported by a Delphi approach, such as to improve industry regulation in terms of governance and regulatory governance. © 2023 The Authors.","IAD Framework; Improving regulatory governance practices; New Brazilian sanitation framework; Regulatory governance; sanitation services; Universal access; Water","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85168982487"
"Rajput R.; Sharma A.","Rajput, Ritika (57208856070); Sharma, Aviram (56261005000)","57208856070; 56261005000","Water economies of Bodh Gaya, Bihar: Urban water in rural town","2023","Habitat International","133","","102754","","","11","10.1016/j.habitatint.2023.102754","https://www.scopus.com/pages/publications/85147777102?origin=resultslist","The paper engages with the water economies of Bodh Gaya, a small but prominent Buddhist town located in Bihar, India. We analysed the water economies using the neo-Polanyian idea of instituted economic processes. The anthropological approach to water economies helps us explain how drinking water has been produced, distributed, appropriated, and consumed in Bodh Gaya over the last seven decades. The paper argues that the centralised grid-based water supply system, which aims to provide universal access to drinking water to the whole town, has failed to develop. Water as a universal public good was never established in Bodh Gaya. Water was produced, distributed, appropriated and consumed in diverse ways by different groups of individuals and communities. Water remained a community-owned resource, a private, semi-public good, and recently, a commodity, but not purely a public good. Instead of relying on the ideals of centralised grid-based water supply networks to make water available for the whole populace, a more decentralised and hybrid service delivery institutions are needed to reach the diverse local population. The decentralised public water provisioning systems must be supported through appropriate regulatory measures and participatory planning initiatives to make it socially just and environmentally benign. © 2023 Elsevier Ltd","Buddhist heritage; India; Small towns; Urban governance; Water economies","Bihar; India; drinking water; governance approach; participatory approach; small town; urban economy; water availability; water economics; water supply","Article","Final","","Scopus","2-s2.0-85147777102"
"Deng J.; Jia S.; Song Z.","Deng, Jieming (57538414800); Jia, Shaofeng (7202859986); Song, Zikun (57741630400)","57538414800; 7202859986; 57741630400","Institutional Change in Water Rights in China: A Study of Water Rights Confirmation and Registration in Delingha City","2023","Water (Switzerland)","15","3","406","","","3","10.3390/w15030406","https://www.scopus.com/pages/publications/85147857581?origin=resultslist","To achieve the transformation of water rights institution in China from the administrative management to the property rights institution, it is of high significance to discuss the principle of rights confirmation, institution connection, and change. In this paper, we present the process, result, experience, and problems of the authors’ involvement in water rights confirmation and registration in Delingha as the methods designer of water rights confirmation. The conclusions of this paper follow: (1) Equity must be the priority while considering the principles of water rights confirmation. Complying and verifying the results of historical water distribution, strengthening public participation, and selecting persuasive and scientific indicators are the main components that are embodied in the concept of equity. (2) Water rights confirmation is to recognize and revise the distribution result of the old institution. Macroscopically, based on the administrative upper limits set by the “Three Red Lines” and ecologically sustainable requirements, the dual-control method of “matching water use and the Three Red Lines” and “matching water consumption and available water resources” was used to control the total distribution of water rights. From a microscopic point of view, the water abstraction permit was the core indicator of water rights confirmation, after checking with other data. (3) The institutional logic, the responsibilities and roles of the government, and the intellection of water users have changed after the confirmation of water rights. Registration is the key to distinguishing water rights from the traditional administrative institution. © 2023 by the authors.","China; confirmation; institutional change; registration; water rights","China; Delingha; Qinghai; Water resources; Water supply; China; Confirmation; Institutional change; Matchings; Property right; Public participation; Red line; Registration; Water distributions; Water rights; administrative framework; organization; property rights; transformation; water use; Water supply systems","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85147857581"
"Signor R.; Ballesteros-Perez P.; Love P.E.D.","Signor, Regis (57190687228); Ballesteros-Perez, Pablo (54782096900); Love, Peter E.D. (57205302607)","57190687228; 54782096900; 57205302607","Collusion Detection in Infrastructure Procurement: A Modified Order Statistic Method for Uncapped Auctions","2023","IEEE Transactions on Engineering Management","70","2","","464","477","21","10.1109/TEM.2021.3049129","https://www.scopus.com/pages/publications/85100491262?origin=resultslist","Collusion occurs when companies conspire to remove competition from the process of bidding and collectively agree who will win an auction by engaging in price fixing and bid-rigging. In this article, we modify an existing method based on order statistics to improve its accuracy and reliability to detect the presence of collusion. The new approach can be robustly implemented in practice and is difficult to defraud. We use data from the Brazilian Federal Police's ongoing 'Operation Car Wash' investigation to identify collusive behavior during an uncapped auction. Such a rich dataset enabled the new approach to be tested in a real-life setting. We demonstrate that our method's increased predictive power makes it the best option to determine full collusion in uncapped auctions. Our new approach can be used in conjunction with other collusion detection methods to improve their accuracy and reliability. The contributions of our article are twofold: 1) Public and private sectors procurement authorities are better positioned to detect collusion even when limited auction data is made available; and 2) law enforcement agencies are provided with a robust method that can be used together with prevailing evidence to pursue a conviction for engaging in collusive behavior.  © 2022 IEEE.","Auctions; bid rigging; collusion; cover bid; order statistics; procurement","Commerce; Law enforcement; Auction; Bid rigging; Collusion; Collusion detection; Cover bid; New approaches; Order-statistics; Procurement; Statistic method; Probabilistic logics","Article","Final","","Scopus","2-s2.0-85100491262"
"Valencia G.; Ecuyer B.","Valencia, Germán (57218585315); Ecuyer, Brendan (58794079200)","57218585315; 58794079200","Community Water Management in the Colombian Post-Conflict; [La gestión comunitaria del agua en el posconflicto con las Farc-ep en Colombia]","2023","Lecturas de Economia","","99","","79","110","2","10.17533/udea.le.n96a351422","https://www.scopus.com/pages/publications/85181509532?origin=resultslist","The article analyzes access to drinking water and community management of the resource in the 16 prioritized subregions in the post-conflict with the Farc-ep, using information from the Development Programs with a Territorial Focus (PDET) with its 16 Action Plans for Regional Transformation (PATR) and its 170 Municipal Pacts for Regional Transformation (PMTR). It identifies as main problems: the lack of infrastructure for the supply of drinking water, deforestation, contamination of water sources and the low institutional management capacity of water resources. It shows the demands for the provision of water that were prioritized in initiatives of management and investment projects, the PATRs and the community management proposals carried out by the population that inhabits these territories. Finally, three great challenges that this sector faces in the post-conflict and Colombian rural development are pointed out: legal recognition, resources for community management and use of PDET contributions. © 2023 Universidad de Antioquia. All rights reserved.","basic needs; conflict resolution; equity; non-profit institutions; water supply","","Article","Final","","Scopus","2-s2.0-85181509532"
"Machado A.V.M.; Oliveira P.A.D.; Matos P.G.; Santos A.S.P.","Machado, Anna Virginia Muniz (57208486622); Oliveira, Pedro A. D. (59080788400); Matos, Patrick G. (57876618100); Santos, Ana Silvia Pereira (57190291202)","57208486622; 59080788400; 57876618100; 57190291202","Strategies for Achieving Sustainability of Water Supply Systems in Rural Environments with Community Management in Brazil","2023","Water (Switzerland)","15","12","2232","","","10","10.3390/w15122232","https://www.scopus.com/pages/publications/85163813838?origin=resultslist","An urban–rural dichotomy currently exists in policy documentation, accessibility to resources, and human rights. In Brazil, there remains a significant deficit in water and sanitation services coverage, particularly in rural areas. To achieve universal access to water, the legal framework addresses the development of decentralization actions and co-participation in management. As a result, a community-managed water supply (CMWS) has emerged as the social tool in which the community effectively participates in decision-making and oversees the operation and maintenance of water systems. The long-term sustainability of these systems is affected by critical factors in implementation, management, and maintenance. However, no strategic plan exists to solve/mitigate the critical factors commonly associated with CMWS. We proposed an action plan with multiscale intersectoral management strategies to guarantee water security for rural populations. The strategies were separated into areas of responsibility discussed in the recent literature and evaluated by experts. The strategies at the national level were related to institutional aspects and policy formulation. At the local level, the strategies were related to supporting CMWS from project implementation to post-construction. Finally, at the community level, the strategies were related to the quality and financial recognition of the services. © 2023 by the authors.","community-based water; rural water; water supply","Brazil; Decision making; Rural areas; Sanitation; Sustainable development; Water supply systems; Community management; Community-based; Community-based water; Critical factors; Human rights; Rural environment; Rural waters; Urban-rural; Water service; Water-supply systems; action plan; decentralization; legislation; sanitation; sustainability; water supply; Water supply","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85163813838"
