"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Damania D.","Damania, D. (6602592128)","6602592128","The scope for collusion in a regulated vertically integrated telecommunications industry","1996","Information Economics and Policy","8","2","","141","160","0","10.1016/0167-6245(96)00005-4","https://www.scopus.com/pages/publications/0030432092?origin=resultslist","This paper investigates the competitive implications of input price controls in a partially regulated industry where a vertically integrated firm has exclusive control over an input with natural monopoly characteristics. Such industry structures are commonly encountered in activities such as telecommunications, and water supply. It is demonstrated that where the competitors interact repeatedly in an oligopoly supergame then there exist circumstances in which input price controls may facilitate collusion and therefore lower consumer welfare. More generally the relationship between the degree of competition and the level of the regulated input price is found to be a complex one.","Access price; Regulation; Supergame; Telecommunications; Vertically integrated","collusion; competition impact; telecommunications industry; vertical integration","Article","Final","","Scopus","2-s2.0-0030432092"
"Thompson Mark A.; Azar Badi","Thompson, Mark A. (55465184500); Azar, Badi (6602768912)","55465184500; 6602768912","Evaluation of conventional and membrane processes for softening a North Carolina groundwater","1999","Water Supply","17","1","","265","273","0","","https://www.scopus.com/pages/publications/0032641680?origin=resultslist","Seven alternatives were evaluated to determine the most effective water supply strategy for the United States Marine Corp Air Station at the New River Water Treatment Plant, Camp Lejeune, North Carolina to ensure adequate flow, pressure and quality of potable water. It was determined that the No Action alternative was not acceptable due to plant deficiencies that have caused regulatory compliance violations. In addition, future regulations, particularly those associated with disinfection by-products, indicate that a change in treatment strategy should be made. Two upgrade alternatives and three new facility options were considered to allow reliable compliance with current and future regulatory requirements and produce 3.5 million gallons per day (mgd). All of the new construction options would provide water with a reliable and consistent water quality. To allow alternative costs to be evaluated concurrently with intangible criteria such as reliability and staffing requirements, a system was developed for rating the costs on a scale of 1 to 10. The capital and operational costs for each option were normalized and comparisons made. This paper will review the evaluated treatment options and the methodology used to select the most cost effective option.","","Groundwater; Membranes; Military applications; Potable water; Regulatory compliance; Water filtration; Water quality; Water treatment plants; Groundwater softening; Chemicals removal (water treatment)","Article","Final","","Scopus","2-s2.0-0032641680"
"Sloan W.H.","Sloan, W.H. (7004176060)","7004176060","Irrigation of public use areas by land application of combined industrial and domestic waste effluent","1984","Journal of the Water Pollution Control Federation","56","5","","474","481","2","","https://www.scopus.com/pages/publications/0021423503?origin=resultslist","Domestic wastewater and wastes from aircraft rework are treated at a unique plant at the Naval Air Station, Pensacola, Fla. Domestic and industrial wastes are separately collected and conveyed to the plant, pretreated, then combined for secondary biological treatment and discharged to Pensacola Bay. A project now under construction will provide tertiary treatment, including land treatment by irrigation of two golf courses with a portion of the effluent. The existing golf course sprinkler systems are being modified to use treated effluent instead of potable water. The completed system will meet applicable requirements for land treatment on public use areas. The project will reduce the effluent loading to Pensacola Bay, the cost of golf course irrigation, and demand on the potable water supply system.; The wastewater treatment clinic plant at the Naval Air Station (NAS), Pensacola, Fla. , provides primary and secondary treatment for both the domestic and industrial wastes generated on the Station. Effluent is presently discharged into Pensacola Bay. A project is now under construction for irrigation of two golf courses with the combined effluent. The completed system, consisting of filtration, high-level chlorination, pumping and transmission facilities, and connections to the existing sprinkler systems will meet Florida Department of Environmental Regulation requirements for effluent application to public use areas. It will accomplish the dual purposes of golf course irrigation and land treatment of the effluent.","","Pensacola; Industrial wastes; Irrigation; Sewage treatment; ground water; heavy metal; effluent standard; industrial waste; land spreading; lavage; nonhuman; prevention; sludge; therapy; Sewage treatment plants","Article","Final","","Scopus","2-s2.0-0021423503"
"Whittemore S.R.; Lenox R.H.; Hendley E.D.; Ehrlich Y.H.","Whittemore, Scott R. (35493373800); Lenox, Robert H. (24587300400); Hendley, Edith D. (7004084565); Ehrlich, Yigal H. (7006966496)","35493373800; 24587300400; 7004084565; 7006966496","Protein phosphorylation mediates effects of isoproterenol on adenylate cyclase activity in rat cortical membranes","1981","Neurochemical Research","6","7","","775","785","7","10.1007/BF00965475","https://www.scopus.com/pages/publications/0019494838?origin=resultslist","The effect of (-)-isoproterenol on adenylate cyclase activity were studied in rat cerebral cortical membranes prepared and assayed in the presence of calcium ions. In assays carried out in the presence of high Mg2+ concentrations (5-10 mM) and of Ca2+ in the micromolar range, addition of 1-100 μM (-)-isoproterenol caused over 50% inhibition of adenylate cyclase activity. Since these conditions are optimal for supporting endogenous phosphorylative activity in synaptic membranes, we tested whether the observed effects are mediated by changes in the phosphorylation of specific proteins in these membranes. This was done by preincubation of lysed synaptosomes under phosphorylating conditions in the presence and absence of isoproterenol followed by extensive washes and analysis of cyclic AMP formation in resuspended membranes. Addition of (-)-isoproterenol to the preincubation resulted in a 30% decrease of adenylate cyclase activity in the reincubation. Inclusion of [γ-32P]ATP in the preincubation and examination of the phosphorylation state of specific proteins in membranes entering the reincubation revealed that (-)-isoproterenol inhibited the phosphorylation of a specific protein band with apparent molecular weight of 47,000 (designated band F). These results support the hypothesis that alterations in membrane protein phosphorylation induced by neurotransmitters play a role in the regulation of adenylate cyclase activity. © 1981 Plenum Publishing Corporation.","","Adenosine Triphosphate; Adenylate Cyclase; Animal; Calcium; Cerebral Cortex; Dose-Response Relationship, Drug; Isoproterenol; Magnesium; Male; Membrane Proteins; Membranes; Nerve Tissue Proteins; Phosphorylation; Rats; Support, U.S. Gov't, P.H.S.; adenylate cyclase; calcium; egtazic acid; enzyme; isobutylmethylxanthine; isoprenaline; magnesium; radioisotope; adenosine triphosphate p 32; animal experiment; brain cortex; central nervous system; drug mechanism; in vitro study; nerve cell membrane; nervous system; protein phosphorylation; rat","Article","Final","","Scopus","2-s2.0-0019494838"
"Duke L.D.; Chung Y.J.","Duke, L.Donald (7006426012); Chung, Y.Jae (25937835700)","7006426012; 25937835700","Industrial storm water pollution prevention: Effectiveness and limitations of source controls in the transportation industry","1995","Waste Management","15","8","","543","558","15","10.1016/0956-053X(96)00010-4","https://www.scopus.com/pages/publications/0029414521?origin=resultslist","Industrial activities that are sources of pollutants in storm water runoff at typical facilities of the transportation industry are identified by site investigations at five facilities. This research then evaluates pollution prevention measures implemented to reduce those pollutants, as required by storm water regulations under the U.S. Clean Water Act. Activities that potentially generate storm water pollutants, particular to facilities of this industry, include: vehicle maintenance; vehicle fueling; vehicle washing; and activities on paved access roads and vehicle storage areas. Activities common to this industry, but also found in other industries, include: storage and handling of process materials and wastes; operation of industrial equipment located outdoors or exposed to storm water; and design and operation of site drainage facilities. Most control measures cited in the compliance documents of the facilities in the case studies were not developed specifically for storm water pollution prevention, but serve to reduce storm water pollutants as part of compliance with regulations for hazardous waste, wastewater, worker safety, or other purposes. Most identified control measures were operational practices or employee procedures, rather than structural facility modifications or devices to remove pollutants. Implementation of such measures is difficult to enforce or verify by regulatory agencies, and evidence at the case study facilities suggests that measures described similarly at different facilities are unevenly implemented and unequally effective at controlling storm water pollutants. © 1996.","","Drainage; Facilities; Laws and legislation; Runoff; Transportation; Water pollution; storm water; surface water; industrial pollution; pollution control; pollution prevention; stormwater runoff; Industrial storm water pollution prevention; Pollutants; Storm water runoff; Transportation industry; article; law; pollution control; priority journal; United States; water contamination; Water pollution control","Article","Final","","Scopus","2-s2.0-0029414521"
"Forbes Beverley","Forbes, Beverley (7005525231)","7005525231","ENGINEERING INFORMATION AND DOCUMENTATION IN AUSTRALIA: PROBLEMS AND SOLUTIONS: THE EXPERIENCE OF THE AUSTRALIAN WATER INDUSTRY AND STREAMLINE.","1983","","","","","31","37","0","","https://www.scopus.com/pages/publications/0020979415?origin=resultslist","The Australian water industry is heavily oriented towards engineering disciplines, mainly civil engineering. During the last decade the information needs of the water industry have increased, and existing information services have not been able to keep pace and provide rapid and comprehensive access to all relevant local information. The STREAMLINE water database has been developed to assist in filling this information gap, by providing online access to Australian water and wastewater publications and research. Major features of the database of interest to engineers are described. Despite the system currently being at any early stage of development it has been positively supported by the water industry. (Author abstract. )","","DATABASE SYSTEMS - Australia; INFORMATION DISSEMINATION - Publishing; INFORMATION SCIENCE - Abstracting; WASTEWATER; STREAMLINE UPDATE (HARDCOPY); STREAMLINE WATER DATABASE (AUSTRALIA); WATER RESEARCH IN AUSTRALIA: CURRENT PROJECTS (HARDCOPY); WATER RESOURCES","Conference paper","Final","","Scopus","2-s2.0-0020979415"
"Bourgeois W.; Burgess J.E.; Stuetz R.M.","Bourgeois, Wilfrid (6603888235); Burgess, Joanna E. (35589276100); Stuetz, Richard M. (56160923700)","6603888235; 35589276100; 56160923700","On-line monitoring of wastewater quality: A review","2001","Journal of Chemical Technology and Biotechnology","76","4","","337","348","264","10.1002/jctb.393","https://www.scopus.com/pages/publications/0035064112?origin=resultslist","Real-time monitoring of wastewater quality remains an unresolved problem to the wastewater treatment industry. In order to comply with increasingly stringent environmental regulations, plant operators as well as instrument manufacturers have expressed the need for new standards and improved comparability and reliability of existing techniques. A review of currently available methods for monitoring global organic parameters (BOD, COD, TOC) is given. The study reviews both existing standard techniques and new innovative technologies with the focus on the sensors' potential for on-line and real-time monitoring and control. Current developments of biosensors, optical sensors and sensor arrays as well as virtual sensors for the monitoring of wastewater organic load are presented and the interests and limitations of these techniques with respect to their application to the wastewater monitoring are discussed. © 2001 Society of Chemical Industry.","BOD; COD; On-line instrumentation; Real-time monitoring; Sensors; TOC; Wastewater","monitoring; quality control; wastewater; Arrays; Biosensors; Industrial plants; Online systems; Optical sensors; biochemical oxygen demand; biosensor; chemical oxygen demand; environmental monitoring; policy; quality control; reliability; review; sensor; total organic carbon; waste water management; waste water treatment plant; water pollution; water quality; water standard; On-line monitoring; Wastewater","Review","Final","","Scopus","2-s2.0-0035064112"
"Cline T.","Cline, T. (7101853132)","7101853132","Sink or swim: population pressures threaten the nation's water.","1995","ZPG reporter","27","5","","6","","0","","https://www.scopus.com/pages/publications/0029367459?origin=resultslist","Since 1974, water in the US has been regulated through federal statutes such as the Clean Water Act and the Safe Drinking Water Act, which set standards for water quality. Usage regulations vary by state. The states of Texas, Arizona, Kansas, and Iowa use the ""right to capture"" as the basis of usage. This means any one can draw as much water as desired without cost or consideration for others' needs. This unrestricted use of water has resulted in the siphoning off of water from the Colorado River in Arizona and Southern California to the point where the Colorado River is a trickle at the river's mouth at the Gulf of California. Texans' use of the Edwards aquifer contributed to the drying up of springs that feed the San Pedro and San Antonio Rivers. Florida's main freshwater aquifer is being contaminated by seepage of deep ancient seawater. Agriculture uses about 85% of US ground water supplies for crops and livestock. Americans use about 1450 gallons per day per capita. If population reaches 500 million as expected by 2050, supply would be reduced to about 700 gallons per day per capita, which is considered the minimal amount for human needs. Almost 50% of water supplied by municipal water systems is used to flush toilets and water lawns. 15% is lost through leaky pipes. Agricultural water usage is problematic due to overuse and contamination from pollutants such as animal manures. Water for human consumption is polluted by pesticides, which are not biodegradable, and parasites. The Environmental Protection Agency in 1991 and 1992 reported 218,000 violations of standards. The Ogallala aquifer is half depleted under Kansas and is falling at a rate of 1.5 feet annually. The replenishment rate is only 0.02-0.07 inches per year. This decline could result in the lack of access to the Ogallala aquifer, which irrigates millions of acres of crops in the central plains.","","Agriculture; Americas; Conservation of Natural Resources; Developed Countries; Economics; Environment; Evaluation Studies; North America; Population Dynamics; United States; Water Supply; Agriculture; Americas; Carrying Capacity; Critique; Developed Countries; Economic Factors; Environment; Macroeconomic Factors; Natural Resources; North America; Northern America; Population Pressure; United States; Water Supply; agriculture; article; Carrying Capacity; Critique; developed country; Economic Factors; economics; environment; environmental protection; evaluation; Macroeconomic Factors; Natural Resources; North America; Northern America; population; population dynamics; United States; water supply; Western Hemisphere","Article","Final","","Scopus","2-s2.0-0029367459"
"Anton Walter F.; Polivka Ronald M.; Harrington Laurel","Anton, Walter F. (7007078123); Polivka, Ronald M. (6506763774); Harrington, Laurel (7101723052)","7007078123; 6506763774; 7101723052","Seismic vulnerability assessment of Seattle Water Department's water system facilities","1991","","","","","375","384","0","","https://www.scopus.com/pages/publications/0025757864?origin=resultslist","The Seattle Water Department (SWD) service area and watersheds lie in seismic zone 3, in which there is potential for major earthquakes (Richter magnitude 7.5 or greater). The SWD system was initiated at the turn of the century, with the result that many of the facilities are more than 50 years old and were designed prior to the existence of seismic design requirements in the building codes. Because of the importance of maintaining an operable water system after a major earthquake, in late 1988 the SWD undertook a comprehensive assessment to determine the seismic reliability of their water system. This assessment is one of the largest of its kind to have been undertaken for a major metropolitan water supply system. This paper describes the methodology by which the vulnerability assessments were conducted. It discusses the level of earthquake ground motion used to conduct the facility assessments along with key findings and observations. Based upon the conclusions and recommendations resulting from this study, the SWD is now undertaking a 6-year program to retrofit and upgrade all of its major facilities, along with its emergency response plan and communications systems.","","Risk Studies--Assessment; Water Pipelines; Water Supply--Seattle, Washington; Water Treatment Plants; Retrofitting; Seattle Water Department; Seismic Vulnerability Assessment; Water System Facilities; Watersheds; Water Distribution Systems","Conference paper","Final","","Scopus","2-s2.0-0025757864"
"Bergmann H.; Hahnefeld H.","Bergmann, H. (7202850100); Hahnefeld, H. (6602080766)","7202850100; 6602080766","Virus infection of the respiratory tract of young cattle. Problems of immunoprophylaxis; [DIE VIRUSINFEKTIONEN DES ATEMTRAKTES BEIM JUNGRIND UND PROBLEME IHRER IMMUNPROPHYLAXE]","1978","Archiv fur Experimentelle Veterinarmedizin","32","3","","407","415","1","","https://www.scopus.com/pages/publications/0018154796?origin=resultslist","Studies conducted in the past have suggested that in the GDR, just as in other countries, there is a great number of viruses which can be isolated or serologically established in connection with respiratory diseases of calf. In this context, para-influenza 3 virus has been frequently isolated from pathologico-anatomically changed organic material obtained from post-mortems or from nasal swabs taken from calves with acute disease. Its involvement in accommodation-oriented enzootic pneumonia may be considered as being assured. Specific antibody reactions were observed and supported the conclusion that the importance of this and other viruses to diseases of the respiratory tract may differ from farm to farm. While reactive agents of bovine rhinotracheitis have been continuously detected in high accumulation, the clinical pattern of the disease has been rarely observed in the GDR. Immunoprophylactic efforts are aimed at using combinable single vaccines which should be suitable for local application as live vaccines. Immediate and specific diagnosis, however, is a prerequisite. Riems PI-3 vaccine is a first step towards that goal. That vaccine is intended for livestock, in which para-influenza 3 virus has been established by serological and virological tests. Reduction of morbidity and more favourable weight development of the animals vaccinated are characteristics of its action. Riems IBR/IPV vaccine can be used prophylactically and metaphylactically against bovine rhinotracheitis. Protection is initiated very soon following nasal application. Vaccinated animals exposed to natural infection will excrete the field virus only over a short period of time, and they will not be clinically affected. This is a secure result which seems to add promise to efforts for sanitation of livestock with latent IBR/IPV virus infection. Systematic and purpose-oriented immunoprophylactic and metaphylactic measures should be accompanied by complementary efforts to eliminate all factors which may be detrimental to raising and keeping of calves on industrialised livestock units.","","Animal; Cattle; Cattle Diseases; English Abstract; Germany, East; Infectious Bovine Rhinotracheitis; Paramyxoviridae Infections; Respiratory Tract Infections; Viral Vaccines; Virus Diseases; inactivated virus vaccine; live vaccine; vaccine; bovine diarrhea virus; bovine rhinotracheitis virus; cattle; epidemiology; geographic distribution; german democratic republic; parainfluenza virus; prevention; respiratory system; respiratory tract infection; short survey; vaccination; virology; virus infection","Article","Final","","Scopus","2-s2.0-0018154796"
