"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Campbell R.J.","Campbell, Richard J. (56959756600)","56959756600","The smart grid and cybersecurity-regulatory policy and issues","2013","The Transformation of Electrical Power: Key Issues","","","","79","102","1","","https://www.scopus.com/pages/publications/84947054890?origin=resultslist","Electricity is vital to the commerce and daily functioning of United States. The modernization of the grid to accommodate today's uses is leading to the incorporation of information processing capabilities for power system controls and operations monitoring. The ""Smart Grid"" is the name given to the evolving electric power network as new information technology systems and capabilities are incorporated. While these new components may add to the ability to control power flows and enhance the efficiency of grid operations, they also potentially increase the susceptibility of the grid to cyber (i.e., computer-related) attack since they are built around microprocessor devices whose basic functions are controlled by software programming. The potential for a major disruption or widespread damage to the nation's power system from a large scale cyberattack has increased focus on the cybersecurity of the Smart Grid. Federal efforts to enhance the cybersecurity of the electrical grid were emphasized with the recognition of cybersecurity as a critical issue for electric utilities in developing the Smart Grid. The Federal Energy Regulatory Commission (FERC) received primary responsibility for the reliability of the bulk power system from the Energy Policy Act of 2005. FERC subsequently designated the North American Electric Reliability Corporation (NERC) as the ""Electric Reliability Organization"" (ERO) with the responsibility of establishing and enforcing reliability standards. Compliance with reliability standards for electric utilities thus changed from a voluntary, peer-driven undertaking to a mandatory function. The Energy Independence and Security Act of 2007 (EISA) later added requirements for ""a reliable and secure electricity infrastructure"" with regard to Smart Grid development. NERC is also responsible for standards for critical infrastructure protection (CIP) which focus on planning and procedures for the physical security of the grid. Self-determination is a key part of the CIP reliability process. Utilities are allowed to self-identify what they see as ""critical assets"" under NERC regulations. Only ""critical cyber assets"" (i.e., as essential to the reliable operation of critical assets) are subject to CIP standards. FERC has directed NERC to revise the standards so that some oversight of the identification process for critical cyber assets was provided, but any revision is again subject to stakeholder approval. While reliability standards are mandatory, the ERO process for developing regulations is somewhat unusual in that the regulations are essentially being established by the entities who are being regulated. This may potentially be a conflict of interest, especially when cost of compliance is a concern, and acceptable standards may conceivably result from the option with the lowest costs. Since utility systems are interconnected in many ways, the system with the least protected network potentially provides the weakest point of access. Cybersecurity threats represent a constantly moving and increasing target for mitigation activities and mitigation efforts could likewise spiral upward in costs. Recovery of costs may present a major challenge especially to distribution utilities and state commissions charged with overseeing utility costs. EISA only requires states to consider recovery of costs related to Smart Grid systems. FERC has jurisdiction over the bulk power grid, and cannot compel entities involved in distribution to comply with its regulations. Recoverability from a cyber attack on the scale of something which could take down a significant portion of the grid will likely be very difficult, but maintaining a ready inventory of critical spare parts in close proximity to key installations could quicken recovery efforts from some types of attack. The electricity grid is connected to (and largely dependent on) the natural gas pipeline, water supply, and telecommunications systems. Technologies being developed for use by the Smart Grid could also be used by these industries. Consideration could be given to applying similar control system device and system safeguards to these other critical utility systems. © 2013 Nova Science Publishers, Inc.","","Computer programming; Computer system recovery; Costs; Electric power systems; Electric power transmission networks; Electric utilities; Natural gas pipelines; Power control; Recovery; Regulatory compliance; Reliability; Smart power grids; Standards; Water supply; Critical infrastructure protection; Distribution utilities; Electric power networks; Electricity infrastructure; Energy independence and security act of 2007; Federal energy regulatory commissions; Information processing capability; Information technology systems; Electric power system control","Book chapter","Final","","Scopus","2-s2.0-84947054890"
"Arregui L.; Liébana R.; Rodríguez E.; Murciano A.; Conejero F.; Pérez-Uz B.; Serrano S.","Arregui, Lucía (59405273300); Liébana, Raquel (55210901700); Rodríguez, Eva (57225027281); Murciano, Antonio (6602999459); Conejero, Francisco (6504132223); Pérez-Uz, Blanca (6603065039); Serrano, Susana (7102564491)","59405273300; 55210901700; 57225027281; 6602999459; 6504132223; 6603065039; 7102564491","Analysis of the usefulness of biological parameters for the control of activated sludge wastewater treatment plants in an interlaboratory study context","2012","Journal of Environmental Monitoring","14","5","","1444","1452","16","10.1039/c2em10861e","https://www.scopus.com/pages/publications/84860741168?origin=resultslist","The quality of the sludge in Wastewater Treatment Plants (WWTPs) depends on the suitable colonization of the flocs by microorganisms. Due to the functional importance of these biological constituents, several biological or biological-related parameters have been commonly used for the control of depuration efficiency. According to national and international water regulation recommendations, interlaboratory studies have a great relevance to determine which parameters are more reliable for their extensive application in routine control. However, these studies are also very useful to demonstrate consistency in results from multiple laboratories and to develop reliable and reproducible methodologies which might be necessary for protocol validation and also for accreditation issues to meet regulatory environmental requirements. The main purpose of this work was to assess the results obtained in consecutive interlaboratory assays in order to determine the concordance degree in the application of biological parameters by participating laboratories. Following the international recommendations about these studies, a common working protocol was proposed. Statistical tests indicated that Sludge Index and several routine physical-chemical analyses [V30, Mixed Liquor Suspended Solids (MLSS), Mixed Liquor Volatile Solids (MLVS) and Sludge Volumetric Index (SVI)] show low variability and therefore are suitable tools for laboratory control. Shannon Index and Sludge Biotic Index also presented low variability although a more precise protocol would be necessary, in particular the methodology to count small flagellates. The abundance and identification of protist species showed low concordance among laboratories and three factors were responsible for the low reliability of data: population density, size and morphological distinguishable characters of the specimens. © 2012 The Royal Society of Chemistry.","","Amoeba; Biodegradation, Environmental; Ciliophora; Sewage; Waste Disposal, Fluid; Water Microbiology; Mastigophora (flagellates); Protista; activated sludge; article; environmental parameters; flagellate; laboratory test; methodology; microbial morphology; mixed liquor suspended solids index; mixed liquor volatile solids index; nonhuman; physical chemistry; population density; population size; priority journal; protistan community; scoring system; shannon index; sludge biotic index; sludge volumetric index; species identification; waste water management; waste water treatment plant","Article","Final","","Scopus","2-s2.0-84860741168"
"Lynch M.J.; Stretesky P.B.","Lynch, Michael J. (57201765260); Stretesky, Paul B. (6701440288)","57201765260; 6701440288","The distribution of watermonitoring organizations across states:Implications for community environmental policing and social justice","2013","Policing: An International Journal of Police Strategies & Management","36","1","","6","26","30","10.1108/13639511311302452","https://www.scopus.com/pages/publications/84874407038?origin=resultslist","The purpose of this paper is to draw upon concepts in communityoriented policing in order to explore the distribution of citizen watermonitoring organizations and their role in community environmental policing, in order to address the issue of environmental justice. The empirical portion of the analysis examines the distribution of these organizations across states, and the relationship of this distribution to social inequity. This study design is crosssectional in nature and examines the distribution and density of 1,308 citizen watermonitoring organizations across states. Ordinary least squares regression is used to examine the relationship between the density and social disadvantage while controlling for environmental enforcement patterns, rates of noncompliance, water quality, region of the country, water area, and coastal states. Race and ethnicity are negatively correlated with the density of watermonitoring organizations across states. Median household income is positively correlated with watermonitoring organizations across states. This paper suggests that community environmental policing is a response to ecological disorganization. More specifically, in the case of citizenled watermonitoring organizations it is critical that states with relatively large proportions of low income, black and Hispanic residents help provide resources to encourage the development of these community groups. This paper is the first to draw upon the ideas found in the communityoriented policing literature to examine watermonitoring organizations. While the literature suggests that collaborative efforts between state law enforcement agencies and watermonitoring organizations may help combat ecological disorganization, it is also the first study to suggest that environmental injustice could be an unintended drawback of community environmental policing. © 2013, Emerald Group Publishing Limited","Community environmental policing; Community oriented policing; Community policing; Environmental crime; Environmental governance; Environmental justice; Police strategies; United States of America; Water supply; Watermonitoring organizations","","Article","Final","","Scopus","2-s2.0-84874407038"
"Alan Roberson J.","Alan Roberson, J. (13606684600)","13606684600","Regulating nitrosamines now will be controversial","2012","Journal - American Water Works Association","104","9","","10","13","1","10.5942/jawwa.2012.104.0121","https://www.scopus.com/pages/publications/84869028809?origin=resultslist","It is expected that the US Environmental Protection Agency (USEPA) will announce a preliminary decision to regulate nitrosamines in drinking water in 2012, leading to potential controversies. Experts suggest that more explanation of the technical and policy issues is needed to address such developments. Regulation of nitrosamines can be controversial, as they have been under observation for a while based on the inclusion of five nitrosamines on the Third Contaminant Candidate List and six nitrosamines in UCMR2. One issue for the preliminary regulatory determination is the relative proportion of body weight against drinking water consumption for infants and toddlers. Experts suggest that regulating streamlines will be debatable at the minimum and the USEPA will face significant challenge in meeting the criteria for 'meaningful opportunity for risk reduction'.","","Water supply; Body weight; Candidate list; Policy issues; Regulatory determination; Risk reductions; US Environmental Protection Agency; Water consumption; Environmental Protection Agency","Article","Final","","Scopus","2-s2.0-84869028809"
"Wehrhahn R.; Helten M.; Bercht A.L.","Wehrhahn, Rainer (6701519316); Helten, Michael (55891680300); Bercht, Anna Lena (25958890900)","6701519316; 55891680300; 25958890900","Political ecology of potable water in Guangzhou: Actors and social vulnerabilities; [Politische Ökologie des Trinkwassers in Guangzhou: Akteure und soziale Verwundbarkeiten]","2013","Geographische Rundschau","65","10","","38","45","2","","https://www.scopus.com/pages/publications/84885936607?origin=resultslist","Drawing on the conceptual framework of political ecology, this paper aims to analyse the constantly shifting dialectic between dynamic urbanization processes, the production and distribution of potable water and the actors involved in the water sector based on the example of Guangzhou, a rapidly growing megacity in southern China. The focus is on the interrelationship between social, economic, political and ecological processes and structures at different scales as well as on conflicting interests between local potable water consumers, private and/or public water suppliers, city government and international companies. Research results indicate that on the one hand ongoing downscaling of governance to local authorities and privatization processes expand access to water supply and increase potable product diversity. However, on the other hand due to profit maximisation at the expense of quality assurance, to price increase and insufficient tap water quality access to safe potable water is not extensively ensured. The urban poor are vulnerable to contaminated water. Their prevalent usage of cheap but unsafe tap water is owing to deficient coping alternatives.","","China; Guangdong; Guangzhou; conceptual framework; drinking water; local government; megacity; political conflict; political development; research work; urbanization; vulnerability; water industry; water quality; water supply","Article","Final","","Scopus","2-s2.0-84885936607"
"Wanda E.M.M.; Gulula L.C.; Phiri G.","Wanda, Elijah M.M. (47661805900); Gulula, Lewis C. (55371055900); Phiri, Gift (60355937700)","47661805900; 55371055900; 60355937700","An appraisal of public water supply and coverage in Mzuzu City, northern Malawi","2012","Physics and Chemistry of the Earth","50-52","","","175","178","5","10.1016/j.pce.2012.09.010","https://www.scopus.com/pages/publications/84868494367?origin=resultslist","Literature on water supply and coverage is mixed about whether Malawi will achieve the MDGs by 2015. Mzuzu City is one of the most rapidly growing urban areas that is faced with public water supply and coverage challenges in Malawi. In view of this, an appraisal was done through documentation review, field visits and face to face interviews in order to evaluate problems of public water supply and coverage. It was observed that inequitable distribution of water points, unreliability of the water supply services and financial losses are some of the problems affecting public water supply in Mzuzu City. The financial losses were attributed to poor financial performance resulting from accrued debts by some individual customers and most government institutions, the board's reliance on loans for expansion of services which has led into more revenue being spent servicing the loan and accrued interests, and high levels of unaccounted for water. This study found out that only 17% of the study population has piped water in their dwelling homes and yards. It was also observed that 51% of the population accesses the water from community stand pipes supplied by the NRWB. This means that only 68% of the study population in Mzuzu City (mostly those from planned settlements) is covered by NRWB and 32% is not covered and relies on boreholes (13.6%), unprotected wells (16.5%) and rivers (1.9%) as sources of water. The percentage composition of the population not covered by NRWB is of great concern and threat to public health and safety. The study recommends that NRWB should ensure that available funds, which would otherwise have been paid out in form of interest, are used on projects in phases to improve water supply and coverage in Mzuzu City. The study also recommends that the government of Malawi should consider converting the NRWB's loans into grants in order to alleviate the NRWB's financial losses. Furthermore, the study recommends that the NRWB should equitably increase its customer base. © 2012 Elsevier Ltd.","Appraisal; Mzuzu City; Northern Region Water Board; Public water supply","Malawi; Mzuzu; Losses; Appraisal; Customerbase; Distribution of water; Face-to-face interview; Financial loss; Financial performance; Government institutions; Health and safety; Individual customers; Mzuzu City; Percentage composition; Public water supply; Unaccounted for water; Urban areas; Water boards; Water supply services; public health; safety; urban area; water management; water supply; Water supply","Article","Final","","Scopus","2-s2.0-84868494367"
"Teo C.-G.","Teo, C.-G. (7102502580)","7102502580","Fatal outbreaks of jaundice in pregnancy and the epidemic history of hepatitis e","2012","Epidemiology and Infection","140","5","","767","787","72","10.1017/S0950268811002925","https://www.scopus.com/pages/publications/84859297433?origin=resultslist","Space-time clustering of people who fall acutely ill with jaundice, then slip into coma and death, is an alarming phenomenon, more markedly so when the victims are mostly or exclusively pregnant. Documentation of the peculiar, fatal predisposition of pregnant women during outbreaks of jaundice identifies hepatitis E and enables construction of its epidemic history. Between the last decade of the 18th century and the early decades of the 20th century, hepatitis E-like outbreaks were reported mainly from Western Europe and several of its colonies. During the latter half of the 20th century, reports of these epidemics, including those that became serologically confirmed as hepatitis E, emanated from, first, the eastern and southern Mediterranean littoral and, thereafter, Southern and Central Asia, Eastern Europe, and the rest of Africa. The dispersal has been accompanied by a trend towards more frequent and larger-scale occurrences. Epidemic and endemic hepatitis E still beset people inhabiting Asia and Africa, especially pregnant women and their fetuses and infants. Their relief necessitates not only accelerated access to potable water and sanitation but also vaccination against hepatitis E. © Copyright Cambridge University Press 2012.","Hepatitis E; immunization (vaccination); public health microbiology; virus infection; water-borne infection","Africa; Asia; Disease Outbreaks; Europe; Female; Hepatitis E; History, 19th Century; History, 20th Century; History, 21st Century; Humans; Jaundice; Pregnancy; Pregnancy Complications, Infectious; World Health; hepatitis vaccine; awareness; cause of death; clinical feature; disease association; epidemic; geographic distribution; hepatitis E; Hepatitis E virus; human; infection prevention; infection risk; intermethod comparison; jaundice; mortality; outcome assessment; pregnancy; pregnancy outcome; pregnant woman; review; risk assessment; serodiagnosis; seroepidemiology; syndrome delineation; vaccine production; virus transmission","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84859297433"
"","","","2013 International Conference on Applied Science, Engineering and Technology, ICASET 2013","2013","Advanced Materials Research","709","","","","","0","","https://www.scopus.com/pages/publications/84880172780?origin=resultslist","The proceedings contain 204 papers. The special focus in this conference is on Microelectronics and Materials, Applied Chemistry and Chemical Engineering, Information Technology, Computer Engineering and Network Technology, Environmental Science and Management Engineering. The topics include: template synthesis and electrocatalytic properties of palladium hollow spheres; synthesis and characterization of ferrous tungstate nanoparticles; chemical methods for synthesizing gold nanoparticles; synthesis and characterization of triethanolamine borate; hydrophobic flexible silica aerogels felts fabricated by ambient pressure drying; the synthesis and purification of 4-Dimethylamino-N-Methyl -4-Stilbazolium tosylate; optimization of reaction conditions for preparing carboxymethyl cellulose guaze; aromatic components analysis of HongDao clam by HS-SPME and GC-MS; the influence of auxiliary chemicals on the decolorization of reactive blue dye by laccase; electrochemical synthesis of platinum-reduced graphene oxide hybrids for methanol oxidation; epitaxial graphene growth on 6H-SiC (0001) substrate by confinement controlled sublimation of silicon carbide; characterization and investigation of polyamide 6 nanotubes prepared by a novel solution wetting method; a comparative study of UHMWPE multifilament and aramid multifilament; avoidance test for the assessment of microbial degradation of PAHs; mechanism of the oxidation of iron; synthesis of viscosity-variable diverting-acid main agent and diverting performance evaluation; hot deformation behavior and microstructure of U720Li alloy; defects in germanium nanocrystals produced by ion implantation; effect of graphite degradation on thermal analysis cooling curve of ductile iron melt; grain growth behaviour of superalloy U720Li under continuous heating conditions; crystal growth and optical spectroscopy of ytterbium-doped lutetium orthophosphate; first-principle calculations for magnetism of Mn-doped graphene; ADP single crystal growth from solution in defined crystallographic direction; first-principle study on magnetic properties of TM-doped 6H-SiC; motion analysis of powder particle in plasma jet; study on moisture transfer properties of polyester-cotton fabric; the tensile and surface frictional property of soybean protein fibers; test and analysis of SPF pure yarn or SPF tencel blending yarn mechanics property; the mechanical property of milk protein fiber pure yarn and blended yarn; a study of wearabilities of softwarm heating warm fiber fabric; performance of newdal blended knitted fabrics; study on properties of blended fabrics containing phenolic fiber; research on aerodynamic characteristics of lateral jet control technology; research on aerodynamic characteristics of morphing aircraft with a telescopic wing; analysis and optimization of plastic parts moldflow based on mold flow; fault diagnosis of drilling process based on rough set and support vector machine; application of magnetic flux feedback control in hybrid suspension system; fast tool servo driven by electromagnetic force applied in freeform surfaces machining; study on marine diesel engine waste heat recovery system with multi-stage flash; pressure drop and apparent solids concentration inside a novel multi-regime riser; study on the buckling analysis of stiffened spherical shallow shell for gasholder roof; kinematic analysis of lunar exploration manipulator; application of fault tree analysis method in gas explosion accident; the calibration of piezoelectric phase-shifter based on the improved 2-D FTP; the design of an automatic golf collection robot; fatigue life of UAV airframe based on damage coefficient; new blind adaptive channel estimation schemes based on OFDM systems; new channel estimation schemes for MIMO-OFDM systems; a design of controller about LED landscape lamp; autonomous marine monitoring system based on energy convertor; the design of fish tank thermostat controller based on TC89C52; realization of the optimization of Dijkstra algorithm in vehicle navigation; automatic PID temperature control of thermoelectric cooler based on MSP430; design and implementation of mid-frequency magnetron sputtering power supply based on TL494 and MCU; the trust relay QKD network communication research; simulation research on instantaneous control in battery energy storage system; the design of a Rubik's cube robot; innovative teaching research on the course of intelligent control system and simulation; design of intelligent flushing system; design and production of AT89S52 microcontroller tachometer; the design of warehouse temperature and humidity monitoring system; decoupling suspension controller based on magnetic flux feedback; development research on cloud application program based on GFS; combining two detectors for object tracking; solvent extraction of uranium by laminar flow in microfluidic chips; research on non-manifold polyhedron from function-to-form mapping; depth from defocus using geometric optics regularization; image classification base on sparse representation with basis design; computer simulation of complex consecutive reaction kinetics; uniform blow-up rate for diffusion equation with a weighted localized source; image stereo matching based on multi-scale plane set; a novel image contrast restoration algorithm for fog; Bayesian estimation of gold index's change point of time series model; accelerating PQMRCGSTAB algorithm on xeon phi; sampling theorems of wavelet subspaces with M band in higher dimensions; application of three-dimensional modelling in the study of complex geological body; gauss-Newton iteration estimation to the parameters in nonlinear regression models; study on a rapid real-time feature extraction algorithm; using excel to evaluate shear strength parameters of soil; neuron classification based on semi-supervised FCM algorithm; a novel differentiate weight algorithm on heterogeneous network selection; efficient dynamic data possession checking in cloud computing; research of state-base object-oriented software testing; self-revised opinion leader list construction and influence analysis; cloud computing security analysis and reinforcement of hadoop environment; symmetric multiwavelet frames with general lattice; a robust image watermarking algorithm based on PCA and NN; flight control system for UAV based on simulink; distributed construction for power aware connected dominating set; analysis of the process of collapse in supervision control systems; ScanSAR mode sea ice image segmentation; reviews and a new angle of β coefficient prediction method; study on the property management problems and its countermeasures in small city of China; performance evaluation of private college teachers based on analytic hierarchy process (AHP); empirical research on roof reclamation by land-lost farmers in peri-urban areas of China; the analysis of a shares logistics enterprises' financing structure; research on improved shapley value based profit allocation of agricultural supply chain; application of intelligent decision support system in enterprise management; on the feasibility of introducing commercial insurance into major sports events; effect of China's Commercial Banks' Diversified Revenue on Performance; Optimal Pricing Problem of a Closed-Loop Supply Chain with Remanufacturing; research on impcact of interest rate marketization to SME financing; study of energy-saving reform in garment production enterprises; the reliability evaluation of power system based on uncertain linguistic information; the synthesis of cephalosporin intermediates THZ; studies on the biological characteristics of termitomyces albuminosus hypha; forecasting by applying the time series model; effects of water-soluble dietary fiber to wheat dough rheological properties; stress emotion recognition based on RSP and EMG signals; predictive efficiency comparison of ARIMA-time-series and the grey system GM(1,1) the expression of decoy receptor 3 in peripheral blood monocytes of rheumatoid arthritis patient; study on the function of miRNA-155 target using bioinformatics methods; the application of neural network in the bionic control system of an artificial heart based on neuroshell; effect of adding seeds during maceration on quality of wine from vitis vinifera CV. cabernet sauvignon; a epidemic model with inhomogeneity and mobility based on cellular automata; study on the degumming process of abelmoschus manihot (L.) medik by microwave-assisted treatment; graphene modified molecular imprinted electrochemical sensor for specific recognition of bovine serum albumin; removal of silica bodies on oil palm empty fruit bunch surfaces and application for biogas production; environment pollutant standard: the production planning within certain pollution; bioavailability of vanadium in alfalfa in V-Cd contaminated soil; applying AHP and maximal value normalization to evaluate intensity of urban land use in Sujiatun District, Shenyang City; analysis of agarwood waste at different pre-treatment for silica xerogel production; applying ecological niche suitability model to evaluate land-use fitness; study on environmentally-friendly snow-melting agents application; classification and prediction of economic losses - storm surge disasters in Guangdong province of China; influence of rainfall infiltration on landslide treatment engineering; preliminary study of groundwater pollution about sewage irrigation at Malong county; review of key technique research on the field of vegetation restoration in beach wetlands and the research of decentralized wastewater treatment mode in rural areas in China.","","","Conference review","Final","","Scopus","2-s2.0-84880172780"
"Weeks J.R.; Hill A.G.; Stoler J.","Weeks, John R. (57193465756); Hill, Allan G. (7403278677); Stoler, Justin (26533535500)","57193465756; 7403278677; 26533535500","Introduction to the Accra School: An Overview of Health, Poverty, and Place in Accra","2013","GeoJournal Library","110","","","3","23","1","10.1007/978-94-007-6732-4_1","https://www.scopus.com/pages/publications/84940677922?origin=resultslist","Most of the future growth of population in the world is expected to take place in cities of developing countries. This fact alone provides a rationale for this volume, but there are also broad policy and programmatic reasons for our interest in the demography, health and well-being of urban centers in low income countries. Cities in developing countries are the power-houses of national economic growth, not least because they contain some of the most skilled, best educated and economically productive people in their respective countries. Despite these advantages, there are major threats to the future success of such cities, including those related to governance, provision of water, sanitation and housing, as well as the emergence of stark inequalities in income, wealth, and health. These issues offer challenges to our knowledge and understanding of the processes of urbanization and economic growth, provoking comparisons with the late nineteenth and early twentieth century transitions in health, mortality, fertility and economic activity in the industrializing cities of northwest Europe and North America. Today’s high income countries are struggling with the administration and financing of their modern welfare states, while leaders in low income countries are casting around for equitable solutions that produce full employment and rising incomes without leaving large sections of the population impoverished and resentful of the success of their neighbors. © 2013, Springer Science+Business Media Dordrecht.","African City; Land Cover Class; Neighborhood Context; Reproductive Health; Satellite Imagery","","Book chapter","Final","","Scopus","2-s2.0-84940677922"
"Sham C.H.; Weidman R.; Rooke J.","Sham, Chi Ho (6701587011); Weidman, Rebecca (53873338500); Rooke, Jaime (56078322200)","6701587011; 53873338500; 56078322200","Operational and economic impacts of hurricane Irene on drinking water systems","2013","Sustainable Water Management Conference 2013","","","","","","0","","https://www.scopus.com/pages/publications/84896670836?origin=resultslist","Regular Planning: Drinking water systems reported that having an upto-date emergency response plan was critical. A checklist provided a quick evaluation method to make sure preparations were ready. Power: Drinking water systems that had developed comprehensive emergency power plans that incorporated communication protocols for internal and external power sources found that they were able to deal with power issues efficiently and avoid prolonged power outages. Communication: Survey respondents indicated that having established clear channels of communication with regulators, neighboring drinking water systems, other utilities, media outlets, and other local emergency responders prior to the storm was invaluable during and following the hurricane. Phone/telemetry systems were often a large problem. Incident Command Structure (ICS): Drinking water systems identified their ICS as an important resource for responding to storm events. Regularly updating their ICS, keeping staff wellinformed about their ICS and making sure that all roles are taken seriously were identified as critical actions for being prepared for an emergency. Utilities learned where to place their ICS so that it was not heavily impacted by the storm. Adequate power for communication is fundamentally important. Staffing: Emergency situations often require additional staff, additional time from existing staff, and in some cases, contract staff or vendors in order to respond to an emergency situation. Utilities prepared special schedules to make sure staff could be rotated. Food and cots for sleeping were available in case roads were closed. Road Blocks: A major obstacle that many survey respondents faced was road closures. Respondents recommended including evacuation and alternate access routes to assist crews during emergency situations. Infrastructure Maintenance: Survey respondents recommended timely infrastructure maintenance and replacement as key to maintaining the resiliency of infrastructure and reducing damages during a major storm event such as a hurricane. Take Advantage of Resources: Neighboring water utilities were often able to successfully provide assistance to smaller drinking water systems by loaning them equipment, such as generators, during and after Hurricane Irene. The AWWA Water and Wastewater Agency Response Networks (WARN) was very effective at helping utilities coordinate help across several states. Partnerships with utilities, public works, and public service providers in neighboring towns can help supplement the local availability of emergency assistance. Documenting Lessons Learned: Documenting successes and failures in an ""After Action Report"" immediately following an emergency event can act as a record of damages, infrastructure capacity, response protocols, recommendations for future emergencies and improvements. Financial Assistance and FEMA: Drinking water systems found that it was important to coordinate with the appropriate entities to determine the primary FEMA contact and to establish clear lines of communication to keep all parties informed of the process. Drinking water systems reported that FEMA reimbursement arrived several months after costs were incurred. Drinking water systems can anticipate this kind of delay in their business continuity plans in order to maintain drinking water services. Insurance. Insurance coverage may affect emergency fund relief eligibility. Sitting down with an insurance agent may help drinking water systems prepare financially for future emergency costs.","","Hurricanes; Insurance; Intelligent control; Maintenance; Outages; Roads and streets; Storms; Surveys; Water conservation; Water management; Waterworks; Business continuity plans; Channels of communication; Drinking water systems; Emergency responders; Emergency response plans; Financial assistance; Infrastructure maintenance; Water and wastewater; Emergency services","Conference paper","Final","","Scopus","2-s2.0-84896670836"
