"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hanson G.","Hanson, G. (57213703357)","57213703357","Mitigating megaquake disaster risks and aftermath outcomes by disruptive technologies","2018","11th National Conference on Earthquake Engineering 2018, NCEE 2018: Integrating Science, Engineering, and Policy","4","","","2465","2468","0","","https://www.scopus.com/pages/publications/85085527704?origin=resultslist","Lessons learned from recent earthquakes, post-earthquake assessment and response to U.S. infrastructure deficits (both static & mobile) greatly inhibit future catastrophic earthquake (Mw 7 or Mw 8, respectively) response, relief, recovery & restoration (4R) capabilities, however a convergence of emerging technologies and the integration of new best management practices (BMP's) can mitigate these catastrophic earthquake disaster risks, costs and the aftermath outcomes. The current state of U.S. earthquake disaster preparedness for post-event 4R capabilities are inadequate; but could be vastly improved through the urgent investment in presently available technologies and the convergence of those technologies with ongoing static and mobile infrastructure retrofits, disaster planning, emergency response policies & future operational BMP's' Furthermore, public / private partnership (3P) models involving federal, state and local bodies working in close coordination with the expertise and innovative developments sourced from the private sector could achieve breakthrough results. These efforts will be needed in order to expedite the availability and mobilization of the required new technological assets, enhance disaster planning & policies and to provide greater societal resiliency & improved sustainability by solving “weakest-link” problems within the various built systems that must be in place before any such 'new' U.S. very large earthquake events occur. Several regions of the U.S. are susceptible to a catastrophic earthquakes, with a variety of historical reoccurrence timelines - the West Coast, Alaska and a large portion of Middle America - with the geological event infrequency within modern built environments contributing to the increased risk of catastrophic disaster outcomes and aftermaths; due to both the general public and government leadership losing their sense of urgency regarding preparation for any such catastrophic events and the array of possible, if not probable, 'cascading failures' of inter-dependent modern societies that rely upon the linkages of transportation systems, electrical systems, water & sanitation systems, food, and fuel distribution and logistics, communications, law enforcement, fire suppression of built infrastructure and wildland scenarios, etc. Disruptive new technologies have been developed that will greatly enhance early site access, response times, firefighting capabilities and establishment of early temporary housing. © 2018 11th National Conference on Earthquake Engineering 2018, NCEE 2018: Integrating Science, Engineering, and Policy. All rights reserved.","","Disaster prevention; Earthquake engineering; Earthquakes; Engineering geology; Investments; Risk assessment; Risk perception; Sanitation; Technology transfer; Uncertainty analysis; Best management practices; Catastrophic earthquake; Disruptive technology; Earthquake disaster; Emerging technologies; Mobile infrastructure; Public/private partnerships; Transportation system; Emergency services","Conference paper","Final","","Scopus","2-s2.0-85085527704"
"Mwihaki N.J.","Mwihaki, Nyika Joan (57195473612)","57195473612","Decentralisation as a tool in improving water governance in Kenya","2018","Water Policy","20","2","","252","265","26","10.2166/wp.2018.102","https://www.scopus.com/pages/publications/85046667661?origin=resultslist","Water governance remains barely understood in Kenya, despite the fact that water scarcity is endemic in the country. This study focuses on the role of decentralisation in water and sanitation services delivery in two sub-counties: Kiambu and Thika. The study uses primary data from a survey involving 766 respondents and secondary evidence from water agencies’ records. Findings point to the need to adopt decentralisation particularly in stakeholder participation on water issues, power and role distribution in the Kenyan water sector. Decentralisation trends have been shown to enhance accountability, acceptance of pluralistic trends, and efficient and effective service delivery. Water policy revisions, enforcement and the proactive nature of water users are also prerequisites to better water and sanitation services delivery, if sustainable water management will be realised in the near future. © IWA Publishing 2018.","Decentralisation; Delivery; Governance; Policies; Sanitation services; Water; Water access","","Article","Final","","Scopus","2-s2.0-85046667661"
"Wanjiru E.; Xia X.","Wanjiru, Evan (56896132300); Xia, Xiaohua (56483354500)","56896132300; 56483354500","Sustainable energy-water management for residential houses with optimal integrated grey and rain water recycling","2018","Journal of Cleaner Production","170","","","1151","1166","56","10.1016/j.jclepro.2017.09.212","https://www.scopus.com/pages/publications/85031941399?origin=resultslist","South Africa is a semi-arid developing country facing water and energy insecurity. There are colossal challenges in reliably providing these resources amid growing population, increased urbanization and improved living standards causing increased demand for these resources. Development of new supply centralized systems comes at an exorbitant cost, whereas decentralized systems are touted as an attractive alternative. Grey water recycling and rain water harvesting at buildings level is such an alternative that can provide water for non-potable uses. However, there are technological challenges of optimally operating such systems while ensuring efficient use of associated energy. This paper introduces two control strategies; open loop optimal control and closed-loop model predictive control (MPC) strategies aimed at ensuring safe and reliable operation of the grey water recycling and rain water harvesting system while efficiently using associated energy. From the case study, the proposed system with either control strategy can save the cost of water and waste water by up to 32.3% and 29.5% respectively, while leading to 35.7% in energy cost savings and 31.5% in total operational cost savings in a month. Adoption of these systems would have a huge environmental effect in reducing demand for sewerage services, conservation of water hence reducing demand for potable water as well as increasing the energy efficiency. Furthermore, the system would increase the reliability and security of water supply. Despite the benefits, the system does not pay within its lifetime and therefore, government intervention is required so as to make it economically attractive. High cost of implementation coupled with low potable and waste water tariffs harbour adoption of these systems. Appropriate regulations, policies, incentives and public education are necessary to support such novel technologies in ensuring resource conservation, efficiency and security are achieved. © 2017 Elsevier Ltd","Demand side management; Energy-water nexus; Grey water; Life cycle cost analysis; Optimal control; Rain water harvesting","Cost benefit analysis; Costs; Demand side management; Developing countries; Electric utilities; Energy efficiency; Harvesting; Life cycle; Model predictive control; Potable water; Predictive control systems; Rain; Runoff; Wastewater reclamation; Water conservation; Water management; Water supply; Energy-water nexus; Grey waters; Life cycle cost analysis; Optimal controls; Rain water harvesting; Water recycling","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85031941399"
"Gastelum J.R.; Krishnamurthy G.; Ochoa N.; Sibbett S.; Armstrong M.; Kalaria P.","Gastelum, Jesus R. (23012207300); Krishnamurthy, Ganesh (57201503565); Ochoa, Nemesciano (57201499025); Sibbett, Shane (56711184000); Armstrong, Margie (57201503548); Kalaria, Parag (57201503610)","23012207300; 57201503565; 57201499025; 56711184000; 57201503548; 57201503610","The Use of System Dynamics Model to Enhance Integrated Resources Planning Implementation","2018","Water Resources Management","32","7","","2247","2260","20","10.1007/s11269-018-1926-4","https://www.scopus.com/pages/publications/85045140692?origin=resultslist","Elsinore Valley Municipal Water District (EVMWD), like many other water agencies in southern California, relies heavily on imported water supply. The uncertainty associated with reliable imported water supplies due to drought conditions and climate change, and the increasing cost of imported water are areas of concern for EVMWD. Considering these conditions, EVMWD, which serves one of the fastest growing regions within Riverside County, embarked upon the development of its first Integrated Resources Plan (IRP) – a long term strategy for providing reliable water supplies to its growing customer base. The IRP’s evaluation methodology consists of three steps: Identification of potential water supply projects, project evaluation, and recommendation of a water supply portfolio comprised of the specific projects. A System Dynamics (SD) Water Resources Decision Support System (WRDSS) was used to evaluate different scenarios and examine EVMWD’s vulnerability to risks such as water supply shortage, and changes to water quality and/or water demand projections. Even though SD has been extensively applied to many water resources planning modeling efforts, based on our literature review, there is not a documented case of SD modeling applied to an IRP project. The recommended water supply portfolio represents the most cost effective option. It meets the forecasted long term deficit and provides the best reliability while providing good quality water supplies to EVMWD’s customers. The recommended water supply portfolio will be implemented using an adaptive management approach to adjust to changing conditions, coupled with long-range resource management policies that optimize water supply and storage assets in times of both drought and surplus. © 2018, Springer Science+Business Media B.V., part of Springer Nature.","Decision support system; Elsinore Valley Municipal Water District; Imported water; Integrated resources planning; System dynamics","California; United States; Artificial intelligence; Climate change; Cost effectiveness; Decision support systems; Drought; Project management; Quality control; Risk perception; System theory; Water quality; Water supply; Zoning; Evaluation methodologies; Integrated resources planning; Municipal water; Potential water supply; Resource management policy; System Dynamics; Water demand projections; Water resources planning; integrated approach; modeling; policy implementation; resource management; water planning; water resource; water supply; Water resources","Article","Final","","Scopus","2-s2.0-85045140692"
"Mondal D.; Chowdhury S.; Basu D.","Mondal, Debabrata (39962120700); Chowdhury, Sarthak (36025009400); Basu, Debabrata (51664588900)","39962120700; 36025009400; 51664588900","Role of panchayat (Local self-government) in managing disaster in terms of reconstruction, crop protection, livestock management and health and sanitation measures","2018","Natural Hazards","94","1","","371","383","11","10.1007/s11069-018-3393-x","https://www.scopus.com/pages/publications/85048773698?origin=resultslist","The Panchayati Raj Institution is a statutory body elected by the local people through a well defined democratic process with specific responsibilities and duties. It is the most appropriate institution from village to the district level. The role of Panchayats (local self governing institutions) is important in view of their proximity to the local community, universal coverage and enlisting people’s participation on an institutionalized basis. Panchayat and municipalities are local governing institutions in countries like India, have a constitutional mandate under the 73rd and 74th constitutional amendments Act. Apart from the proper implementation of different ongoing developmental programmes, the panchayat system has to play pivotal roles in respect of natural as well as man-made disaster management. In India, Particularly in West Bengal the village level Disaster Management Committee is headed by ward members of gram panchayat. The Panchayati Raj Institutions provide adequate space to the weaker section of the communities at its three levels, i.e. village, block and district. Good governance can be an instrumental feature in poverty reduction. This study was undertaken in cyclone affected areas in West Bengal to assess the role of panchayat in disaster management. The empirical study revealed that main role performed by the panchayat in respect of disaster was reconstruction of damaged houses, crop protection measures, livestock management, health and sanitation measures. Besides these broad aspects, the panchayats officials also organized health camp, involved in rescue operation, arranging temporary shelters and so on as disaster management operation. Total 60 gram panchayat officials and 150 villagers were selected randomly as respondents for the present investigation. The data were analysed into mean score, rank position and spearman correlation coefficient to achieve the objectives. The findings of the study indicated that significant differences were observed on the opinion of the villagers and officials on reconstruction of houses and health and sanitation measures. The roles performed by the local self-government in disaster management were very poor. There was absolutely lack of involvement of people’s representative. Therefore, adequate supports are suggested on these aspects from the representatives in association with higher authorities. © 2018, Springer Nature B.V.","Crop protection; Disaster; Health and sanitation; Panchayat; Reconstruction; Spearman correlation coefficient","India; crop production; cyclone; disaster management; livestock farming; local government; natural disaster; reconstruction; sanitation; self government; village","Article","Final","","Scopus","2-s2.0-85048773698"
"Perera D.; Lund R.; Swahnberg K.; Schei B.; Infanti J.J.; Darj E.; Lukasse M.; Bjørngaard J.H.; Joshi S.K.; Rishal P.; Koju R.; Pun K.D.; Wijewardena K.; Muzrif M.M.; Campbell J.C.","Perera, Dinusha (56896886900); Lund, Ragnhild (7103150509); Swahnberg, Katarina (55664730100); Schei, Berit (7006767948); Infanti, Jennifer J. (55898574500); Darj, Elisabeth (6701509612); Lukasse, Mirjam (55965698400); Bjørngaard, Johan Håkon (57192185730); Joshi, Sunil Kumar (55466287200); Rishal, Poonam (56897279900); Koju, Rajendra (14043751300); Pun, Kunta Devi (55251954600); Wijewardena, Kumudu (6602242623); Muzrif, Munas M. (56897220300); Campbell, Jacquelyn C. (35499524200)","56896886900; 7103150509; 55664730100; 7006767948; 55898574500; 6701509612; 55965698400; 57192185730; 55466287200; 56897279900; 14043751300; 55251954600; 6602242623; 56897220300; 35499524200","'When helpers hurt': Women's and midwives' stories of obstetric violence in state health institutions, Colombo district, Sri Lanka","2018","BMC Pregnancy and Childbirth","18","1","211","","","63","10.1186/s12884-018-1869-z","https://www.scopus.com/pages/publications/85048293786?origin=resultslist","Background: The paper explores how age, social position or class, and linguistic and cultural background intersect and place women in varying positions of control and vulnerability to obstetric violence in state health institutions in Colombo district, Sri Lanka. Obstetric violence occurs during pregnancy, childbirth and the immediate postpartum period; hence, it is violence that directly affects women. The authors aim to break the traditional culture of silence around obstetric violence and bring attention to the resulting implications for quality of care and patient trust in obstetric care facilities or providers. Methods: Five focus group discussions were held with 28 public health midwives who had prior experience working in labor rooms. Six focus group discussions were held with 38 pregnant women with previous childbirth experience. Additionally, 10 of the 38 women, whom felt they had experienced excessive pain, fear, humiliation, and/or loss of dignity as patients in labor, participated in individual in-depth interviews. An intersectional framework was used to group the qualitative data into categories and themes for analysis. Results: Obstetric violence appears to intersect with systems of power and oppression linked to structural gender, social, linguistic and cultural inequities in Sri Lanka. In our dataset, younger women, poorer women, and women who did not speak Sinhala seemed to experience more obstetric violence than those with relevant social connections and better economic positions. The women in our study rarely reported obstetric violence to legal or institutional authorities, nor within their informal social support networks. Instead, they sought obstetric care, particularly for childbirth, in other state hospitals in subsequent pregnancies. Conclusions: The quality of obstetric care in Sri Lanka needs improvement. Amongst other initiatives, policies and practices are required to sensitize health providers about the existence of obstetric violence, and repercussions are required for abusive or discriminatory practices. The ethics of care should be further reinforced in the professional training of obstetric health providers. © 2018 The Author(s).","Intersectionality; Obstetric violence; Sri Lanka; State health institutions","Adult; Attitude of Health Personnel; Delivery, Obstetric; Exposure to Violence; Female; Focus Groups; Humans; Maternal Health Services; Midwifery; Nurse Midwives; Parturition; Pregnancy; Pregnant Women; Public Facilities; Qualitative Research; Quality of Health Care; Sri Lanka; Trust; Violence; adolescent pregnancy; age; Article; childbirth; clinical article; cultural factor; delivery room; fear; female; gender; health care facility; health care quality; human; human dignity; interview; labor; language; midwife; obstetric procedure; obstetric violence; pain; pregnancy; pregnant woman; public health; qualitative analysis; social status; social support; Sri Lanka; adult; birth; exposure to violence; health personnel attitude; information processing; maternal health service; midwife; nurse midwife; obstetric delivery; procedures; psychology; qualitative research; sanitation; Sri Lanka; standards; trust; violence","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85048293786"
"Vijay D.; Ghosh D.","Vijay, Devi (55366647600); Ghosh, Debabrata (57208288661)","55366647600; 57208288661","The Sabar Shouchagar Project (toilets for everyone): making Nadia District the first open-defecation-free district in India","2018","Emerald Emerging Markets Case Studies","8","1","","1","25","2","10.1108/EEMCS-03-2017-0061","https://www.scopus.com/pages/publications/85062863951?origin=resultslist","Subject area: Public Sector Management. Study level/applicability: MBA or postgraduate program courses in public policy and management. MBA or postgraduate program courses on social innovation, social entrepreneurship and public or collective entrepreneurship. Management development programs for public policy professionals, non-governmental organizations and social enterprises. Case overview: Despite several country-wide campaigns to improve sanitation levels, India continues to be the country with the highest number of people, over 600 million, practicing open defecation. This case outlines the Sabar Shouchagar Project (Toilets for Everyone) undertaken by the District Administration of Nadia District in West Bengal that transformed the region into the first open-defecation-free district in India. The case begins with providing the context of the problem of open defecation, why it has been hard to eliminate and how undertaking a project to eliminate open-defecation-free practices has myriad institutional and economic challenges. The case then details the conceptualization and execution of the complex Sabar Shouchagar Project which involved a loose coalition of various state programs and civil society organizations. The case ends with questions on the continuity of this project beyond the tenure of the current District Magistrate and on the replicability of such an ambitious project in other parts of the country. The setting of this case, a government agency, is different than most cases and provides an opportunity for students to talk about a state agency and its interstices with civil society. This case explores how to create change through large government machinery and allows the student to explore aspects of social mobilization, social change and social innovation. If taught within a postgraduate or MBA program, the case would serve well to dispel stereotypes and biases about government bureaucracies (such as slow timelines, limited efficacy of projects and so on). Expected learning outcomes: After discussion and analysis of the case, students will be able to: appreciate how administrators within a large government bureaucracy address an ambitious and complex public health issue in a developing world context. Understand the on-the-ground challenges that arise when a change agent pursues a worthwhile goal. There are difficulties such as getting resources beyond what a government office has access to, getting alignments between different key actors within the local community and forging coalitions. Understand initiatives for social transformation within a developing country context. Specifically, the case unpacks the cultural, political, economic contexts that determine how social innovations may be pursued. Understand capacity-building and change management. Evaluate efforts required to sustain social change efforts and the challenges and pathways with respect to replication of successful social change projects in other geographies. Appreciate the design of civic engagement practices in public policy implementation. Supplementary materials: Teaching Notes are available for educators only. Please contact your library to gain login details or email www.support@emeraldinsight.com to request teaching notes. Subject Code: CSS: 10: Public Sector management. © 2018, Emerald Publishing Limited.","Public administration; Social enterprise; Stakeholder management","","Article","Final","","Scopus","2-s2.0-85062863951"
"Cheng S.; Li Z.; Uddin S.M.N.; Mang H.-P.; Zhou X.; Zhang J.; Zheng L.; Zhang L.","Cheng, Shikun (45661119600); Li, Zifu (55854305300); Uddin, Sayed Mohammad Nazim (55834662800); Mang, Heinz-Peter (37066141300); Zhou, Xiaoqin (55987226100); Zhang, Jian (57195728904); Zheng, Lei (57188708816); Zhang, Lingling (55709109400)","45661119600; 55854305300; 55834662800; 37066141300; 55987226100; 57195728904; 57188708816; 55709109400","Toilet revolution in China","2018","Journal of Environmental Management","216","","","347","356","191","10.1016/j.jenvman.2017.09.043","https://www.scopus.com/pages/publications/85029635538?origin=resultslist","The wide-spread prevalence of unimproved sanitation technologies has been a major cause of concern for the environment and public health, and China is no exception to this. Towards the sanitation issue, toilet revolution has become a buzzword in China recently. This paper elaborates the backgrounds, connotations, and actions of the toilet revolution in China. The toilet revolution aims to create sanitation infrastructure and public services that work for everyone and that turn waste into value. Opportunities for implementing the toilet revolution include: fulfilling Millennium Development Goals and new Sustainable Development Goals; government support at all levels for popularizing sanitary toilet; environmental protection to alleviate wastewater pollution; resource recovery from human waste and disease prevention for health and wellbeing improvement. Meanwhile, the challenges faced are: insufficient funding and policy support, regional imbalance and lagging approval processes, weak sanitary awareness and low acceptance of new toilets, lack of R&D and service system. The toilet revolution requires a concerted effort from many governmental departments. It needs to address not only technology implementation, but also social acceptance, economic affordability, maintenance issues and, increasingly, gender considerations. Aligned with the ecological sanitation principles, it calls for understanding issues across the entire sanitation service chain. Public-private partnership is also recommended to absorb private capital to make up the lack of funds, as well as arouse the enthusiasm of the public. © 2017 The Authors","Challenge; China; Opportunities; Sanitation; Toilet revolution","China; Conservation of Natural Resources; Humans; Public Health; Sanitation; Toilet Facilities; China; Environmental protection; Sustainable development; Challenge; China; Government supports; Infrastructure services; Millennium development goals; Opportunity; Public services; Toilet revolution; Wastewater pollution; Wide spreads; domestic waste; ecosystem health; environmental economics; environmental issue; environmental protection; governance approach; public service; public-private partnership; sanitation; sustainable development; technological development; wastewater treatment; Article; China; environmental protection; sanitation; waste water; water pollution; China; human; public health; sanitation; Sanitation","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85029635538"
"Felisilda M.J.B.; Asequia S.J.C.; Encarguez J.R.P.; Galarpe V.R.K.R.","Felisilda, Ma. Judith B. (57210258278); Asequia, Shaira Julienne C. (57210255945); Encarguez, Jhane Rose P. (57210261290); Galarpe, Van Ryan Kristopher R. (55793105200)","57210258278; 57210255945; 57210261290; 55793105200","Sociodemographic of two municipalities towards coastal waters and solid waste management: The case of Macajalar Bay, Philippines","2018","EnvironmentAsia","11","3","","182","202","8","10.14456/ea.2018.47","https://www.scopus.com/pages/publications/85070113346?origin=resultslist","Dumping of solid waste and unstable coastal water quality has become a rising issue in the Philippines coastal zones. Thus, this study was conducted to investigate two coastal municipalities’ (Opol and Jasaan) perception towards coastal waters (CW) and solid waste management (SWM) along Macajalar bay, Philippines. Sociodemographic indicators of the 180 residents and how this influenced their level of knowledge-awareness-practices (KAP) towards CW and SWM were determined using modified survey questionnaire. Purposive sampling was employed to communities residing adjacent to coastal waters. Both quantitative (One-Way ANOVA and T-test for unequal variances at α-0.05) and qualitative analyses were utilized to extrapolate conclusions. Present findings revealed varying sociodemographic indicators influencing KAP. Opol coastal residents level of knowledge and practices were influenced by gender (K:p-0.0314; P:p-0.0155) and age (p-0.0404), whereas level of awareness was influenced by age (p-0.0160), length of residency (p-0.0029), and educational attainment (p-0.0089). Distinctively, Jasaan coastal residents’ gender influenced the level of knowledge (p-0.0223) and practices (p-0.0172), whereas awareness was influenced by educational attainment (p-0.0383). Overall, sociodemographic response revealed higher level of knowledge and awareness towards preservation of CW. However, low levels of practices in both municipalities towards SWM were determined as evidenced by anthropogenic inputs to coastal water (dumping of solid waste, animal waste and domestic wastewater). In return this exerts pressure to Macajalar Bay. Present study can support policy enforcement in identifying opportunities for building positive connections of the social and biophysicochemical aspects in the bay. © 2018, Thai Society of Higher Eduation Institutes on Environment. All rights reserved.","Coastal water; Macajalar bay; Sociodemographic; Solid waste management","Macajalar Bay; Philippines; Animalia; coastal water; knowledge; questionnaire survey; residential location; socioeconomic status; solid waste; variance analysis; waste management","Article","Final","","Scopus","2-s2.0-85070113346"
"Zaragoza-Martí M.F.","Zaragoza-Martí, Maria F. (57204786811)","57204786811","The effects of environmental globalization on water resources: In search of the human right to water","2018","WIT Transactions on the Built Environment","179","","","23","34","0","10.2495/UG180031","https://www.scopus.com/pages/publications/85057184970?origin=resultslist","The logic started with the Industrial Revolution, which has reached its maximum expression with market globalization, is implacable on a global scale. We coexist with climate change, with the ozone layer hole, with biodiversity loss and a dwindling of energy resources, with difficulties to match social cycles to economic ones, with new pathologies associated with lifestyle and with the progressive decline in the urban environment. One of the sectors where more damaging effects take place is water resources, as this turning into a source of war, political and legal conflicts, since they are scarce, especially in those countries where access to water is not guaranteed. Thus, thanks to an eminently legal methodology and from the perspective of the new water culture, the main objective of such a study is to know the regulatory status of the right to water and to sanitation at an international level, as a driver for ecodevelopment and sustainable economy in cities. In light of the results, no legal and State-binding regulation may currently be found that guarantees universal access to water and sanitation on an equal footing and with no discrimination. As such, the moment has come to recognize the right to water as a basic human right for individual and social development and for urban economics, as an essential precondition for the development of other human rights. This is to be done with an international, cooperative and legally-binding action that will answer to wake-up call regarding the global effects of the modern economic growth on the environment in general, but especially on natural resources. © 2018 WIT Press.","Climate change; Ecodevelopment; Human right; Natural resources; Right of water; Sustainable economy","","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85057184970"
