title,authors,year,doi,url,abstract,database,search_id
"Flood and Drought Resilience Measurement at Andir Urban Village, Indonesia",Sudradjat A.; Nastiti A.; Barlian K.; Angga M.S.,2020,10.1051/e3sconf/202014806005,https://www.scopus.com/pages/publications/85079740221?origin=resultslist,"Flooding and drought are two of the most common environmental problems in Andir Urban Village due to its location near a tributary of the Citarum River, its concave geographic structure, and excessive groundwater usage. Traditional approaches that focus on constructing water management structures cannot provide a sustainable solution to these persistent problems in Andir. Thus, increasing resilience in dealing with flooding and drought effectively from different aspects is important. This study uses the Flood Resilience Index (FRI) via several indicators divided into five aspects, i.e., natural, physical, economic, social, and institutional. The Drought Resilience Index (DRI) measures the reliability and vulnerability of clean water supply and demand for local residents. The flood resilience level of Andir Urban Village is low with an FRI of 2.69/5, while the drought resilience level of Andir Urban Village is very low with a DRI of only 2.565/10. The measurements of FRI and DRI in a developing country needs to be done carefully by developing local indicators that are unique and relevant to the country's setting. © 2020 The Authors, published by EDP Sciences.",Scopus,SEARCH_026
Microbial potentiometric sensor: A new approach to longstanding challenges,Burge S.R.; Hristovski K.D.; Burge R.G.; Hoffman D.A.; Saboe D.; Chao P.; Taylor E.; Koenigsberg S.S.,2020,10.1016/j.scitotenv.2020.140528,https://www.scopus.com/pages/publications/85087281235?origin=resultslist,"The underlying hypothesis of this study is that simple potentiometric measurements between sensing electrodes and a shared reference electrode - Microbial Potentiometric Sesnor (MPS) system - can be employed in a long-term, continuous mode of operation to resolve the spatial and temporal changes in environmental systems. To address the hypothesis, (1) a conceptual description of the MPS system and its postulated principle of operation are provided; (2) the MPS system performance is documented under controlled laboratory conditions; and (3) the capabilities of the MPS system are documented under quiescent and dynamic field condition. In a laboratory setting, the variability among different MPS signals was insignificant confirming the postulated high accuracy and reproducibility of the sensor performance. It also demonstrated statistically significant correlations with dissolved oxygen (DO) and oxidation-reduction potential (ORP) sensors, while showing capabilities of operating under anoxic and anaerobic conditions. Regardless of their locations in the model wetland system, three MPS sensors functioned without interruption and cleaning for a period >2 years, and thus demonstrating long-term durability of the MPS technology. In real batch-wastewater treatment facility, the deployed MPS system signals were able to describe the organic carbon trends and correlate with each treatment phase in a cycle. Data reproducibility and reliability exceeded the expectations better describing the carbon treatment levels than the DO and ORP sensors (p < 4.4 × 10−162 vs phase adjusted p < 3.0 × 10−58). While MPS signals correlate with specific parameters that describe the local process or environments, it is more prudent to employ both the magnitude and pattern of a composite signal like the MPS signal describe the change to reflect any shift in the local environment. When compared to a baseline pattern, this change in signal magnitude and pattern reveals important information that can be employed to tailor and optimize any condition or process which involves microorganisms. © 2020 Elsevier B.V.",Scopus,SEARCH_026
Intermittent electro field regulated mutualistic interspecies electron transfer away from the electrodes for bioenergy recovery from wastewater,Wang B.; Liu W.; Zhang Y.; Wang A.,2020,10.1016/j.watres.2020.116238,https://www.scopus.com/pages/publications/85088958633?origin=resultslist,"Lately, extracellular electron transfer (EET) is widely disclosed on the surface of the bioelectrodes, and conductive (bio)carriers involved in anaerobic biodegradation/biosynthesis. By electrostimulation, microbial consortia colonize the electrodes and accelerate substrate (waste/wastewater) metabolization on the bioanode or biosynthesize value-added products (methane, acetate, etc.) on the biocathode. However, the connections and contributions of planktonic microbial communities have not been effectually understood. Herein, electromethanogenesis were comprehensively investigated in response to different driving-force modes: intermittent electric field applied by manual on-off or natural solar power and continuous electrical field. Intermittent modes implied preferable electron transfer efficiency, higher methane yield and energy recovery efficiencies from wastewater by the microbes in the bulk solutions. Microbial community analysis revealed that less electroactive microorganisms and acetotrophic methanogens in the bulk solutions were accommodated under the intermittent modes than the continuous electrical field, whereas more fermentative bacteria and hydrogenotrophic methanogens evolved in the intermittent driving modes, implying that the interspecies electron transfer both on and away from the electrodes were favorably regulated. Redundancy and network analysis proved that more complicated ecological interactions were shown in the bulk solutions with the periodic on/off of electrical field. These results hinted that the electrostimulation effectively regulated EET bacteria, even in the bulk solutions, while more efficient electron flow to methane through interspecies electron transfer was developed during the intermittent driving regulation. © 2020 Elsevier Ltd",Scopus,SEARCH_026
Travel preparation and health risks in Dutch and Belgian medical students during an elective in low- or middle-income countries: A prospective self-reporting cohort study,Vlot J.A.; Blanter A.I.; Jonker E.F.F.; Korse N.S.; Hack E.; Visser L.G.; Soonawala D.,2020,10.1016/j.tmaid.2020.101779,https://www.scopus.com/pages/publications/85088787187?origin=resultslist,"Background: Medical schools offer students the opportunity to perform international electives. This study aimed to assess health risks among medical students, to tailor institutional guidelines. Methods: Multicenter study at Dutch and Belgian universities, among medical students who visited low- or middle-income countries. Students completed four questionnaires: once before the elective and two weeks, three- and six months after return. Results: Data was complete for 479 students (follow-up rate 84%). Most traveled to Surinam (29%) and South-Africa (14%). Half of the students encountered difficulties in adapting to local culture. Almost 40% visited malaria endemic countries. Nearly all (87%) used chemoprophylaxis as prescribed. Definite needle-stick or splash injuries were reported by 7%. All were dealt with adequately in accordance with national guidelines. However, less than half of 24 possible incidents were handled adequately. Two-and-a-half percent had unprotected sex with a new partner. The incidence of travelers’ diarrhea (TD) was 46%. In those with TD, the incidence of post-travel new-onset abdominal complaints was 3%. Three percent were involved in a minor traffic accident, 18% were injured during leisure activities, 5% were threatened or experienced physical violence. Only half of the students visiting a highly endemic country were screened for tuberculosis post-travel. For schistosomiasis this was 6%. Conclusions: Students abroad are exposed to medical and non-medical challenges, which should be addressed during pre-travel counseling. Contact details of a professional back home should be provided, so students can confer in case of problems while abroad. Lastly, we recommend a centrally organized post-travel health check. © 2020 The Authors",Scopus,SEARCH_026
A decade of work on water governance at the OECD: what have we learnt?,Gurría A.,2020,10.1080/07900627.2019.1686344,https://www.scopus.com/pages/publications/85076026237?origin=resultslist,"Our societies, economic systems and collective well-being depend on water security and access to water services. Yet, megatrends related to climate change, urbanization and demography are likely to generate more uncertainty about water availability and demand. Responding to these threats will require sharp actions to ensure universal access to drinking water and sanitation. Simultaneous action is also needed to invest in infrastructure and better articulate who does what, how, at which scale, and why. This article explores a decade of work on water governance at the OECD, providing key observations and lessons learnt. © 2019, © 2019 OECD. All rights reserved. Informa UK Limited, trading as Taylor & Francis Group.",Scopus,SEARCH_026
"Citizen participation dilemmas in water governance: An empirical case of Kumasi, Ghana",Odei Erdiaw-Kwasie M.; Abunyewah M.; Edusei J.; Buernor Alimo E.,2020,10.1016/j.wdp.2020.100242,https://www.scopus.com/pages/publications/85089433908?origin=resultslist,"Citizen participation in decision-making on water-related initiatives offers a valuable pathway to move towards a more equitable and sustainable water delivery, now and into the future. However, given the acknowledged impacts of active citizen participation in the water governance process, there is an increase institutional search for ideal approaches to enhance local inputs in water decisions. To enhance institutional knowledge on this quest, this paper adopts a qualitative exploratory method using 48 interviews and 2 focus group discussions (6 participants in each group) to present an empirical case of Kumasi in Ghana. Findings from the study show that citizens are willing to participate in decision-making on water-related process through radio programs; public meetings; surveys or polls and telephone. It was also realised that Ghana Water Company focuses more on the technical aspect of water delivery than the social aspect which borders on appropriate engagement strategies that involve customers in the decision-making process. The results imply a significant difference regarding feasibility and outcomes for each currently deployed participatory mechanism. The study recommends a change in current institutional and governance arrangements to influence citizen participation strategies at all levels of water service delivery and governance. © 2020 Elsevier Ltd",Scopus,SEARCH_026
Lessons learned from COVID-19 for the post-antibiotic future,Wilson L.A.; Rogers Van Katwyk S.; Fafard P.; Viens A.M.; Hoffman S.J.,2020,10.1186/s12992-020-00623-x,https://www.scopus.com/pages/publications/85092592254?origin=resultslist,"Introduction: COVID-19 has rapidly and radically changed the face of human health and social interaction. As was the case with COVID-19, the world is similarly unprepared to respond to antimicrobial resistance (AMR) and the challenges it will produce. COVID-19 presents an opportunity to examine how the international community might better respond to the growing AMR threat. Main body: The impacts of COVID-19 have manifested in health system, economic, social, and global political implications. Increasing AMR will also present challenges in these domains. As seen with COVID-19, increasing healthcare usage and resource scarcity may lead to ethical dilemmas about prioritization of care; unemployment and economic downturn may disproportionately impact people in industries reliant on human interaction (especially women); and international cooperation may be compromised as nations strive to minimize outbreaks within their own borders. Conclusion: AMR represents a slow-moving disaster that offers a unique opportunity to proactively develop interventions to mitigate its impact. The world's attention is currently rightfully focused on responding to COVID-19, but there is a moral imperative to take stock of lessons learned and opportunities to prepare for the next global health emergency.  © 2020 The Author(s).",Scopus,SEARCH_026
Real demand survey of the water supply system in Padang city,Komala P.S.; Nur A.; Septanisa S.,2020,10.1063/5.0002397,https://www.scopus.com/pages/publications/85096436987?origin=resultslist,"This study aims to get a description of the real demand for the water supply system in Padang city. Through this survey, the actual conditions of drinking water supply services and the problems faced by the regional water company (PDAM) are evaluated. Besides, the willingness to serve and to pay is assessed. The real demand survey was conducted by distributing the questionnaires and through direct interviews with 200 samples in 11 sub-districts in Padang City with a stratified random sampling method. 51% of the respondents were served by public water supply PDAM, 44% by non-piping, and 5% by community-based water supply and sanitation (Pamsimas). 62% of the respondents who subscribe to PDAM still consume bottled water for their drinking water for practical reasons, and because of PDAM water tastes of chlorine. From the respondents not served by PDAM, 45% of respondents expressed interest in obtaining the piping service. The potential areas for increasing the service coverage are Kuranji Subdistrict, Koto Tangah Subdistrict, Pauh Subdistrict, and Lubuk Begalung Subdistrict. Some households choose not to be served by PDAM due to the non-continuous water supply and it being too expensive. A customer who wants to be served can pay a connection fee of between IDR 100,000 to IDR 500,000. Meanwhile, for the water rates every month cover around IDR 50,000-150,000 or 3-10% of their income. The PDAM still needs to improve its water supply systems in terms of continuity and water quality, especially for the existing service areas. © 2020 Author(s).",Scopus,SEARCH_026
Ecosystem services research in mountainous regions: A systematic literature review on current knowledge and research gaps,Mengist W.; Soromessa T.; Legese G.,2020,10.1016/j.scitotenv.2019.134581,https://www.scopus.com/pages/publications/85074887027?origin=resultslist,"Mountain ecosystem services (MES) can provide a wide range of benefits for human well-being, including provisioning, regulating, supporting and cultural services. This systematic review work analyzed existed knowledge and research gaps on MES at the global level. The study used databases of science direct, Scopus and google scholar using searching, appraisal, synthesis, and analysis (SALSA) framework. Using specific keywords for the searching engine, the number of publications linked with MES were about 1252 which published between 1992 and June 2019. But, only 74 publications fulfilled the inclusion criteria. The analysis highlighted the existence of gaps in the literature including case studies from a limited geographical areas, focus on regulating and provisioning services, and lack of studies that explore the kinds of interlink between ecosystem services, and occurrence of limitation linked with data and methodology. From the 74 publications used for analysis, only seven of them were addressed mainly trade-offs and synergies, but most of them focus on quantification, qualification and economic valuation of the services. From the total case studies, the services addressed were summed up to 317 services, and the services such as climate regulation, food and fodder, fresh water, recreation and ecotourism, and erosion regulation studied more. On the contrary, photosynthesis, ornamental resources, net primary production, disease regulation, genetic resources, water purification and waste treatments were the least studied. Therefore, future research works should focus on mountainous areas of no and least studied of its ecosystem services. Critical studies are also required that indicate the link between a human being with MES, the trade-offs and synergies between MES and the influence of human beings on the quality and accessibility of ecosystem services. Besides, priority should be given by researches for methodological development and proposing management option for the mountain ecosystem and resource. © 2019 Elsevier B.V.",Scopus,SEARCH_026
"Identification of fire protection system availability in faculty of engineering, University of Teuku Umar",Salena I.Y.; Safriani M.; Amin M.A.R.,2020,10.1088/1757-899X/933/1/012001,https://www.scopus.com/pages/publications/85093101501?origin=resultslist,"The objective of this study is to identify the availability and implementation of fire protection systems in the Engineering Faculty of Teuku Umar University. The fire protection components identified were the access and water supply component, the mean of egress, passive and active fire protection systems, by conducting direct observations to the field using a checklist form. The building identification refers to the Minister of Public Works Regulation No. 26/PRT/M/2008, and the collected data was analyzed using the Likert scale method, which shows the level of conformity to the regulations based on the generated data. The result shows that the access and water supply components obtain 2.75 of the Likert scale. The mean of egress obtains an average value of 2.24 of the Likert scale. The values mean these facilities do not fulfill the regulation. The passive protection system obtains 2.48 of the Likert scale; it means the facilities do not fulfill the regulation. Active protection systems get an average value of 1.4 of the Likert scale; it means the facilities do not fulfill the regulation. The results of the study show that the fire protection system in the Faculty Of Engineering Building did not meet regulation No. 26/PRT/M/2008 overall so that further improvement is needed to fulfill the requirement of fire protection systems to overcame the danger of fire. © Published under licence by IOP Publishing Ltd.",Scopus,SEARCH_026
